,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better
32279,Angola,2019.0,% of population with a SIM card,46.59863797,1.4938109768680532,True
32280,Benin,2019.0,% of population with a SIM card,87.70201313,2.25938972789983,True
32281,Botswana,2019.0,% of population with a SIM card,162.6411807,3.655183481777088,True
32282,Burkina Faso,2019.0,% of population with a SIM card,100.2122395,2.492401334420889,True
32283,Burundi,2019.0,% of population with a SIM card,56.64970019,1.6810189526359067,True
32284,Cabo Verde,2019.0,% of population with a SIM card,108.3184376,2.6433848727034945,True
32285,Cameroon,2019.0,% of population with a SIM card,82.70374759,2.1662935800885377,True
32286,Central African Rep.,2019.0,% of population with a SIM card,33.61921611,1.252060280288679,True
32287,Chad,2019.0,% of population with a SIM card,48.06483101,1.5211198348867745,True
32288,Congo (Rep. of the),2019.0,% of population with a SIM card,,,True
32289,Côte d'Ivoire,2019.0,% of population with a SIM card,145.340692,3.3329499308915946,True
32290,Dem. Rep. of the Congo,2019.0,% of population with a SIM card,42.77332121,1.4225618101993343,True
32291,Equatorial Guinea,2019.0,% of population with a SIM card,,,True
32292,Eritrea,2019.0,% of population with a SIM card,,,True
32293,Eswatini,2019.0,% of population with a SIM card,,,True
32294,Ethiopia,2019.0,% of population with a SIM card,,,True
32295,Gabon,2019.0,% of population with a SIM card,137.75384,3.1916395724158426,True
32296,Gambia,2019.0,% of population with a SIM card,110.0953015,2.676480190059313,True
32297,Ghana,2019.0,% of population with a SIM card,134.3193846,3.1276704685315195,True
32298,Guinea,2019.0,% of population with a SIM card,100.7967429,2.5032881139421317,True
32299,Guinea-Bissau,2019.0,% of population with a SIM card,82.79258606,2.16794825794994,True
32300,Kenya,2019.0,% of population with a SIM card,103.7690208,2.5586488426789717,True
32301,Lesotho,2019.0,% of population with a SIM card,79.12569144,2.099649813055403,True
32302,Liberia,2019.0,% of population with a SIM card,,,True
32303,Madagascar,2019.0,% of population with a SIM card,,,True
32304,Malawi,2019.0,% of population with a SIM card,47.78113633,1.5158358255336908,True
32305,Mali,2019.0,% of population with a SIM card,116.6214561,2.79803432687313,True
32306,Mauritius,2019.0,% of population with a SIM card,147.0148102,3.3641315386220185,True
32307,Mozambique,2019.0,% of population with a SIM card,48.65094674,1.5320366451678473,True
32308,Namibia,2019.0,% of population with a SIM card,103.2494698,2.5489718464681013,True
32309,Niger,2019.0,% of population with a SIM card,,,True
32310,Nigeria,2019.0,% of population with a SIM card,91.85357742,2.3367154801426615,True
32311,Rwanda,2019.0,% of population with a SIM card,76.49153596,2.0505868479205,True
32312,Sao Tome and Principe,2019.0,% of population with a SIM card,77.07806339,2.0615113263984197,True
32313,Senegal,2019.0,% of population with a SIM card,109.721371,2.6695154762359756,True
32314,Seychelles,2019.0,% of population with a SIM card,198.1522217,4.316601146647464,True
32315,Sierra Leone,2019.0,% of population with a SIM card,86.13360825,2.2301771037669327,True
32316,South Africa,2019.0,% of population with a SIM card,165.5999383,3.7102923855884256,True
32317,South Sudan,2019.0,% of population with a SIM card,20.08628008,1.0,True
32318,Tanzania,2019.0,% of population with a SIM card,82.20817408,2.157063181189338,True
32319,Togo,2019.0,% of population with a SIM card,77.19500701,2.0636894820898255,True
32320,Uganda,2019.0,% of population with a SIM card,57.36556563,1.6943524408793578,True
32321,Zambia,2019.0,% of population with a SIM card,96.41441171,2.4216641688040994,True
32322,Zimbabwe,2019.0,% of population with a SIM card,90.10228966,2.304096536058897,True
32323,Algeria,2019.0,% of population with a SIM card,105.510594,2.591086846373227,True
32324,Bahrain,2019.0,% of population with a SIM card,115.7929212,2.7826022921202873,True
32325,Comoros,2019.0,% of population with a SIM card,67.60224049,1.8850175802634292,True
32326,Djibouti,2019.0,% of population with a SIM card,42.51057973,1.4176680686678993,True
32327,Egypt,2019.0,% of population with a SIM card,94.97170247,2.3947927127798243,True
32328,Iraq,2019.0,% of population with a SIM card,94.69591577,2.3896559950160086,True
32329,Jordan,2019.0,% of population with a SIM card,77.00460933,2.060143193798746,True
