,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better
0,Finland,2021,Global Wellbeing Initiative (World Happiness Index),7.842,6.0,True
1,Denmark,2021,Global Wellbeing Initiative (World Happiness Index),7.62,5.791314156796391,True
2,Switzerland,2021,Global Wellbeing Initiative (World Happiness Index),7.571,5.745252867080279,True
3,Iceland,2021,Global Wellbeing Initiative (World Happiness Index),7.554,5.72927241962775,True
4,Netherlands,2021,Global Wellbeing Initiative (World Happiness Index),7.464,5.644670050761423,True
5,Norway,2021,Global Wellbeing Initiative (World Happiness Index),7.392,5.576988155668359,True
6,Sweden,2021,Global Wellbeing Initiative (World Happiness Index),7.363,5.549727392366987,True
7,Luxembourg,2021,Global Wellbeing Initiative (World Happiness Index),7.324,5.513066365858245,True
8,New Zealand,2021,Global Wellbeing Initiative (World Happiness Index),7.277,5.468885128783606,True
9,Austria,2021,Global Wellbeing Initiative (World Happiness Index),7.268,5.460424891896973,True
10,Australia,2021,Global Wellbeing Initiative (World Happiness Index),7.183,5.380522654634331,True
11,Israel,2021,Global Wellbeing Initiative (World Happiness Index),7.157,5.356081970295169,True
12,Germany,2021,Global Wellbeing Initiative (World Happiness Index),7.155,5.354201917653694,True
13,Canada,2021,Global Wellbeing Initiative (World Happiness Index),7.103,5.305320548975372,True
14,Ireland,2021,Global Wellbeing Initiative (World Happiness Index),7.085,5.288400075202105,True
15,Costa Rica,2021,Global Wellbeing Initiative (World Happiness Index),7.069,5.2733596540703145,True
16,United Kingdom,2021,Global Wellbeing Initiative (World Happiness Index),7.064,5.26865952246663,True
17,Czech Republic,2021,Global Wellbeing Initiative (World Happiness Index),6.965,5.175596916713669,True
18,United States,2021,Global Wellbeing Initiative (World Happiness Index),6.951,5.16243654822335,True
19,Belgium,2021,Global Wellbeing Initiative (World Happiness Index),6.834,5.0524534686971245,True
20,France,2021,Global Wellbeing Initiative (World Happiness Index),6.69,4.917089678510999,True
21,Bahrain,2021,Global Wellbeing Initiative (World Happiness Index),6.647,4.87666854671931,True
22,Malta,2021,Global Wellbeing Initiative (World Happiness Index),6.602,4.834367362286145,True
23,Taiwan Province of China,2021,Global Wellbeing Initiative (World Happiness Index),6.584,4.81744688851288,True
24,United Arab Emirates,2021,Global Wellbeing Initiative (World Happiness Index),6.561,4.795826283135929,True
25,Saudi Arabia,2021,Global Wellbeing Initiative (World Happiness Index),6.494,4.73284451964655,True
26,Spain,2021,Global Wellbeing Initiative (World Happiness Index),6.491,4.730024440684339,True
27,Italy,2021,Global Wellbeing Initiative (World Happiness Index),6.483,4.722504230118443,True
28,Slovenia,2021,Global Wellbeing Initiative (World Happiness Index),6.461,4.701823651062231,True
29,Guatemala,2021,Global Wellbeing Initiative (World Happiness Index),6.435,4.677382966723069,True
30,Uruguay,2021,Global Wellbeing Initiative (World Happiness Index),6.431,4.673622861440121,True
31,Singapore,2021,Global Wellbeing Initiative (World Happiness Index),6.377,4.6228614401203245,True
32,Kosovo,2021,Global Wellbeing Initiative (World Happiness Index),6.372,4.618161308516639,True
33,Slovakia,2021,Global Wellbeing Initiative (World Happiness Index),6.331,4.579620229366423,True
34,Brazil,2021,Global Wellbeing Initiative (World Happiness Index),6.33,4.5786802030456855,True
35,Mexico,2021,Global Wellbeing Initiative (World Happiness Index),6.317,4.566459860876105,True
36,Jamaica,2021,Global Wellbeing Initiative (World Happiness Index),6.309,4.55893965031021,True
37,Lithuania,2021,Global Wellbeing Initiative (World Happiness Index),6.255,4.508178228990412,True
38,Cyprus,2021,Global Wellbeing Initiative (World Happiness Index),6.223,4.478097386726828,True
39,Estonia,2021,Global Wellbeing Initiative (World Happiness Index),6.189,4.446136491821772,True
40,Panama,2021,Global Wellbeing Initiative (World Happiness Index),6.18,4.437676254935138,True
41,Uzbekistan,2021,Global Wellbeing Initiative (World Happiness Index),6.179,4.436736228614402,True
42,Chile,2021,Global Wellbeing Initiative (World Happiness Index),6.172,4.430156044369243,True
43,Poland,2021,Global Wellbeing Initiative (World Happiness Index),6.166,4.424515886444821,True
44,Kazakhstan,2021,Global Wellbeing Initiative (World Happiness Index),6.152,4.411355517954503,True
