Country Name,agg_score,count_source,agg_score_wt
Cuba,3.140810776615385,11,1.1516306180923077
Cape Verde,3.135,1,0.1045
Maldives,3.1278015853384464,10,1.0426005284461488
Ivory Coast,3.1011666666666664,3,0.31011666666666665
Developing,3.1,2,0.20666666666666667
Belize,3.093234174278139,9,0.9279702522834417
Saint Lucia,3.0879999999999996,7,0.7205333333333332
Syria,3.082,1,0.10273333333333333
Gabon,3.05847831304509,12,1.223391325218036
Bhutan,3.051537158935399,8,0.813743242382773
Tokelau,3.05,1,0.10166666666666666
Niue,3.05,1,0.10166666666666666
Kyrgyzstan,3.0289708882692308,11,1.1106226590320512
El Salvador,3.0218144625109544,19,1.9138158262569378
Barbados,3.0096330110535314,10,1.0032110036845103
Côte d'Ivoire,2.9342993524583334,12,1.1737197409833333
Saint Martin,2.923,1,0.09743333333333333
Kenya,2.9049399866223093,25,2.4207833221852577
Gibraltar,2.904606884038562,2,0.19364045893590415
Jordan,2.9013522378011944,14,1.3539643776405574
