lat,lon,Electrical Distribution Grid
5.315235716,-7.278442383,1
5.337113503,-7.278442383,1
5.227716828,-7.399291992,1
4.724252053,-7.399291992,1
4.461427091,-7.399291992,1
5.249597705,-7.399291992,1
4.702353701,-7.399291992,1
4.691404267,-7.399291992,1
4.439520687,-7.399291992,1
4.428567241,-7.399291992,1
5.129243467,-7.399291992,1
5.238657362,-7.399291992,1
4.73520097,-7.399291992,1
4.713302963,-7.399291992,1
4.680454661,-7.399291992,1
4.450473971,-7.399291992,1
5.118301039,-7.399291992,1
5.118301039,-7.41027832,1
4.680454661,-7.41027832,1
5.238657362,-7.41027832,1
4.73520097,-7.41027832,1
5.249597705,-7.41027832,1
4.702353701,-7.41027832,1
4.691404267,-7.41027832,1
4.428567241,-7.41027832,1
5.107358424,-7.41027832,1
5.107358424,-7.421264648,1
4.702353701,-7.421264648,1
4.691404267,-7.421264648,1
4.428567241,-7.421264648,1
5.096415623,-7.421264648,1
4.680454661,-7.421264648,1
5.052642556,-7.454223633,1
5.07452946,-7.454223633,1
4.691404267,-7.454223633,1
4.428567241,-7.454223633,1
5.063586101,-7.454223633,1
4.800890817,-7.454223633,1
5.085472634,-7.454223633,1
5.008866532,-7.465209961,1
4.713302963,-7.465209961,1
4.417613633,-7.465209961,1
5.030754912,-7.465209961,1
4.800890817,-7.465209961,1
5.019810814,-7.465209961,1
4.702353701,-7.465209961,1
4.691404267,-7.465209961,1
4.439520687,-7.465209961,1
4.428567241,-7.465209961,1
4.811838512,-7.465209961,1
5.052642556,-7.465209961,1
5.041698826,-7.465209961,1
4.789942946,-7.465209961,1
4.7789949,-7.465209961,1
4.921305715,-7.487182617,1
4.538094337,-7.487182617,1
4.976032589,-7.487182617,1
4.570949243,-7.487182617,1
4.559997775,-7.487182617,1
4.888467426,-7.487182617,1
4.855627528,-7.487182617,1
4.417613633,-7.487182617,1
4.986977419,-7.487182617,1
4.527142368,-7.487182617,1
4.899413702,-7.487182617,1
4.84468054,-7.487182617,1
4.549046139,-7.487182617,1
4.877520972,-7.487182617,1
4.866574339,-7.487182617,1
5.227716828,-7.366333008,1
5.216776103,-7.366333008,1
4.406659864,-7.366333008,1
5.162069623,-7.366333008,1
5.19489408,-7.366333008,1
4.439520687,-7.366333008,1
4.428567241,-7.366333008,1
5.238657362,-7.366333008,1
5.205835187,-7.366333008,1
4.658554935,-7.366333008,1
5.173011298,-7.366333008,1
4.450473971,-7.366333008,1
4.417613633,-7.366333008,1
4.811838512,-7.476196289,1
4.757098283,-7.476196289,1
4.49428547,-7.476196289,1
4.439520687,-7.476196289,1
4.428567241,-7.476196289,1
4.986977419,-7.476196289,1
4.7789949,-7.476196289,1
4.527142368,-7.476196289,1
4.516190234,-7.476196289,1
4.84468054,-7.476196289,1
4.724252053,-7.476196289,1
4.461427091,-7.476196289,1
4.822786031,-7.476196289,1
4.746149713,-7.476196289,1
4.483332841,-7.476196289,1
5.008866532,-7.476196289,1
4.713302963,-7.476196289,1
4.450473971,-7.476196289,1
4.417613633,-7.476196289,1
4.997922067,-7.476196289,1
4.768046679,-7.476196289,1
4.538094337,-7.476196289,1
4.505237935,-7.476196289,1
4.833733374,-7.476196289,1
4.73520097,-7.476196289,1
4.472380048,-7.476196289,1
4.680454661,-7.388305664,1
5.238657362,-7.388305664,1
4.73520097,-7.388305664,1
5.249597705,-7.388305664,1
5.140185707,-7.388305664,1
5.129243467,-7.388305664,1
4.669504883,-7.388305664,1
4.461427091,-7.388305664,1
4.746149713,-7.146606445,1
4.713302963,-7.146606445,1
4.625704069,-7.146606445,1
4.581900545,-7.146606445,1
4.702353701,-7.146606445,1
4.614753441,-7.146606445,1
4.724252053,-7.146606445,1
4.647604816,-7.35534668,1
5.183952784,-7.35534668,1
4.417613633,-7.35534668,1
5.61051897,-7.35534668,1
5.173011298,-7.35534668,1
5.205835187,-7.35534668,1
4.658554935,-7.35534668,1
5.19489408,-7.35534668,1
4.439520687,-7.35534668,1
4.428567241,-7.35534668,1
5.227716828,-7.35534668,1
4.406659864,-7.35534668,1
4.636654527,-7.212524414,1
4.527142368,-7.212524414,1
4.625704069,-7.212524414,1
4.538094337,-7.212524414,1
4.625704069,-7.223510742,1
4.538094337,-7.223510742,1
4.527142368,-7.223510742,1
4.724252053,-7.135620117,1
4.614753441,-7.135620117,1
4.581900545,-7.135620117,1
4.73520097,-7.135620117,1
4.625704069,-7.135620117,1
4.592851678,-7.135620117,1
4.713302963,-7.135620117,1
4.746149713,-7.135620117,1
4.680454661,-7.124633789,1
4.746149713,-7.124633789,1
4.614753441,-7.124633789,1
4.603802644,-7.124633789,1
4.73520097,-7.080688477,1
4.658554935,-7.080688477,1
4.713302963,-7.080688477,1
4.680454661,-7.080688477,1
4.724252053,-7.080688477,1
4.669504883,-7.080688477,1
4.691404267,-7.080688477,1
4.702353701,-7.091674805,1
4.691404267,-7.091674805,1
4.636654527,-7.091674805,1
4.669504883,-7.091674805,1
4.713302963,-7.091674805,1
4.680454661,-7.091674805,1
4.647604816,-7.091674805,1
4.658554935,-7.091674805,1
4.625704069,-7.091674805,1
4.73520097,-7.069702148,1
4.680454661,-7.069702148,1
4.746149713,-7.069702148,1
4.669504883,-7.069702148,1
4.702353701,-7.069702148,1
4.691404267,-7.069702148,1
4.702353701,-7.05871582,1
4.669504883,-7.05871582,1
4.680454661,-7.05871582,1
4.746149713,-7.05871582,1
4.73520097,-7.05871582,1
4.658554935,-7.05871582,1
4.647604816,-7.17956543,1
4.559997775,-7.17956543,1
4.592851678,-7.17956543,1
4.636654527,-7.17956543,1
4.549046139,-7.17956543,1
4.625704069,-7.102661133,1
4.73520097,-7.102661133,1
4.746149713,-7.102661133,1
4.713302963,-7.102661133,1
4.680454661,-7.102661133,1
4.614753441,-7.102661133,1
4.724252053,-7.102661133,1
4.669504883,-7.102661133,1
4.581900545,-7.113647461,1
4.614753441,-7.113647461,1
4.603802644,-7.113647461,1
4.724252053,-7.113647461,1
4.669504883,-7.113647461,1
4.746149713,-7.113647461,1
4.680454661,-7.113647461,1
4.625704069,-7.113647461,1
4.592851678,-7.113647461,1
4.73520097,-7.113647461,1
4.439520687,-7.53112793,1
4.428567241,-7.53112793,1
4.49428547,-7.289428711,1
5.369928719,-7.289428711,1
4.516190234,-7.289428711,1
5.304296531,-7.289428711,1
5.380866732,-7.289428711,1
4.483332841,-7.289428711,1
4.450473971,-7.289428711,1
4.505237935,-7.289428711,1
5.293357152,-7.289428711,1
4.450473971,-7.377319336,1
4.417613633,-7.377319336,1
5.151127759,-7.377319336,1
5.238657362,-7.377319336,1
4.658554935,-7.377319336,1
4.472380048,-7.377319336,1
4.428567241,-7.377319336,1
4.669504883,-7.377319336,1
4.461427091,-7.377319336,1
4.406659864,-7.377319336,1
5.162069623,-7.377319336,1
4.461427091,-7.311401367,1
5.282417579,-7.311401367,1
4.439520687,-7.311401367,1
5.577716957,-7.311401367,1
5.566782544,-7.311401367,1
5.402742168,-7.311401367,1
5.391804549,-7.311401367,1
4.581900545,-7.311401367,1
4.549046139,-7.311401367,1
4.472380048,-7.311401367,1
4.592851678,-7.311401367,1
4.538094337,-7.311401367,1
5.271477814,-7.311401367,1
4.450473971,-7.311401367,1
5.555847928,-7.311401367,1
4.570949243,-7.311401367,1
4.559997775,-7.311401367,1
4.483332841,-7.311401367,1
4.450473971,-7.300415039,1
5.380866732,-7.300415039,1
4.483332841,-7.300415039,1
5.293357152,-7.300415039,1
4.472380048,-7.300415039,1
4.538094337,-7.300415039,1
4.505237935,-7.300415039,1
5.282417579,-7.300415039,1
5.391804549,-7.300415039,1
4.461427091,-7.300415039,1
4.527142368,-7.300415039,1
4.516190234,-7.300415039,1
5.59958517,-6.586303711,1
5.544913109,-6.586303711,1
4.899413702,-6.586303711,1
5.577716957,-6.586303711,1
5.566782544,-6.586303711,1
5.140185707,-6.586303711,1
5.129243467,-6.586303711,1
5.512107438,-6.586303711,1
5.533978087,-6.586303711,1
5.096415623,-6.586303711,1
5.588651165,-6.586303711,1
5.555847928,-6.586303711,1
5.523042863,-6.586303711,1
5.008866532,-6.586303711,1
4.888467426,-6.586303711,1
5.490235982,-6.564331055,1
5.479299954,-6.564331055,1
5.041698826,-6.564331055,1
5.424616814,-6.564331055,1
5.162069623,-6.564331055,1
5.107358424,-6.564331055,1
4.986977419,-6.564331055,1
4.932251451,-6.564331055,1
5.512107438,-6.564331055,1
5.07452946,-6.564331055,1
5.019810814,-6.564331055,1
5.402742168,-6.564331055,1
5.391804549,-6.564331055,1
5.140185707,-6.564331055,1
5.129243467,-6.564331055,1
4.965087576,-6.564331055,1
5.501171811,-6.564331055,1
5.468363725,-6.564331055,1
5.063586101,-6.564331055,1
5.030754912,-6.564331055,1
4.910359798,-6.564331055,1
5.43555384,-6.564331055,1
5.173011298,-6.564331055,1
5.096415623,-6.564331055,1
4.997922067,-6.564331055,1
4.921305715,-6.564331055,1
5.183952784,-6.564331055,1
5.085472634,-6.564331055,1
5.008866532,-6.564331055,1
5.41367959,-6.564331055,1
5.151127759,-6.564331055,1
5.118301039,-6.564331055,1
4.976032589,-6.564331055,1
5.446490668,-6.553344727,1
5.183952784,-6.553344727,1
5.008866532,-6.553344727,1
5.41367959,-6.553344727,1
5.380866732,-6.553344727,1
4.943197007,-6.553344727,1
5.468363725,-6.553344727,1
5.205835187,-6.553344727,1
5.063586101,-6.553344727,1
5.030754912,-6.553344727,1
5.43555384,-6.553344727,1
5.173011298,-6.553344727,1
4.997922067,-6.553344727,1
5.457427296,-6.553344727,1
5.19489408,-6.553344727,1
5.019810814,-6.553344727,1
5.402742168,-6.553344727,1
5.391804549,-6.553344727,1
4.965087576,-6.553344727,1
4.954142382,-6.553344727,1
5.052642556,-6.553344727,1
5.041698826,-6.553344727,1
5.424616814,-6.553344727,1
5.162069623,-6.553344727,1
4.986977419,-6.553344727,1
4.932251451,-6.553344727,1
5.315235716,-6.53137207,1
5.304296531,-6.53137207,1
5.369928719,-6.53137207,1
5.282417579,-6.53137207,1
5.249597705,-6.53137207,1
5.019810814,-6.53137207,1
5.391804549,-6.53137207,1
5.326174707,-6.53137207,1
5.293357152,-6.53137207,1
5.238657362,-6.53137207,1
5.358990509,-6.53137207,1
5.348052104,-6.53137207,1
5.271477814,-6.53137207,1
5.260537856,-6.53137207,1
5.008866532,-6.53137207,1
5.380866732,-6.53137207,1
5.140185707,-6.729125977,1
5.129243467,-6.729125977,1
4.757098283,-6.729125977,1
5.107358424,-6.729125977,1
5.118301039,-6.729125977,1
5.096415623,-6.729125977,1
4.768046679,-6.729125977,1
5.140185707,-6.718139648,1
5.129243467,-6.718139648,1
4.757098283,-6.718139648,1
5.118301039,-6.718139648,1
5.096415623,-6.718139648,1
5.096415623,-6.740112305,1
4.768046679,-6.740112305,1
5.085472634,-6.740112305,1
4.757098283,-6.740112305,1
5.096415623,-6.70715332,1
4.768046679,-6.70715332,1
5.085472634,-6.70715332,1
4.757098283,-6.70715332,1
5.07452946,-6.70715332,1
5.07452946,-6.696166992,1
4.757098283,-6.696166992,1
5.085472634,-6.696166992,1
5.260537856,-6.542358398,1
5.008866532,-6.542358398,1
5.380866732,-6.542358398,1
5.238657362,-6.542358398,1
5.205835187,-6.542358398,1
5.030754912,-6.542358398,1
5.457427296,-6.542358398,1
5.249597705,-6.542358398,1
5.19489408,-6.542358398,1
5.019810814,-6.542358398,1
5.402742168,-6.542358398,1
5.391804549,-6.542358398,1
5.227716828,-6.542358398,1
5.216776103,-6.542358398,1
5.096415623,-6.65222168,1
4.800890817,-6.65222168,1
4.768046679,-6.65222168,1
4.73520097,-6.65222168,1
5.118301039,-6.65222168,1
4.976032589,-6.65222168,1
4.746149713,-6.65222168,1
5.085472634,-6.65222168,1
5.107358424,-6.65222168,1
4.986977419,-6.65222168,1
4.789942946,-6.65222168,1
4.7789949,-6.65222168,1
4.724252053,-6.65222168,1
4.965087576,-6.65222168,1
4.811838512,-6.65222168,1
4.757098283,-6.65222168,1
5.07452946,-6.65222168,1
5.096415623,-6.619262695,1
4.997922067,-6.619262695,1
4.73520097,-6.619262695,1
4.746149713,-6.619262695,1
4.855627528,-6.619262695,1
5.107358424,-6.619262695,1
4.84468054,-6.619262695,1
4.757098283,-6.619262695,1
4.866574339,-6.619262695,1
5.151127759,-6.575317383,1
5.118301039,-6.575317383,1
5.523042863,-6.575317383,1
5.008866532,-6.575317383,1
5.096415623,-6.575317383,1
5.501171811,-6.575317383,1
4.910359798,-6.575317383,1
5.402742168,-6.575317383,1
5.140185707,-6.575317383,1
5.129243467,-6.575317383,1
5.512107438,-6.575317383,1
5.019810814,-6.575317383,1
5.107358424,-6.575317383,1
4.899413702,-6.575317383,1
5.107358424,-6.410522461,1
5.052642556,-6.410522461,1
5.07452946,-6.410522461,1
5.096415623,-6.410522461,1
5.063586101,-6.410522461,1
5.085472634,-6.410522461,1
5.07452946,-6.663208008,1
4.789942946,-6.663208008,1
4.7789949,-6.663208008,1
5.085472634,-6.663208008,1
5.118301039,-6.663208008,1
4.976032589,-6.663208008,1
4.746149713,-6.663208008,1
4.768046679,-6.663208008,1
5.063586101,-6.421508789,1
5.096415623,-6.421508789,1
5.085472634,-6.421508789,1
5.052642556,-6.421508789,1
5.107358424,-6.421508789,1
5.07452946,-6.421508789,1
5.030754912,-6.498413086,1
5.019810814,-6.498413086,1
5.052642556,-6.388549805,1
5.030754912,-6.388549805,1
5.59958517,-6.036987305,1
5.544913109,-6.036987305,1
5.424616814,-6.036987305,1
5.369928719,-6.036987305,1
5.490235982,-6.036987305,1
5.479299954,-6.036987305,1
5.304296531,-6.036987305,1
5.140185707,-6.036987305,1
5.129243467,-6.036987305,1
5.457427296,-6.036987305,1
5.61051897,-6.036987305,1
5.533978087,-6.036987305,1
5.43555384,-6.036987305,1
5.358990509,-6.036987305,1
5.501171811,-6.036987305,1
5.468363725,-6.036987305,1
5.293357152,-6.036987305,1
5.030754912,-6.036987305,1
5.588651165,-6.036987305,1
5.555847928,-6.036987305,1
5.380866732,-6.036987305,1
5.446490668,-6.036987305,1
5.588651165,-6.026000977,1
5.555847928,-6.026000977,1
5.41367959,-6.026000977,1
5.380866732,-6.026000977,1
5.43555384,-6.026000977,1
4.997922067,-6.026000977,1
5.293357152,-6.026000977,1
5.030754912,-6.026000977,1
5.577716957,-6.026000977,1
5.566782544,-6.026000977,1
5.402742168,-6.026000977,1
5.391804549,-6.026000977,1
5.140185707,-6.026000977,1
5.59958517,-6.026000977,1
5.544913109,-6.026000977,1
5.424616814,-6.026000977,1
5.304296531,-6.026000977,1
5.523042863,-6.047973633,1
5.348052104,-6.047973633,1
5.555847928,-6.047973633,1
5.501171811,-6.047973633,1
5.468363725,-6.047973633,1
5.293357152,-6.047973633,1
5.030754912,-6.047973633,1
5.533978087,-6.047973633,1
5.358990509,-6.047973633,1
5.512107438,-6.047973633,1
5.129243467,-6.047973633,1
5.490235982,-6.047973633,1
5.479299954,-6.047973633,1
5.304296531,-6.047973633,1
5.544913109,-6.047973633,1
5.41367959,-6.015014648,1
5.151127759,-6.015014648,1
5.008866532,-6.015014648,1
5.43555384,-6.015014648,1
4.997922067,-6.015014648,1
5.030754912,-6.015014648,1
5.402742168,-6.015014648,1
5.140185707,-6.015014648,1
5.019810814,-6.015014648,1
5.424616814,-6.015014648,1
5.041698826,-6.015014648,1
5.315235716,-6.058959961,1
5.304296531,-6.058959961,1
5.337113503,-6.058959961,1
5.282417579,-6.058959961,1
5.019810814,-6.058959961,1
5.129243467,-6.058959961,1
5.326174707,-6.058959961,1
5.293357152,-6.058959961,1
5.030754912,-6.058959961,1
5.348052104,-6.058959961,1
5.118301039,-6.058959961,1
5.402742168,-5.641479492,1
5.391804549,-5.641479492,1
5.129243467,-5.641479492,1
5.118301039,-5.641479492,1
5.140185707,-6.080932617,1
5.129243467,-6.080932617,1
4.965087576,-6.080932617,1
4.954142382,-6.080932617,1
5.19489408,-6.080932617,1
5.019810814,-6.080932617,1
5.162069623,-6.080932617,1
5.216776103,-6.080932617,1
5.052642556,-6.080932617,1
5.041698826,-6.080932617,1
5.151127759,-6.080932617,1
5.118301039,-6.080932617,1
4.943197007,-6.080932617,1
5.183952784,-6.080932617,1
5.008866532,-6.080932617,1
5.173011298,-6.080932617,1
5.205835187,-6.080932617,1
5.063586101,-6.080932617,1
5.030754912,-6.080932617,1
5.096415623,-6.069946289,1
5.238657362,-6.069946289,1
5.063586101,-6.069946289,1
5.030754912,-6.069946289,1
5.118301039,-6.069946289,1
5.271477814,-6.069946289,1
5.260537856,-6.069946289,1
5.085472634,-6.069946289,1
5.107358424,-6.069946289,1
5.227716828,-6.069946289,1
5.216776103,-6.069946289,1
5.041698826,-6.069946289,1
5.249597705,-6.069946289,1
5.07452946,-6.069946289,1
5.019810814,-6.069946289,1
5.030754912,-6.30065918,1
5.019810814,-6.289672852,1
5.030754912,-6.289672852,1
5.019810814,-6.278686523,1
5.041698826,-6.157836914,1
5.019810814,-6.157836914,1
5.030754912,-6.157836914,1
4.910359798,-6.157836914,1
4.921305715,-6.157836914,1
5.019810814,-6.102905273,1
4.965087576,-6.102905273,1
4.954142382,-6.102905273,1
5.008866532,-6.102905273,1
4.943197007,-6.102905273,1
5.052642556,-5.982055664,1
5.041698826,-5.982055664,1
5.162069623,-5.982055664,1
5.173011298,-5.982055664,1
4.921305715,-6.146850586,1
5.030754912,-6.146850586,1
5.041698826,-6.146850586,1
5.019810814,-6.146850586,1
5.260537856,-5.905151367,1
5.063586101,-5.905151367,1
5.07452946,-5.905151367,1
5.107358424,-5.77331543,1
5.118301039,-5.77331543,1
5.107358424,-5.740356445,1
5.052642556,-5.971069336,1
5.59958517,-5.971069336,1
5.19489408,-5.971069336,1
5.61051897,-5.971069336,1
5.173011298,-5.971069336,1
5.183952784,-5.971069336,1
4.768046679,-6.915893555,1
4.647604816,-6.915893555,1
4.757098283,-6.915893555,1
4.636654527,-6.915893555,1
4.768046679,-6.88293457,1
4.73520097,-6.937866211,1
4.658554935,-6.937866211,1
4.746149713,-6.937866211,1
4.647604816,-6.937866211,1
4.757098283,-6.937866211,1
4.636654527,-6.937866211,1
4.877520972,-6.608276367,1
4.866574339,-6.608276367,1
4.746149713,-6.608276367,1
5.61051897,-6.608276367,1
5.096415623,-6.608276367,1
4.997922067,-6.608276367,1
4.811838512,-6.641235352,1
4.757098283,-6.641235352,1
5.107358424,-6.641235352,1
4.986977419,-6.641235352,1
4.789942946,-6.641235352,1
4.7789949,-6.641235352,1
4.724252053,-6.641235352,1
4.976032589,-6.641235352,1
4.822786031,-6.641235352,1
4.746149713,-6.641235352,1
5.096415623,-6.641235352,1
4.997922067,-6.641235352,1
4.800890817,-6.641235352,1
4.768046679,-6.641235352,1
4.833733374,-6.641235352,1
4.73520097,-6.641235352,1
4.757098283,-6.630249023,1
5.107358424,-6.630249023,1
4.84468054,-6.630249023,1
4.746149713,-6.630249023,1
4.855627528,-6.630249023,1
5.096415623,-6.630249023,1
4.997922067,-6.630249023,1
4.833733374,-6.630249023,1
4.73520097,-6.630249023,1
5.085472634,-7.443237305,1
4.713302963,-7.443237305,1
4.702353701,-7.443237305,1
4.691404267,-7.443237305,1
4.428567241,-7.443237305,1
4.965087576,-7.498168945,1
4.954142382,-7.498168945,1
4.899413702,-7.498168945,1
4.932251451,-7.498168945,1
4.417613633,-7.498168945,1
4.976032589,-7.498168945,1
4.943197007,-7.498168945,1
4.570949243,-7.498168945,1
4.559997775,-7.498168945,1
4.910359798,-7.498168945,1
4.921305715,-7.498168945,1
4.921305715,-7.509155273,1
4.417613633,-7.509155273,1
4.976032589,-7.509155273,1
4.943197007,-7.509155273,1
4.570949243,-7.509155273,1
4.559997775,-7.509155273,1
4.406659864,-7.509155273,1
4.932251451,-7.509155273,1
4.965087576,-7.509155273,1
4.702353701,-7.036743164,1
4.724252053,-7.036743164,1
4.713302963,-7.036743164,1
4.680454661,-7.036743164,1
4.658554935,-7.047729492,1
4.713302963,-7.047729492,1
4.680454661,-7.047729492,1
4.669504883,-7.047729492,1
4.702353701,-7.047729492,1
4.647604816,-7.201538086,1
4.658554935,-7.201538086,1
4.538094337,-7.201538086,1
4.636654527,-7.201538086,1
4.549046139,-7.201538086,1
4.505237935,-7.245483398,1
4.483332841,-7.245483398,1
4.527142368,-7.245483398,1
4.516190234,-7.245483398,1
4.49428547,-7.245483398,1
5.61051897,-6.597290039,1
5.533978087,-6.597290039,1
5.096415623,-6.597290039,1
4.997922067,-6.597290039,1
5.523042863,-6.597290039,1
5.008866532,-6.597290039,1
4.888467426,-6.597290039,1
5.588651165,-6.597290039,1
5.555847928,-6.597290039,1
5.59958517,-6.597290039,1
5.544913109,-6.597290039,1
4.877520972,-6.597290039,1
5.577716957,-6.597290039,1
5.566782544,-6.597290039,1
5.140185707,-6.597290039,1
5.129243467,-6.597290039,1
5.348052104,-6.520385742,1
5.260537856,-6.520385742,1
5.358990509,-6.520385742,1
5.326174707,-6.520385742,1
5.293357152,-6.520385742,1
5.337113503,-6.520385742,1
5.019810814,-6.520385742,1
5.315235716,-6.520385742,1
5.304296531,-6.520385742,1
5.030754912,-6.47644043,1
5.041698826,-6.47644043,1
5.588651165,-5.960083008,1
5.61051897,-5.960083008,1
5.19489408,-5.960083008,1
5.052642556,-5.960083008,1
5.59958517,-5.960083008,1
5.271477814,-5.927124023,1
5.260537856,-5.927124023,1
5.293357152,-5.927124023,1
5.238657362,-5.927124023,1
5.063586101,-5.927124023,1
5.282417579,-5.927124023,1
5.249597705,-5.927124023,1
5.304296531,-5.927124023,1
5.052642556,-5.927124023,1
5.358990509,-5.685424805,1
5.348052104,-5.685424805,1
5.107358424,-5.685424805,1
5.173011298,-6.091918945,1
5.151127759,-6.091918945,1
4.943197007,-6.091918945,1
5.162069623,-6.091918945,1
5.019810814,-6.091918945,1
5.140185707,-6.091918945,1
4.965087576,-6.091918945,1
4.954142382,-6.091918945,1
5.151127759,-5.993041992,1
5.041698826,-5.993041992,1
5.162069623,-5.993041992,1
5.030754912,-6.322631836,1
5.019810814,-6.256713867,1
5.019810814,-6.135864258,1
4.986977419,-6.135864258,1
4.932251451,-6.135864258,1
5.008866532,-6.135864258,1
4.997922067,-6.135864258,1
4.921305715,-6.135864258,1
5.041698826,-6.00402832,1
4.997922067,-6.00402832,1
5.151127759,-6.00402832,1
4.997922067,-6.12487793,1
4.921305715,-6.12487793,1
5.008866532,-6.12487793,1
4.976032589,-6.12487793,1
4.943197007,-6.12487793,1
4.986977419,-6.12487793,1
4.932251451,-6.12487793,1
4.965087576,-6.113891602,1
4.932251451,-6.113891602,1
5.008866532,-6.113891602,1
4.976032589,-6.113891602,1
4.943197007,-6.113891602,1
4.921305715,-6.113891602,1
5.096415623,-5.861206055,1
5.085472634,-5.861206055,1
5.118301039,-5.784301758,1
5.107358424,-5.718383789,1
5.052642556,-5.94909668,1
5.19489408,-5.94909668,1
5.205835187,-5.94909668,1
4.757098283,-6.926879883,1
4.636654527,-6.926879883,1
4.746149713,-6.926879883,1
4.647604816,-6.926879883,1
4.768046679,-6.860961914,1
4.757098283,-6.751098633,1
5.085472634,-6.751098633,1
5.096415623,-6.751098633,1
4.768046679,-6.685180664,1
5.085472634,-6.685180664,1
4.757098283,-6.685180664,1
4.724252053,-7.025756836,1
4.73520097,-7.025756836,1
4.746149713,-7.025756836,1
4.680454661,-7.025756836,1
4.724252053,-6.948852539,1
4.669504883,-6.948852539,1
4.691404267,-6.948852539,1
4.73520097,-6.948852539,1
4.658554935,-6.948852539,1
4.680454661,-6.948852539,1
4.713302963,-6.959838867,1
4.680454661,-6.959838867,1
4.702353701,-6.959838867,1
4.691404267,-6.959838867,1
4.724252053,-6.959838867,1
4.669504883,-6.959838867,1
4.680454661,-7.014770508,1
4.691404267,-7.014770508,1
4.800890817,-6.674194336,1
4.768046679,-6.674194336,1
5.085472634,-6.674194336,1
4.789942946,-6.674194336,1
4.7789949,-6.674194336,1
4.757098283,-6.674194336,1
4.636654527,-7.168579102,1
4.581900545,-7.168579102,1
4.691404267,-7.168579102,1
4.592851678,-7.168579102,1
4.570949243,-7.168579102,1
4.559997775,-7.168579102,1
4.680454661,-7.168579102,1
4.636654527,-7.157592773,1
4.581900545,-7.157592773,1
4.702353701,-7.157592773,1
4.691404267,-7.157592773,1
4.625704069,-7.157592773,1
4.570949243,-7.157592773,1
4.559997775,-7.157592773,1
4.417613633,-7.520141602,1
4.976032589,-7.520141602,1
4.570949243,-7.520141602,1
4.559997775,-7.520141602,1
4.428567241,-7.520141602,1
5.052642556,-6.432495117,1
5.063586101,-6.432495117,1
5.030754912,-6.377563477,1
5.019810814,-6.377563477,1
5.030754912,-6.366577148,1
5.019810814,-6.366577148,1
5.41367959,-5.630493164,1
5.402742168,-5.630493164,1
5.129243467,-5.630493164,1
5.019810814,-6.234741211,1
5.118301039,-5.806274414,1
5.107358424,-5.696411133,1
5.358990509,-5.696411133,1
5.07452946,-5.894165039,1
4.768046679,-6.838989258,1
4.757098283,-6.838989258,1
4.757098283,-6.849975586,1
4.768046679,-6.849975586,1
4.757098283,-6.773071289,1
4.702353701,-6.970825195,1
4.713302963,-6.970825195,1
4.691404267,-7.00378418,1
4.910359798,-6.168823242,1
5.019810814,-6.168823242,1
