user_loc,fr_loc,scaled_sci
NG,ME,1016
NG,GN,11970
NG,BF,14994
NG,CA,5082
NG,KW,2693
NG,CY,29720
NG,LA,1843
NG,DZ,1654
NG,EG,2361
NG,BE,1402
NG,AM,452
NG,KM,3117
NG,LC,8313
NG,EC,682
NG,AR,576
NG,CG,14459
NG,GP,1395
NG,CL,447
NG,GH,58973
NG,MM,371
NG,CD,11585
NG,NE,110013
NG,CV,4983
NG,LT,785
NG,CH,1837
NG,BY,1368
NG,MK,902
NG,DE,2688
NG,NC,256
NG,BN,1409
NG,CO,820
NG,DJ,2833
NG,GB,7467
NG,MV,2506
NG,HT,6825
NG,AZ,1579
NG,MD,519
NG,IS,1187
NG,KH,1519
NG,KR,616
NG,MZ,14538
NG,AG,9042
NG,IT,4281
NG,LR,78581
NG,JP,419
NG,GQ,59480
NG,KZ,756
NG,GM,34002
NG,BG,758
NG,IE,7598
NG,CF,14478
NG,JM,13394
NG,MT,11012
NG,CR,985
NG,AU,1544
NG,NG,2269559
NG,CI,19464
NG,KI,2222
NG,CZ,444
NG,GW,8330
NG,KY,5444
NG,LU,1723
NG,AO,7565
NG,AT,2173
NG,CW,2073
NG,DO,2913
NG,GY,8011
NG,BH,3072
NG,LV,844
NG,HN,1078
SV,FI,346
SV,GR,391
SV,NI,84406
SV,KE,611
SV,FJ,342
SV,SK,249
SV,GF,1354
SV,IN,237
SV,BO,11761
SV,HU,259
SV,BR,1845
SV,MN,219
SV,BD,522
SV,KI,428
SV,PH,1405
SV,PA,32928
SV,GU,638
SV,IM,150
SV,SI,271
SV,ES,10979
SV,BS,1575
SV,MO,371
SV,QA,1102
SV,RW,576
SV,MW,283
SV,GD,737
SV,BA,247
SV,BB,775
SV,MY,260
SV,FR,539
SV,BW,347
SV,MG,746
SV,GT,78996
SV,LK,645
SV,SR,1199
SV,CM,634
SV,ST,1391
SV,AW,4325
SV,DK,289
SV,OM,649
SV,MA,2504
SV,HK,230
SV,MQ,462
SV,GA,599
SV,RO,511
SV,AE,941
SV,LY,381
SV,BI,598
SV,BZ,121862
SV,GN,636
SV,BT,371
SV,GQ,3511
SV,JO,473
SV,KR,277
SV,LS,454
SV,IT,4587
SV,LR,1361
SV,PT,793
SV,KG,111
SV,MX,14745
SV,PY,20504
SV,KY,3943
SV,MR,580
SV,BJ,2851
SV,ET,319
SV,KW,639
SV,AM,145
SV,BF,672
SV,CA,4602
SV,KZ,139
SV,SL,1626
SV,AR,6312
SV,CR,50094
SV,SA,626
SV,DZ,1364
SV,PF,463
SV,PE,8864
SV,MM,153
SV,LA,227
SV,BN,332
SV,NP,240
SV,NC,314
SV,CG,779
SV,LT,234
SV,EC,12917
SV,GP,536
SV,CL,4579
SV,AL,536
SV,CH,1763
SV,BE,2821
SV,IS,1031
SV,ME,392
SV,HT,2600
SV,SV,8444602
SV,CD,619
SV,NE,657
SV,LB,727
SV,JM,1294
SV,MK,438
SV,GH,1100
SV,PG,425
SV,MV,652
SV,AU,1014
SV,GW,890
SV,BY,368
SV,CY,411
SV,MU,624
SV,NO,475
SV,KM,280
SV,LC,1409
SV,LU,1022
SV,EG,708
SV,CV,935
SV,MZ,1199
SV,DE,769
SV,SN,651
SV,RE,178
SV,JE,223
SV,HR,255
SV,AG,1319
SV,MD,191
SV,GB,653
SV,ML,1577
SV,CO,10952
SV,NG,661
SV,ID,376
SV,NL,561
SV,KH,325
SV,SC,689
SV,RS,352
SV,EE,274
SV,PK,837
SV,PL,180
SV,SB,377
SV,NA,352
SV,IE,1389
SV,DJ,419
SV,CF,580
SV,JP,234
SV,GM,1507
SV,AZ,249
SV,BG,614
SV,CI,830
SV,NZ,283
SV,CZ,248
SV,GE,253
SV,MT,549
SV,AO,1396
SV,PR,7005
SV,SG,255
SV,CW,2457
SV,AT,558
SV,DO,12655
SV,GY,2069
SV,BH,643
SV,LV,219
SV,SE,2056
SV,HN,146904
BN,BA,746
BN,BB,1531
BN,AE,38465
BN,BD,77290
BN,AL,589
BN,AR,361
BN,BN,82146729
BN,AM,250
BN,BJ,726
BN,BI,500
BN,AW,2189
BN,BG,547
BN,AU,13692
BN,BE,936
BN,BF,422
BN,AG,1289
BN,AZ,959
BN,AO,771
BN,AT,1069
BN,BH,54881
LT,JE,6139
LT,IN,267
LT,BO,241
LT,KE,577
LT,EE,53530
LT,BA,1796
LT,FJ,243
LT,GF,1101
LT,HU,3189
LT,FI,14880
LT,GR,5589
LT,BR,334
LT,LK,704
LT,GU,376
LT,IM,6569
LT,BB,629
LT,BT,445
LT,KZ,3264
LT,GQ,817
LT,AG,953
LT,LS,145
LT,AW,1262
LT,LB,2485
LT,BW,246
LT,AM,5224
LT,KR,624
LT,JO,721
LT,ES,6779
LT,KY,2702
LT,BI,488
LT,IT,4900
LT,LR,1039
LT,BN,578
LT,CM,1241
LT,CO,344
LT,GT,180
LT,KH,271
LT,DK,52592
LT,ET,280
LT,HT,247
LT,BF,290
LT,IS,170128
LT,CR,710
LT,HK,836
LT,GN,549
LT,AE,2523
LT,AR,557
LT,KW,638
LT,GD,1891
LT,BE,8181
LT,DE,17023
LT,CV,1194
LT,EG,793
LT,DZ,969
LT,BD,274
LT,CG,366
LT,CL,483
LT,LT,17477173
LT,KI,170
LT,GP,1633
LT,BY,59235
LT,LC,850
LT,LA,3466
LT,GA,353
LT,FR,2936
LT,BS,491
LT,HR,4517
LT,KG,2865
LT,BZ,453
LT,AL,2143
LT,ID,323
LT,CH,11306
LT,AU,2657
LT,EC,337
LT,GH,980
LT,DJ,396
LT,BJ,2517
LT,AZ,5059
LT,CA,1922
LT,BG,6400
LT,JP,692
LT,GM,2885
LT,CD,389
LT,GW,790
LT,GB,51789
LT,JM,701
LT,CF,344
LT,GE,11163
LT,KM,141
LT,CY,28177
LT,IE,112006
LT,CI,499
LT,CZ,4944
LT,AO,578
LT,CW,1086
LT,AT,7445
LT,DO,471
LT,GY,349
LT,BH,1116
LT,HN,217
GE,BO,355
GE,FJ,429
GE,FI,2030
GE,AG,1622
GE,BA,1419
GE,CM,970
GE,ES,7891
GE,GE,15495470
GE,BW,473
GE,BR,290
GE,BI,670
GE,BT,438
GE,BB,517
GE,AW,456
GE,BN,324
GE,DZ,1358
GE,DJ,529
GE,CO,359
GE,AR,469
GE,EG,1130
GE,GD,533
GE,BD,485
GE,DK,1907
GE,CV,402
GE,ET,443
GE,CL,346
GE,AE,3469
GE,BJ,1099
GE,AM,83415
GE,FR,6715
GE,EC,363
GE,EE,18494
GE,CD,644
GE,AL,2539
GE,AU,707
GE,GB,2363
GE,CH,5446
GE,BG,4472
GE,BY,26037
GE,CG,889
GE,BE,5407
GE,GA,534
GE,BZ,908
GE,CF,838
GE,CA,1699
GE,CY,51123
GE,BF,591
GE,CR,485
GE,DE,11591
GE,CI,825
GE,BS,994
GE,CZ,5485
GE,AZ,70932
GE,AO,627
GE,CW,549
GE,AT,9566
GE,DO,504
GE,BH,1846
GT,FI,204
GT,GR,350
GT,GD,881
GT,GN,562
GT,FJ,397
GT,CY,394
GT,BO,16888
GT,ES,4765
GT,GF,1161
GT,AG,1180
GT,AE,584
GT,BR,1777
GT,BB,568
GT,BS,1392
GT,CM,552
GT,BW,295
GT,DK,391
GT,BA,213
GT,GT,4667613
GT,AW,3307
GT,BT,321
GT,GA,524
GT,BJ,2428
GT,AM,110
GT,DZ,1223
GT,ET,258
GT,BF,555
GT,BE,563
GT,AL,442
GT,BI,452
GT,BN,294
GT,EG,530
GT,FR,400
GT,CG,680
GT,EC,13367
GT,CD,628
GT,CV,782
GT,CH,1343
GT,EE,298
GT,CO,10322
GT,CR,30629
GT,BY,317
GT,AR,5768
GT,BD,516
GT,GB,360
GT,CF,518
GT,GH,869
GT,GP,429
GT,BG,322
GT,CL,3523
GT,GM,1085
GT,GQ,2677
GT,AZ,223
GT,AU,362
GT,CA,3371
GT,DJ,383
GT,GE,217
GT,BZ,222664
GT,DE,590
GT,CI,745
GT,CZ,213
GT,AO,1395
GT,CW,1944
GT,AT,694
GT,DO,9860
GT,BH,483
CM,BO,650
CM,AG,5783
CM,BA,693
CM,BR,1408
CM,BT,541
CM,CM,14800305
CM,BB,2841
CM,BS,4217
CM,AW,1579
CM,AM,389
CM,BI,45460
CM,BW,29240
CM,AR,691
CM,BE,25948
CM,BZ,2007
CM,BG,623
CM,CL,766
CM,BY,3369
CM,AL,1034
CM,CH,11387
CM,AE,49506
CM,AU,623
CM,CD,127672
CM,CG,377207
CM,BJ,135121
CM,BN,673
CM,BD,1181
CM,CF,1608586
CM,BF,116151
CM,CA,9904
CM,AZ,1379
CM,CI,112379
CM,AO,21497
CM,AT,1698
CM,BH,24273
HN,FR,455
HN,AE,1362
HN,AM,140
HN,BA,354
HN,CL,4484
HN,GQ,5452
HN,CF,960
HN,AU,323
HN,FI,507
HN,GR,483
HN,CG,1615
HN,AW,4514
HN,DO,20832
HN,AO,2648
HN,AL,688
HN,DZ,2263
HN,BW,517
HN,GY,5129
HN,BH,1162
HN,CV,1434
HN,CR,52149
HN,HK,225
HN,EE,248
HN,BG,461
HN,CW,3112
HN,DK,424
HN,GN,1156
HN,GH,1796
HN,CZ,279
HN,BO,13771
HN,GD,5710
HN,BY,321
HN,BT,412
HN,BI,774
HN,AR,6897
HN,EG,1379
HN,EC,18657
HN,GF,2933
HN,ES,58947
ST,CI,30896
ST,CZ,1259
ST,AZ,1879
ST,CW,1987
ST,PR,1806
ST,DO,5601
ST,AT,1211
ST,SE,1018
ST,LV,444
ST,AO,1245384
US,MU,1413
US,GT,21651
US,SN,2899
US,FI,2512
US,GR,3727
US,BT,2809
US,HR,2303
US,LK,1234
US,IN,955
US,BO,1838
US,MA,1069
US,BZ,30920
US,CM,4141
US,PH,3550
US,NA,1992
US,EE,2123
US,FJ,6244
US,KG,704
US,CY,3966
US,MW,1563
US,MN,1953
US,ES,3739
US,NI,8860
US,GF,8212
US,BR,1697
US,PK,1084
US,KR,2926
US,UA,1360
US,OM,1548
US,RW,4399
US,MG,514
US,BB,26925
US,ST,1283
US,AW,14413
US,MM,695
US,BW,1579
US,RO,1813
US,AE,4065
US,BA,3765
US,SI,2428
US,PF,2912
US,SR,6405
US,HU,1751
US,LY,452
US,GU,86941
US,IM,4427
US,US,249673
US,IT,3064
US,LR,29572
US,BI,3572
US,DK,3523
US,LS,459
US,AM,3793
US,MX,11901
US,GA,2046
US,ME,6558
US,SL,13612
US,GQ,4014
US,PT,3430
US,KZ,539
US,TZ,1661
US,SA,1521
US,PE,2550
US,ET,4593
US,GM,13157
US,MR,1754
US,FR,2133
US,CO,3772
US,GE,2166
US,TN,1019
US,KE,3782
US,KW,2729
US,BJ,1440
US,AR,1662
US,HT,28613
US,HK,3832
US,MY,1014
US,JO,2791
US,LA,2933
US,EG,978
US,NP,2931
US,AG,63309
US,NC,925
US,BE,2662
US,JP,2731
US,SK,1254
US,KH,1617
US,DJ,3505
US,SV,29079
US,PY,2705
US,CL,2506
US,QA,3485
US,GP,5216
US,LC,36131
US,TO,30523
US,KM,340
US,TD,1667
US,GH,6333
US,MQ,3366
US,DZ,530
US,MK,4723
US,GN,5208
US,BY,1821
US,MO,3243
US,TL,419
US,TR,729
US,MD,2120
US,CG,2166
US,SZ,1330
US,CD,2252
US,NE,1764
US,TT,24773
US,AL,5156
US,LT,1768
US,GW,1488
US,LB,4158
US,CV,35678
US,GD,51881
US,NO,4290
US,NZ,7443
US,DE,3826
US,JE,4329
US,PL,1345
US,LU,4876
US,PG,1078
US,MV,1211
US,GB,6261
US,TG,4155
US,CF,2572
US,ID,497
US,AU,7443
US,RE,591
US,EC,6369
US,BN,1520
US,TW,1839
US,SC,2832
US,CH,5443
US,BF,2314
US,RS,2938
US,BD,975
US,KI,3365
US,MZ,716
US,BS,52768
US,IE,8029
US,CR,8514
US,ML,1736
US,NL,3694
US,PA,6168
US,MT,5030
US,KY,49968
US,NG,3979
US,TJ,1222
US,JM,65532
US,CA,12209
US,IS,8103
US,SB,815
US,AZ,737
US,BG,2424
US,CI,1613
US,CZ,1527
US,AO,1134
US,PR,92800
US,UG,4827
US,SG,5114
US,CW,9766
US,AT,3232
US,DO,34992
US,GY,40550
US,BH,4178
US,LV,1900
US,TH,806
US,SE,4051
US,HN,37678
SE,GH,2914
SE,CM,3355
SE,RS,36217
SE,JO,7537
SE,LK,2445
SE,LU,22891
SE,CW,2761
SE,IE,12773
SE,PE,1232
SE,OM,2395
SE,PG,287
SE,NC,1174
SE,RW,7229
SE,AL,17263
SE,BE,11071
SE,MX,507
SE,KG,1769
SE,HK,2911
SE,MY,879
SE,BD,1448
SE,FJ,957
SE,FI,79079
SE,GR,21669
SE,HU,10493
SE,BN,988
SE,LA,662
SE,GF,1297
SE,KE,6545
SE,GA,923
SE,MD,3498
SE,PF,1279
SE,MQ,1346
SE,CR,2118
SE,CH,28300
SE,CO,1199
SE,CF,5112
SE,AR,1135
SE,BY,4762
SE,JP,1659
SE,GB,12717
SE,CI,1169
SE,CD,2655
SE,NE,2000
SE,MA,1906
SE,IN,579
SE,BO,1780
SE,MR,1119
SE,NP,883
SE,FR,5239
SE,BW,1263
SE,BI,13824
SE,GN,3592
SE,HT,375
SE,MW,1069
SE,MZ,1082
SE,ID,311
SE,CA,7460
SE,MM,221
SE,NI,3225
SE,GY,822
SE,BH,3386
SE,MN,15827
SE,LY,2423
SE,EG,1998
SE,RE,881
SE,MG,332
SE,PR,730
SE,ES,7798
SE,BT,786
SE,GQ,2931
SE,KW,3340
SE,EC,909
SE,SB,402
SE,JM,2445
SE,CG,1700
SE,BJ,786
SE,GP,2011
SE,RO,14083
SE,AE,7515
SE,BF,674
SE,LS,186
SE,KR,1220
SE,GU,1346
SE,IM,9001
SE,AU,11404
SE,BZ,1126
SE,CV,10680
SE,DK,77422
SE,PY,590
SE,GT,438
SE,AW,4629
SE,IS,147672
SE,ME,38091
SE,KI,674
SE,CL,3842
SE,CZ,5205
SE,BA,57469
SE,PT,7679
SE,PH,1459
SE,AM,5974
SE,AT,19222
SE,ET,15496
SE,SA,3859
SE,LT,32131
SE,LC,2518
SE,KM,361
SE,BR,797
SE,MV,2117
SE,GD,4019
SE,BG,9099
SE,EE,30807
SE,KY,7092
SE,DZ,726
SE,QA,5804
SE,BB,5181
SE,AO,1277
SE,DO,1136
SE,MT,46636
SE,IT,6407
SE,LR,6151
SE,NG,1615
SE,NL,18173
SE,GM,64703
SE,GW,3249
SE,MO,2038
SE,NO,148729
SE,CY,16385
SE,MU,2145
SE,KZ,905
SE,DJ,36393
SE,KH,528
SE,BS,2084
SE,MK,50931
SE,AG,3928
SE,HR,21775
SE,NZ,8332
SE,JE,11717
SE,ML,913
SE,LB,28122
SE,GE,6145
SE,PA,1148
SE,DE,17977
SE,NA,2175
SE,LV,31392
SE,AZ,4018
SE,PK,1788
SE,SC,4744
SE,SE,4569656
SE,HN,654
SE,PL,14607
SC,IN,14360
SC,BO,450
SC,PH,9281
SC,FJ,28926
SC,FI,2945
SC,GR,6383
SC,MU,2874665
SC,AG,37678
SC,GF,41339
SC,BA,635
SC,PA,1605
SC,MW,9324
SC,MO,16957
SC,JE,17166
SC,CM,22685
SC,HR,3152
SC,LK,154926
SC,LS,11286
SC,MA,1563
SC,JO,3108
SC,ES,3235
SC,GE,1205
SC,GU,8941
SC,IM,14713
SC,MM,359
SC,BW,32377
SC,HK,4841
SC,HU,3633
SC,KG,1336
SC,PF,12269
SC,LY,1442
SC,MN,2314
SC,BR,878
SC,NO,4056
SC,GT,415
SC,NI,2156
SC,PK,2164
SC,PT,4813
SC,SA,17790
SC,JM,19276
SC,RW,8928
SC,BI,5949
SC,BT,13896
SC,BB,34526
SC,PE,423
SC,AW,4887
SC,GQ,23124
SC,BN,17803
SC,DZ,1066
SC,IT,13666
SC,LR,16835
SC,KH,890
SC,GN,26004
SC,DJ,22819
SC,MQ,74404
SC,MG,475054
SC,CO,1090
SC,ID,2113
SC,AR,767
SC,NP,89479
SC,LA,466
SC,EG,1892
SC,PY,808
SC,GD,60798
SC,IS,4838
SC,BD,25214
SC,DK,3489
SC,CV,8535
SC,ET,5427
SC,CL,1822
SC,QA,77533
SC,LT,1067
SC,RO,1753
SC,AE,66808
SC,BJ,16314
SC,AM,1085
SC,FR,11546
SC,MX,472
SC,HT,108840
SC,NG,9686
SC,MR,1850
SC,LC,44722
SC,EC,727
SC,GH,22622
SC,MK,3279
SC,EE,2941
SC,CD,6867
SC,NE,4081
SC,AL,1001
SC,AU,29132
SC,GB,24088
SC,MY,13388
SC,GP,66341
SC,GW,6700
SC,MV,221261
SC,PG,5769
SC,MD,690
SC,CH,29841
SC,BG,4211
SC,BY,2235
SC,KR,1807
SC,KW,29544
SC,CG,10710
SC,BE,10097
SC,KE,132172
SC,MZ,8802
SC,GA,7017
SC,PL,1372
SC,KI,57949
SC,BZ,7227
SC,CF,10239
SC,NA,18855
SC,OM,52571
SC,CA,10760
SC,KY,57299
SC,GM,30077
SC,RS,4338
SC,LU,9608
SC,IE,13711
SC,CY,26541
SC,ME,4689
SC,NL,5125
SC,KM,237120
SC,RE,197940
SC,NZ,16501
SC,SB,182697
SC,JP,2225
SC,ML,3792
SC,BF,3362
SC,CR,1194
SC,NC,44091
SC,DE,5816
SC,KZ,1007
SC,CI,10197
SC,LB,7536
SC,SC,1000000000
SC,BS,15692
SC,CZ,4313
SC,MT,27217
SC,AZ,2192
SC,AO,4202
SC,PR,1135
SC,CW,5007
SC,AT,8300
SC,DO,6895
SC,GY,18804
SC,BH,120085
SC,LV,4911
SC,HN,823
PL,BA,1709
PL,NA,519
PL,GT,178
PL,LK,364
PL,FJ,150
PL,NI,222
PL,FI,4107
PL,GR,4241
PL,IN,184
PL,BO,286
PL,PH,376
PL,CM,463
PL,JO,433
PL,KE,440
PL,BR,302
PL,KG,871
PL,MA,970
PL,OM,496
PL,LS,107
PL,PA,386
PL,GU,377
PL,IM,13057
PL,KR,478
PL,FR,3123
PL,AG,564
PL,CY,6681
PL,HU,3691
PL,GF,493
PL,HK,598
PL,LY,290
RW,AM,515
RW,PE,449
RW,GA,27049
RW,CA,11901
RW,BR,573
RW,FR,3789
RW,NA,15384
RW,HT,10086
RW,NP,1047
RW,MW,346559
RW,AW,676
RW,NZ,1640
RW,AL,623
RW,AR,403
RW,BG,468
RW,OM,16933
RW,PT,774
RW,CV,3547
RW,EG,1822
RW,FI,6374
RW,GR,707
RW,PF,558
RW,GN,29403
RW,RS,702
RW,BJ,44387
RW,NC,533
RW,MX,433
RW,CG,48356
RW,LT,576
RW,BZ,1226
RW,ME,780
RW,ET,10335
RW,GM,17127
RW,NL,3633
RW,MR,12437
RW,GH,44432
RW,BY,746
RW,GP,1296
RW,MA,3354
RW,MY,679
RW,LA,455
RW,BB,1595
RW,LY,3947
RW,MK,555
RW,CH,3373
RW,RE,13456
RW,MD,334
RW,EC,539
RW,LB,1533
RW,LC,2492
RW,GB,2069
RW,DJ,14410
RW,KZ,445
RW,KW,4657
RW,JE,1031
RW,MU,7292
RW,MZ,81840
RW,PA,676
RW,CF,389873
RW,KG,443
RW,GW,13260
RW,BD,2926
RW,LU,4962
RW,MV,2764
RW,PG,16933
RW,AU,3062
RW,CL,375
RW,CD,252808
RW,NE,28441
RW,BS,2284
RW,IT,1145
RW,LR,152278
RW,KH,716
RW,BN,739
RW,IS,1848
RW,BF,27253
RW,NO,4121
RW,KM,18374
RW,AG,2346
RW,KY,1946
RW,CO,700
RW,ML,25931
RW,IE,1193
RW,CR,841
RW,ID,665
RW,CI,26548
RW,JP,511
RW,BE,20375
RW,NG,13376
RW,GE,634
RW,CZ,451
RW,MT,1889
RW,DE,2006
RW,PK,2894
RW,JM,4979
RW,AZ,1492
RW,AO,15736
RW,PR,388
RW,CW,903
RW,AT,951
RW,DO,2685
RW,GY,3440
RW,BH,4736
RW,LV,460
RW,HN,852
KI,FJ,4945637
KI,IN,1159
KI,BO,357
KI,CM,1202
KI,BA,247
KI,BS,2149
KI,BR,719
KI,CY,560
KI,GF,1538
KI,ES,845
KI,EE,102
KI,FI,199
KI,GR,1034
KI,KI,850026177
KI,GU,50190
KI,IM,363
KI,JO,495
KI,KE,1969
KI,GT,394
KI,AE,2204
KI,GN,5113
KI,BB,33433
KI,DK,1267
KI,HK,5346
KI,AW,455
KI,FR,282
KI,GD,7224
KI,AG,2670
KI,DZ,843
KI,HR,217
KI,BT,1692
KI,JE,446
KI,KG,135
KI,HU,275
KI,AL,264
KI,CR,526
KI,BF,1516
KI,CA,667
KI,GA,1121
KI,BW,1888
KI,ET,1107
KI,ID,1606
KI,EG,814
KI,DE,799
KI,JM,2468
KI,BI,1551
KI,CG,3292
KI,HT,2220
KI,BY,324
KI,GP,568
KI,CD,1956
KI,AR,511
KI,GM,3868
KI,BJ,13715
KI,CO,509
KI,EC,855
KI,CH,1553
KI,CF,3780
KI,CL,706
KI,JP,7070
KI,CV,3244
KI,AM,178
KI,BD,2704
KI,IE,430
KI,KH,501
KI,BZ,15462
KI,DJ,823
KI,GH,4007
KI,AU,44743
KI,BE,626
KI,IS,498
KI,BG,247
KI,GB,1286
KI,IT,779
KI,BN,993
KI,GE,727
KI,GQ,1877
KI,AZ,229
KI,CZ,128
KI,GW,2180
KI,CI,1831
KI,AO,3784
KI,CW,14185
KI,AT,286
KI,DO,1197
KI,GY,19753
KI,BH,1396
KI,HN,656
BF,BA,527
BF,BB,1316
BF,AW,955
BF,AM,499
BF,AE,3648
BF,BF,25019381
BF,AL,777
BF,AR,575
BF,BE,6635
BF,BD,1127
BF,AU,292
BF,AZ,1306
BF,AG,2533
BF,AO,19385
BF,AT,1294
PY,IN,599
PY,BO,37030
PY,BR,21749
PY,PH,1438
PY,GF,2439
PY,AG,1302
PY,BT,364
PY,EE,392
PY,FJ,684
PY,LK,1365
PY,MW,454
PY,BS,973
PY,MA,8084
PY,HU,436
PY,OM,1370
PY,JE,496
PY,MM,182
PY,MU,1088
PY,MN,213
PY,PK,1875
PY,CM,1521
PY,GT,20583
PY,PF,429
PY,BN,563
PY,DZ,2789
PY,NC,981
PY,BB,816
PY,LY,720
PY,CA,1340
PY,AM,192
PY,AW,5280
PY,CO,14526
PY,NI,25279
PY,MG,1451
PY,FI,390
PY,GR,929
PY,LS,450
PY,ET,495
PY,ES,70553
PY,BW,545
PY,MX,12134
PY,BI,828
PY,IT,2716
PY,LR,2492
PY,ID,531
PY,IS,1924
PY,JO,1208
PY,GU,391
PY,IM,264
PY,NP,378
PY,PT,2740
PY,HK,334
PY,GQ,22267
PY,GD,1012
PY,DE,1965
PY,GA,1734
PY,EG,1933
PY,BA,530
PY,GE,473
PY,AE,2014
PY,FR,1405
PY,MR,1336
PY,PE,22219
PY,CL,19074
PY,NL,734
PY,CV,2591
PY,LA,222
PY,GN,1420
PY,AR,225968
PY,KW,1546
PY,HT,4458
PY,BD,911
PY,PY,24595146
PY,KG,177
PY,CG,1778
ST,GY,8638
ST,BH,1792
ST,HN,2694
ST,SG,360
KM,BA,365
KM,IN,376
KM,BO,291
KM,AG,13400
KM,BT,336
KM,JO,1407
KM,ES,299
KM,BR,478
KM,GU,260
KM,IM,97
KM,HU,163
KM,IT,310
KM,GT,283
KM,FJ,31179
KM,BB,1584
KM,DZ,2128
KM,AM,163
KM,AW,792
KM,GF,19450
KM,ID,494
KM,BW,11461
KM,CA,1543
KM,BI,35273
KM,CO,395
KM,CM,19112
KM,KI,3964
KM,DK,631
KM,DJ,29051
KM,IS,167
KM,GN,73331
KM,AR,225
KM,AE,11146
KM,FI,109
KM,GR,1592
KM,GA,27393
KM,FR,149662
KM,HK,181
KM,BS,3866
KM,BN,356
KM,GD,4229
KM,CV,4121
KM,JP,145
KM,BG,244
KM,EG,3337
KM,CL,212
KM,BZ,9042
KM,HT,9800
KM,KM,125360309
KM,CY,1333
KM,ET,2097
KM,CG,31182
KM,BJ,46338
KM,BF,22197
KM,GH,6319
KM,GP,11087
KM,KE,34312
KM,CH,1565
KM,GB,407
KM,AU,271
KM,GW,6561
KM,CD,17322
KM,KH,296
KM,JE,277
KM,AL,469
KM,BY,320
KM,JM,4585
KM,GM,5232
KM,HR,153
KM,CR,336
KM,DE,391
KM,GQ,13854
KM,EE,90
KM,IE,162
KM,AZ,368
KM,EC,343
KM,BE,1742
KM,GE,244
KM,KG,229
KM,BD,894
KM,CF,32576
KM,CI,28622
KM,CZ,153
KM,AO,7645
KM,CW,1172
KM,AT,170
KM,DO,1417
KM,GY,5183
KM,BH,1679
KM,HN,622
JM,FJ,7684
JM,FI,1349
JM,GR,969
JM,CY,2882
JM,GF,232552
JM,EE,1086
JM,BR,1720
JM,HU,612
JM,BS,1056024
JM,GT,1158
JM,CM,8484
JM,BT,572
JM,AG,3122767
JM,JE,9669
JM,BA,890
JM,GN,7982
JM,GD,1736959
JM,IN,875
JM,BO,926
JM,GU,9704
JM,IM,3143
JM,BB,1062561
JM,HK,1053
JM,DK,1298
JM,FR,2411
JM,AM,298
JM,DZ,1515
JM,BJ,7381
JM,BI,4110
JM,GA,11457
JM,AW,128340
JM,BW,16430
JM,IT,1847
JM,AL,1235
JM,CR,6786
JM,HT,111837
JM,AR,1017
JM,BN,1149
JM,BE,2683
JM,CV,6108
JM,BF,5060
JM,CL,2257
JM,ET,2302
JM,BD,1095
JM,GP,43955
JM,GH,24429
JM,CH,5245
JM,ES,1726
JM,AE,4329
JM,CD,9590
JM,ID,903
JM,BY,722
JM,EC,1421
JM,JM,40158754
JM,DE,2845
JM,GB,34087
JM,GW,6627
JM,CF,7028
JM,CG,13763
JM,EG,1165
JM,HR,1097
JM,BZ,252928
JM,GQ,10647
JM,AU,2073
JM,IS,2590
JM,CA,78714
JM,CO,1905
JM,DJ,3472
JM,IE,3759
JM,BG,1249
JM,CI,7931
JM,GM,30178
JM,CZ,614
JM,GE,516
JM,AZ,559
JM,AO,9998
JM,CW,382243
JM,AT,2345
JM,DO,24145
JM,GY,890143
JM,BH,3250
JM,HN,3983
GM,FJ,2897
GM,BA,2615
GM,BS,10392
GM,GF,16637
GM,BR,4056
GM,CY,45670
GM,ES,29109
GM,BO,1164
GM,FI,38974
GM,CM,25145
GM,EE,7130
GM,DK,17678
GM,BB,12469
GM,FR,12805
GM,BW,40189
GM,AE,19336
GM,BD,2234
GM,BT,1194
GM,BZ,5960
GM,GD,16045
GM,DZ,4645
GM,ET,4979
GM,AL,2234
GM,CO,2080
GM,CA,7097
GM,AR,2662
GM,BN,2217
GM,EG,2794
GM,AM,1334
GM,BJ,43980
GM,CG,73579
GM,BI,15297
GM,CL,1176
GM,CH,25175
GM,BY,5175
GM,CD,16041
GM,AW,5841
GM,GA,77483
GM,BG,1963
GM,EC,1686
GM,GH,45259
GM,GB,36916
GM,AU,3288
GM,CF,35123
GM,CV,83567
GM,BE,18167
GM,BF,31196
GM,GM,52490030
GM,CR,3268
GM,AG,13416
GM,AZ,3176
GM,DE,36854
GM,GE,2728
GM,DJ,7992
GM,CI,82948
GM,CZ,1821
GM,AO,40537
GM,CW,10538
GM,AT,18428
GM,DO,4949
GM,BH,14631
PT,IN,801
PT,BO,1074
PT,KR,846
PT,KE,1005
PT,MO,49833
PT,GF,11373
PT,BR,33146
PT,BA,1805
PT,LK,594
PT,FJ,963
PT,MW,1245
PT,NO,10939
PT,CM,1746
PT,GT,669
PT,AG,1816
PT,KI,372
PT,JO,660
PT,PH,587
PT,ES,29713
PT,LS,303
PT,KZ,621
PT,EE,6869
PT,HU,3768
PT,BW,1954
PT,LY,462
PT,PF,2716
PT,GQ,12038
PT,AE,6420
PT,AM,1161
PT,AW,6779
PT,DZ,773
PT,KG,321
PT,MM,73
PT,PE,1556
PT,BT,793
PT,MX,1059
PT,MG,1052
PT,MN,354
PT,BB,1642
PT,NC,3563
