user_loc,fr_loc,scaled_sci
CD,SA,2094
NE,SA,10812
DE,SA,2823
GB,SA,3418
EC,SA,677
BS,SA,1438
GH,SA,10199
GW,SA,3208
MV,SA,104554
KZ,SA,769
RS,SA,1045
KG,SA,999
KW,SA,150594
JP,SA,1427
BJ,SA,3124
CV,SA,729
GD,SA,1250
KI,SA,2710
KY,SA,10205
ML,SA,5593
LU,SA,1787
PG,SA,2215
AU,SA,2961
KE,SA,25513
BE,SA,1597
KH,SA,1379
KR,SA,1470
CY,SA,13441
IE,SA,3373
BF,SA,3904
CF,SA,8215
MZ,SA,2514
CR,SA,748
JM,SA,1704
GM,SA,5146
NC,SA,272
IS,SA,1353
LB,SA,47609
MT,SA,13153
AZ,SA,1438
BG,SA,574
CI,SA,3494
CZ,SA,482
AO,SA,2004
PR,SA,375
CW,SA,1000
AT,SA,1936
DO,SA,1502
GY,SA,2261
BH,SA,209596
LV,SA,492
HN,SA,1134
FI,FR,3692
BO,FR,792
EE,FR,3585
BZ,FR,794
CM,FR,24112
FJ,FR,1895
BT,FR,887
ES,FR,10218
BW,FR,717
AE,FR,4536
BB,FR,2050
BR,FR,1360
AM,FR,7456
BA,FR,5367
BI,FR,5253
CY,FR,5757
DZ,FR,12763
CR,FR,1543
CO,FR,1483
CA,FR,9097
DK,FR,4582
AR,FR,1534
AW,FR,2971
EG,FR,1306
BG,FR,7453
CG,FR,65925
AL,FR,10823
CL,FR,1773
BJ,FR,15144
AG,FR,4074
EC,FR,993
CV,FR,129114
ET,FR,1541
BY,FR,2560
CD,FR,14803
AU,FR,4578
CH,FR,46136
BD,FR,1800
BS,FR,2160
AZ,FR,1209
DJ,FR,19613
BN,FR,898
BF,FR,12832
CF,FR,100936
DE,FR,8227
BE,FR,46481
CI,FR,35137
CZ,FR,3151
AO,FR,7074
CW,FR,2873
AT,FR,7522
BH,FR,2671
DO,FR,2166
BA,MA,4258
LK,MA,833
KE,MA,3895
BD,MA,1844
GF,MA,3151
FI,MA,1096
GR,MA,1327
EE,MA,672
BR,MA,2172
KI,MA,1684
IN,MA,418
BO,MA,3858
BT,MA,757
JE,MA,660
LS,MA,2001
AG,MA,1527
GU,MA,634
IM,MA,850
HU,MA,1431
HK,MA,584
ES,MA,22468
CM,MA,9383
JO,MA,11642
GT,MA,2345
FR,MA,14932
FJ,MA,698
LY,MA,10440
GN,MA,42692
DK,MA,1409
BI,MA,2913
AM,MA,668
AW,MA,1634
GA,MA,26335
GD,MA,1371
BB,MA,544
BW,MA,1840
AE,MA,13746
KW,MA,6197
HT,MA,3060
ET,MA,2238
LA,MA,553
DZ,MA,34958
AR,MA,2552
AL,MA,1838
EG,MA,9830
BG,MA,1077
CL,MA,1220
LC,MA,1630
KZ,MA,1094
LT,MA,1421
GH,MA,3890
BY,MA,3254
CH,MA,3887
GP,MA,2060
EC,MA,3741
CG,MA,19803
JP,MA,294
CV,MA,4445
GB,MA,1420
DJ,MA,17627
AU,MA,571
BJ,MA,6358
CA,MA,2823
BN,MA,1234
IE,MA,1056
KR,MA,747
KG,MA,945
CY,MA,2357
BZ,MA,2276
CD,MA,3944
HR,MA,762
KY,MA,1132
LB,MA,9715
IT,MA,8693
LR,MA,8824
CF,MA,36762
AZ,MA,1068
ID,MA,1642
BE,MA,14991
BF,MA,10039
CO,MA,3735
DE,MA,3138
IS,MA,1330
GE,MA,1543
BS,MA,992
GW,MA,21079
KH,MA,851
GM,MA,9790
CR,MA,2634
GQ,MA,17698
KM,MA,17767
JM,MA,1959
CI,MA,17996
CZ,MA,1042
LU,MA,6098
AO,MA,3019
CW,MA,1326
AT,MA,1511
DO,MA,3708
GY,MA,2554
BH,MA,7920
LV,MA,1467
HN,MA,5300
BR,DZ,1319
BO,DZ,1883
BT,DZ,533
BA,DZ,1637
CM,DZ,5311
AE,DZ,3822
BW,DZ,1640
BD,DZ,1361
AW,DZ,921
BB,DZ,381
DK,DZ,415
BZ,DZ,1252
BI,DZ,2834
AM,DZ,714
DJ,DZ,6391
BN,DZ,849
AR,DZ,1301
AL,DZ,1186
CV,DZ,1172
CG,DZ,5534
CH,DZ,1860
BG,DZ,822
BE,DZ,3008
BS,DZ,727
BY,DZ,3031
AU,DZ,301
CL,DZ,704
BJ,DZ,7017
AZ,DZ,864
CF,DZ,4344
CY,DZ,1099
CD,DZ,2134
AG,DZ,822
CA,DZ,1781
BF,DZ,6430
CO,DZ,1615
DE,DZ,1278
CR,DZ,1363
CI,DZ,6980
CZ,DZ,1020
AO,DZ,2279
CW,DZ,585
AT,DZ,899
DO,DZ,2208
BH,DZ,2723
BR,GQ,2528
GF,GQ,14323
BO,GQ,4320
CM,GQ,1124849
EE,GQ,1587
BB,GQ,3498
ES,GQ,114438
FJ,GQ,959
BW,GQ,17629
FI,GQ,1860
AW,GQ,5523
BI,GQ,20541
AM,GQ,766
BA,GQ,1448
BZ,GQ,4174
AE,GQ,18060
DZ,GQ,7451
CA,GQ,3603
BN,GQ,1408
DJ,GQ,10975
BT,GQ,438
GA,GQ,1318392
AR,GQ,3478
DK,GQ,1485
CV,GQ,59946
BE,GQ,10416
GD,GQ,9224
ET,GQ,17118
BJ,GQ,336926
FR,GQ,15553
CL,GQ,2358
GN,GQ,345355
BD,GQ,1893
EC,GQ,3726
BF,GQ,561854
BY,GQ,1785
GP,GQ,5412
GH,GQ,97066
AL,GQ,1300
CG,GQ,306395
EG,GQ,3520
GB,GQ,5280
AU,GQ,750
DE,GQ,4205
CD,GQ,47290
GE,GQ,654
AG,GQ,13135
BS,GQ,6056
CH,GQ,8206
GM,GQ,100903
CO,GQ,5447
CY,GQ,21016
CF,GQ,687478
CR,GQ,3876
CI,GQ,314595
BG,GQ,649
CZ,GQ,365
AZ,GQ,1771
AO,GQ,45051
CW,GQ,17114
AT,GQ,2074
DO,GQ,25731
BH,GQ,8888
PH,TG,1924
KR,TG,659
IN,TG,1200
BO,GB,790
BO,TG,1077
EE,GB,11404
EE,TG,712
MO,TG,1739
NI,TG,1949
KE,TG,77351
MW,TG,20119
GT,TG,915
HU,TG,617
NO,TG,742
LK,TG,1332
FJ,GB,15223
FJ,TG,1668
SC,TG,15172
BB,GB,37186
BB,TG,3403
JO,TG,1727
BA,GB,2548
BA,TG,975
NA,TG,46944
BR,GB,1718
BR,TG,2058
AG,GB,46183
AG,TG,7115
MM,TG,404
PF,TG,4598
HR,TG,622
BW,GB,6522
BW,TG,52721
GU,TG,1078
IM,TG,365
AM,GB,1111
AM,TG,631
GF,TG,24339
GQ,TG,267136
AW,GB,5303
AW,TG,1839
SR,TG,11671
RS,TG,1068
KG,TG,920
MX,TG,905
DZ,GB,866
DZ,TG,4219
MG,TG,43122
RO,TG,1725
AE,GB,14985
AE,TG,14444
KZ,TG,869
NC,TG,4096
LS,TG,38153
LY,TG,8049
BN,GB,8430
BN,TG,772
ST,TG,26283
PT,TG,2296
KH,TG,1099
KI,TG,5595
CO,GB,975
CO,TG,1385
RW,TG,26854
CR,GB,1358
CR,TG,1435
ES,GB,13252
ES,TG,1737
CM,GB,3120
CM,TG,193720
SI,TG,712
PE,TG,905
MA,TG,6507
BT,GB,985
BT,TG,804
ME,TG,2513
DK,GB,12286
DK,TG,1100
FI,GB,8041
FI,TG,1259
GR,TG,3410
LA,TG,716
GN,TG,152652
PY,TG,2369
HT,TG,29645
ET,GB,4510
ET,TG,4075
GA,GB,1375
GA,TG,662171
MN,TG,692
NP,TG,1164
HK,TG,1309
MQ,TG,11255
SK,TG,546
EG,GB,1301
EG,TG,2447
CV,GB,15285
CV,TG,13928
BE,GB,10382
BE,TG,17838
KW,TG,11550
SL,TG,73101
SA,TG,4591
CL,GB,1070
CL,TG,964
KM,TG,21191
BI,GB,2122
BI,TG,43723
TD,TG,302146
AR,GB,1018
AR,TG,971
BJ,GB,992
BJ,TG,1555291
QA,TG,4819
GP,TG,11074
SN,TG,89972
LT,TG,742
GH,TG,360725
MK,TG,1161
EC,GB,1169
EC,TG,1325
OM,TG,4136
PA,TG,1702
AL,GB,26514
AL,TG,1250
BY,GB,2496
BY,TG,3119
LC,TG,5850
GD,TG,6985
BG,GB,43414
BG,TG,871
JE,TG,395
MR,TG,53438
FR,GB,7428
FR,TG,23699
NZ,TG,446
SV,TG,1105
SZ,TG,36857
BS,GB,9292
BS,TG,5065
MU,TG,6825
GB,TG,1606
MY,TG,1034
MD,TG,1006
AU,GB,33329
AU,TG,718
MV,TG,1875
PG,TG,10481
LU,TG,17855
RE,TG,7116
NG,TG,68969
CH,GB,17421
CH,TG,10842
ID,TG,1013
CG,GB,2361
CG,TG,302182
DK,DO,639
CR,DO,20022
BR,DO,5744
CO,DO,20277
BE,DO,3310
BZ,DO,18298
BN,DO,491
CL,DO,30457
BS,DO,62228
BG,DO,894
BD,DO,882
DJ,DO,1670
BH,DO,1499
BA,LC,1956
GT,LC,948
LB,LC,1329
CM,LC,4917
FI,LC,857
GR,LC,1624
KR,LC,1063
BD,LC,592
FJ,LC,7920
GF,LC,447591
ES,LC,1851
BZ,LC,465746
BR,LC,917
HU,LC,853
GU,LC,4002
IM,LC,10177
HR,LC,2395
BT,LC,3097
BW,LC,10833
AE,LC,3585
GE,LC,486
BB,LC,4710455
JO,LC,765
AW,LC,114714
GN,LC,3256
HK,LC,944
ID,LC,710
DK,LC,1311
IN,LC,785
BO,LC,564
AM,LC,280
IT,LC,1635
GQ,LC,10268
FR,LC,8790
GD,LC,6285234
KH,LC,252
KW,LC,2449
HT,LC,65438
BJ,LC,6491
AR,LC,662
CV,LC,4270
CR,LC,3116
JP,LC,550
EE,LC,1225
BS,LC,604672
GA,LC,5526
AG,LC,7107462
KE,LC,7533
BI,LC,1823
CL,LC,2057
CO,CZ,395
AM,CZ,4320
AL,CZ,3515
AR,CZ,597
BG,CZ,25247
CV,CZ,2403
CG,CZ,512
CL,CZ,578
BF,CZ,251
CH,CZ,16164
BY,CZ,9467
CD,CZ,261
AU,CZ,3133
BE,CZ,5999
CY,CZ,10366
AZ,CZ,2892
CR,CZ,1048
BN,CZ,566
CF,CZ,350
CI,CZ,404
AO,CZ,417
CW,CZ,1016
AT,CZ,23679
BH,CZ,983
IN,RE,207
BO,RE,242
BA,RE,398
NI,RE,347
JE,RE,3428
NO,RE,949
MO,RE,622
GT,RE,175
MN,RE,205
MW,RE,927
GF,RE,180120
CM,RE,5180
FI,RE,620
GR,RE,1084
BR,RE,433
FJ,RE,10391
MU,RE,709061
AG,RE,3223
BW,RE,2872
ES,RE,2626
LS,RE,1244
GE,RE,290
ID,RE,211
LK,RE,2278
PH,RE,296
MA,RE,2088
MM,RE,72
MG,RE,437195
NA,RE,1626
AW,RE,2718
OM,RE,1045
AE,RE,1828
AM,RE,191
GU,RE,356
IM,RE,976
JO,RE,267
KG,RE,169
PE,RE,281
HK,RE,841
BB,RE,1323
ME,RE,669
PT,RE,3206
HU,RE,786
EE,RE,922
CO,RE,353
FR,RE,193205
NC,RE,142107
ET,RE,459
KI,RE,2404
DK,RE,879
CA,RE,5213
BT,RE,744
KR,RE,301
PY,RE,297
LA,RE,341
HT,RE,3781
CR,RE,662
MX,RE,258
AR,RE,399
MQ,RE,210207
GN,RE,6323
NP,RE,182
BF,RE,4177
EG,RE,315
IS,RE,1406
GD,RE,2608
DZ,RE,1351
KE,RE,3130
NL,RE,1621
BI,RE,28874
CL,RE,473
ML,RE,3885
PF,RE,129389
LY,RE,251
LT,RE,528
CG,RE,9537
CY,RE,1093
BJ,RE,16044
QA,RE,1475
GH,RE,1367
AL,RE,341
MK,RE,463
DE,RE,1670
EC,RE,337
KW,RE,1818
LB,RE,1253
CV,RE,1583
MR,RE,1656
BY,RE,591
CH,RE,11793
GA,RE,9607
GB,RE,1749
BN,RE,433
AU,RE,2774
MV,RE,1628
IE,RE,2060
BS,RE,1932
PG,RE,986
CD,RE,6905
NE,RE,4607
PL,RE,463
MD,RE,213
KZ,RE,141
PA,RE,440
HR,RE,762
KY,RE,1607
NG,RE,643
MY,RE,366
BZ,RE,4090
LC,RE,6551
BE,RE,20774
GP,RE,234967
BD,RE,207
NZ,RE,1991
KM,RE,3862291
JP,RE,477
IT,RE,1951
LR,RE,2028
MZ,RE,2812
PK,RE,333
CF,RE,7188
BG,RE,697
DJ,RE,9893
GM,RE,1495
KH,RE,358
AZ,RE,201
GQ,RE,2290
JM,RE,2708
GW,RE,1406
MT,RE,3671
CI,RE,7520
CZ,RE,772
LU,RE,18781
AO,RE,1796
PR,RE,513
CW,RE,2326
AT,RE,1437
DO,RE,895
GY,RE,3828
BH,RE,610
LV,RE,751
HN,RE,220
BR,HT,15596
BO,HT,2348
PT,ZA,1764
JE,ZA,11249
NP,ZA,428
PE,ZA,294
BS,ZA,3571
UZ,ZA,235
GB,ZA,4663
TG,ZA,21153
GH,ZA,17320
MY,ZA,536
LC,ZA,3554
TT,ZA,3193
AU,ZA,4847
MV,ZA,2664
PG,ZA,2819
LB,ZA,4846
KY,ZA,19272
CH,ZA,2044
MT,ZA,3774
GW,ZA,10494
ID,ZA,327
MK,ZA,522
RS,ZA,566
BN,ZA,1062
PL,ZA,264
EC,ZA,351
MZ,ZA,135869
KH,ZA,243
CD,ZA,32434
NE,ZA,9846
CO,ZA,447
TO,ZA,1082
MD,ZA,151
SN,ZA,10730
SZ,ZA,657577
UY,ZA,359
TL,ZA,385
CF,ZA,8928
BE,ZA,1378
BF,ZA,9474
NC,ZA,316
IS,ZA,839
DE,ZA,1143
IE,ZA,5003
BD,ZA,2548
TJ,ZA,447
NA,ZA,83609
ML,ZA,11793
SB,ZA,1743
AZ,ZA,377
DJ,ZA,6646
PK,ZA,2328
SC,ZA,16478
CI,ZA,11018
CZ,ZA,348
LU,ZA,2017
WS,ZA,844
AO,ZA,27649
PR,ZA,344
UG,ZA,24379
SG,ZA,983
XK,ZA,376
CW,ZA,1125
AT,ZA,1033
DO,ZA,1989
GY,ZA,5613
BH,ZA,4360
VN,ZA,141
LV,ZA,315
TH,ZA,201
SE,ZA,1264
HN,ZA,509
BO,CH,5004
BR,CH,4478
BA,CH,106169
AG,CH,9114
BT,CH,5381
BB,CH,7053
BW,CH,1643
BI,CH,4727
BN,CH,1888
CA,CH,13018
AM,CH,4657
BF,CH,4801
AR,CH,3704
BG,CH,19863
AE,CH,7485
CG,CH,6337
AL,CH,40652
AW,CH,10369
BZ,CH,2561
BY,CH,5580
AU,CH,12367
CD,CH,6327
BJ,CH,4001
AZ,CH,3252
BS,CH,7622
CF,CH,8387
BE,CH,33038
BD,CH,640
AO,CH,5062
AT,CH,115636
BH,CH,3678
AG,MM,109
BA,MM,68
GF,MM,131
LK,MM,860
FI,MM,297
GR,MM,98
FJ,MM,289
HU,MM,95
KR,MM,4111
GT,MM,137
BT,MM,1919
ES,MM,91
IN,MM,496
BO,MM,212
BB,MM,120
MA,MM,307
CM,MM,228
LS,MM,173
LB,MM,195
JO,MM,683
ID,MM,742
MG,MM,367
KG,MM,113
BW,MM,181
BR,MM,89
EE,MM,63
LY,MM,192
BS,MM,150
AW,MM,122
AM,MM,60
BZ,MM,220
ME,MM,123
BN,MM,2592
GU,MM,396
IM,MM,202
CA,MM,292
CR,MM,135
DK,MM,531
GQ,MM,180
FR,MM,96
GN,MM,225
DZ,MM,261
LA,MM,13504
AE,MM,1253
HT,MM,180
BG,MM,91
JP,MM,3540
CV,MM,95
AR,MM,104
KM,MM,105
CY,MM,250
EG,MM,242
GD,MM,316
BJ,MM,320
KW,MM,578
GA,MM,189
BI,MM,259
LT,MM,84
KE,MM,404
ET,MM,519
CH,MM,284
GP,MM,48
HK,MM,1488
LC,MM,180
JE,MM,76
MD,MM,60
AL,MM,147
GB,MM,331
BY,MM,138
CG,MM,191
CD,MM,189
GH,MM,468
MK,MM,143
KI,MM,400
CL,MM,82
EC,MM,161
HR,MM,100
IE,MM,163
CO,MM,147
KH,MM,6951
AU,MM,2087
KZ,MM,96
GM,MM,312
DJ,MM,273
ML,MM,278
CF,MM,163
IT,MM,109
LR,MM,472
KY,MM,265
BF,MM,268
JM,MM,421
IS,MM,83
BE,MM,109
GW,MM,198
AZ,MM,130
DE,MM,184
GE,MM,143
BD,MM,1409
CI,MM,228
CZ,MM,93
LU,MM,113
AO,MM,245
CW,MM,66
AT,MM,121
DO,MM,151
GY,MM,196
BH,MM,883
LV,MM,76
HN,MM,175
BA,RW,640
MO,RW,255
FJ,RW,1534
GT,RW,454
CM,RW,29092
KI,RW,2768
GF,RW,4888
ES,RW,603
LS,RW,18173
PL,RW,1560
KR,RW,1217
LK,RW,2287
HR,RW,397
CY,RW,13882
GU,RW,368
IM,RW,657
MN,RW,418
KE,RW,135204
EE,RW,416
IN,RW,1354
BO,RW,488
NI,RW,1020
BW,RW,28738
BT,RW,1427
HU,RW,336
JO,RW,2438
MM,RW,459
MG,RW,15585
DK,RW,2841
RO,RW,812
AE,RW,13180
QA,RW,11273
PH,RW,1596
GQ,RW,13182
MQ,RW,1971
GD,RW,3591
DZ,RW,1976
BI,RW,3042307
PY,RW,816
HK,RW,553
AM,RW,515
PE,RW,449
GA,RW,27049
GB,ZM,3676
GB,MX,562
TG,ZM,40171
MD,ZM,309
MD,MX,220
MR,ZM,17862
MR,MX,499
GW,ZM,23695
GW,MX,712
MV,ZM,3102
MV,MX,588
LB,ZM,5681
LB,MX,675
AU,ZM,2762
AU,MX,587
PG,ZM,13483
GE,ZM,552
GE,MX,313
CD,ZM,118862
CD,MX,504
NE,ZM,20998
SZ,ZM,112572
LC,ZM,6594
LC,MX,820
MY,ZM,828
GM,ZM,21965
GM,MX,1264
KH,ZM,800
KH,MX,231
LU,ZM,1202
LU,MX,1043
HR,ZM,479
HR,MX,439
MQ,ZM,1941
MQ,MX,523
RS,ZM,891
MU,ZM,6351
MU,MX,485
YT,ZM,11816
MZ,ZM,79009
TO,ZM,8140
MO,ZM,329
MO,MX,257
TR,ZM,1286
RE,ZM,2540
TL,ZM,1142
ML,ZM,29006
ML,MX,573
NL,ZM,1373
CF,ZM,101827
CF,MX,406
NC,ZM,349
BS,ZM,6492
BS,MX,1383
CO,ZM,814
CO,MX,9419
DJ,ZM,9340
DJ,MX,380
BG,ZM,498
BG,MX,464
BZ,ZM,2436
BZ,MX,15222
IS,ZM,1006
IS,MX,779
EE,ZM,518
EE,MX,382
KZ,ZM,342
KZ,MX,154
IE,ZM,2119
IE,MX,1212
KM,ZM,16405
KM,MX,237
CY,ZM,10549
CY,MX,565
TJ,ZM,1281
KY,ZM,4635
KY,MX,3007
PK,ZM,3004
SB,ZM,5029
PL,ZM,354
MT,ZM,2737
MT,MX,907
AZ,ZM,1135
AZ,MX,253
CI,ZM,30265
CI,MX,654
CZ,ZM,464
CZ,MX,416
WS,ZM,2428
AO,ZM,36583
AO,MX,1368
PR,ZM,481
SG,ZM,648
UG,ZM,180631
XK,ZM,801
CW,ZM,1994
CW,MX,1970
AT,ZM,794
AT,MX,810
DO,ZM,7922
DO,MX,7859
GY,ZM,9084
GY,MX,1393
BH,ZM,3118
BH,MX,504
VN,ZM,162
LV,ZM,454
LV,MX,348
TH,ZM,194
HN,ZM,1023
HN,MX,20724
SE,ZM,2064
FJ,ST,1535
LK,ST,791
NI,ST,3010
IN,ST,425
BO,ST,1790
SN,ST,65650
BA,ST,294
GF,ST,15140
BR,ST,27276
CY,ST,976
BS,ST,4495
MA,ST,13552
SK,ST,401
PH,ST,1635
ES,ST,4906
GT,ST,1248
JO,ST,593
QA,ST,1617
CM,ST,30956
PL,ST,391
RW,ST,54467
MU,ST,1527
KR,ST,304
GD,ST,10435
MW,ST,21533
BT,ST,474
FI,ST,708
GR,ST,499
MG,ST,61524
MY,ST,288
FR,ST,17533
GN,ST,41337
AG,ST,13718
RO,ST,2963
AE,ST,1735
SR,ST,6744
NO,ST,1654
AW,ST,1174
LY,ST,1556
MM,ST,144
DK,ST,675
MQ,ST,3909
KY,ST,1702
PF,ST,463
GA,ST,534557
SA,ST,1424
BI,ST,105096
PE,ST,1219
PT,ST,2070324
KZ,ST,578
GU,ST,629
IM,ST,1618
BJ,ST,75590
LS,ST,17900
GQ,ST,699076
SI,ST,410
EE,ST,966
DZ,ST,1225
IT,ST,2063
LR,ST,77729
HU,ST,388
MX,ST,991
MN,ST,323
PY,ST,4620
AM,ST,206
SL,ST,82727
DJ,ST,4650
NL,ST,5049
KI,ST,3865
NP,ST,327
NC,ST,670
MO,ST,64814
BW,ST,915977
BB,ST,3088
HK,ST,281
EG,ST,876
BN,ST,366
DE,ST,1820
CV,ST,12363561
LC,ST,9456
GP,ST,2815
EC,ST,1913
JP,ST,244
LA,ST,368
HT,ST,14403
LT,ST,901
GH,ST,25561
CH,ST,16137
CA,ST,727
AL,ST,684
ET,ST,3263
CG,ST,45027
KW,ST,1041
NZ,ST,291
MR,ST,16371
KE,ST,57091
MD,ST,782
PG,ST,50784
GB,ST,43234
AU,ST,543
AR,ST,1125
LU,ST,230047
RE,ST,1511
HR,ST,294
JE,ST,15192
BY,ST,686
CD,ST,49843
NE,ST,11931
CL,ST,891
MK,ST,1311
ME,ST,567
MZ,ST,845433
BD,ST,917
SC,ST,6122
JM,ST,8833
KG,ST,363
ID,ST,896
GW,ST,9158855
BZ,ST,4321
NG,ST,14457
MV,ST,1097
ML,ST,20657
CF,ST,22689
GM,ST,65984
BE,ST,10617
PA,ST,2487
CR,ST,1586
BF,ST,31143
OM,ST,1716
BG,ST,552
LB,ST,7950
SB,ST,11412
RS,ST,516
KH,ST,353
CO,ST,1975
IE,ST,1337
MT,ST,2460
KM,ST,17657
IS,ST,1610
NA,ST,120325
GE,ST,530
PK,ST,1169
CI,ST,30896
CA,RW,11901
BR,RW,573
FR,RW,3789
NA,RW,15384
HT,RW,10086
NP,RW,1047
MW,RW,346559
AW,RW,676
NZ,RW,1640
AL,RW,623
AR,RW,403
BG,RW,468
OM,RW,16933
PT,RW,774
CV,RW,3547
EG,RW,1822
FI,RW,6374
GR,RW,707
PF,RW,558
GN,RW,29403
RS,RW,702
BJ,RW,44387
NC,RW,533
MX,RW,433
CG,RW,48356
LT,RW,576
BZ,RW,1226
ME,RW,780
ET,RW,10335
GM,RW,17127
NL,RW,3633
MR,RW,12437
GH,RW,44432
BY,RW,746
GP,RW,1296
MA,RW,3354
MY,RW,679
LA,RW,455
BB,RW,1595
LY,RW,3947
MK,RW,555
CH,RW,3373
RE,RW,13456
MD,RW,334
EC,RW,539
LB,RW,1533
LC,RW,2492
GB,RW,2069
DJ,RW,14410
KZ,RW,445
KW,RW,4657
JE,RW,1031
MU,RW,7292
MZ,RW,81840
PA,RW,676
CF,RW,389873
KG,RW,443
GW,RW,13260
BD,RW,2926
LU,RW,4962
MV,RW,2764
PG,RW,16933
AU,RW,3062
CL,RW,375
CD,RW,252808
NE,RW,28441
BS,RW,2284
IT,RW,1145
LR,RW,152278
KH,RW,716
BN,RW,739
IS,RW,1848
BF,RW,27253
NO,RW,4121
KM,RW,18374
AG,RW,2346
KY,RW,1946
CO,RW,700
ML,RW,25931
IE,RW,1193
CR,RW,841
ID,RW,665
CI,RW,26548
JP,RW,511
BE,RW,20375
NG,RW,13376
GE,RW,634
CZ,RW,451
MT,RW,1889
DE,RW,2006
PK,RW,2894
JM,RW,4979
AZ,RW,1492
AO,RW,15736
PR,RW,388
CW,RW,903
AT,RW,951
DO,RW,2685
GY,RW,3440
BH,RW,4736
LV,RW,460
HN,RW,852
FJ,KI,4945637
IN,KI,1159
BO,KI,357
CM,KI,1202
BA,KI,247
BS,KI,2149
BR,KI,719
CY,KI,560
GF,KI,1538
ES,KI,845
EE,KI,102
FI,KI,199
GR,KI,1034
GU,KI,50190
IM,KI,363
JO,KI,495
KE,KI,1969
GT,KI,394
AE,KI,2204
GN,KI,5113
BB,KI,33433
DK,KI,1267
HK,KI,5346
AW,KI,455
FR,KI,282
GD,KI,7224
AG,KI,2670
DZ,KI,843
HR,KI,217
BT,KI,1692
JE,KI,446
KG,KI,135
HU,KI,275
AL,KI,264
CR,KI,526
BF,KI,1516
CA,KI,667
GA,KI,1121
BW,KI,1888
ET,KI,1107
ID,KI,1606
EG,KI,814
DE,KI,799
JM,KI,2468
BI,KI,1551
CG,KI,3292
HT,KI,2220
BY,KI,324
GP,KI,568
CD,KI,1956
AR,KI,511
GM,KI,3868
BJ,KI,13715
CO,KI,509
EC,KI,855
CH,KI,1553
CF,KI,3780
CL,KI,706
JP,KI,7070
CV,KI,3244
AM,KI,178
BD,KI,2704
IE,KI,430
KH,KI,501
BZ,KI,15462
DJ,KI,823
GH,KI,4007
AU,KI,44743
BE,KI,626
IS,KI,498
BG,KI,247
GB,KI,1286
IT,KI,779
BN,KI,993
GE,KI,727
GQ,KI,1877
AZ,KI,229
CZ,KI,128
GW,KI,2180
CI,KI,1831
AO,KI,3784
CW,KI,14185
AT,KI,286
DO,KI,1197
GY,KI,19753
BH,KI,1396
HN,KI,656
BA,BF,527
BB,BF,1316
AW,BF,955
AM,BF,499
AE,BF,3648
AL,BF,777
AR,BF,575
BE,BF,6635
BD,BF,1127
AU,BF,292
AZ,BF,1306
AG,BF,2533
AO,BF,19385
AT,BF,1294
IN,PY,599
BO,PY,37030
BR,PY,21749
PH,PY,1438
GF,PY,2439
AG,PY,1302
BT,PY,364
EE,PY,392
FJ,PY,684
LK,PY,1365
MW,PY,454
BS,PY,973
MA,PY,8084
HU,PY,436
OM,PY,1370
JE,PY,496
MM,PY,182
MU,PY,1088
MN,PY,213
PK,PY,1875
CM,PY,1521
GT,PY,20583
PF,PY,429
BN,PY,563
DZ,PY,2789
NC,PY,981
BB,PY,816
LY,PY,720
CA,PY,1340
AM,PY,192
AW,PY,5280
CO,PY,14526
NI,PY,25279
MG,PY,1451
FI,PY,390
GR,PY,929
LS,PY,450
ET,PY,495
ES,PY,70553
BW,PY,545
MX,PY,12134
BI,PY,828
IT,PY,2716
LR,PY,2492
ID,PY,531
IS,PY,1924
JO,PY,1208
GU,PY,391
IM,PY,264
NP,PY,378
PT,PY,2740
HK,PY,334
GQ,PY,22267
GD,PY,1012
DE,PY,1965
GA,PY,1734
EG,PY,1933
BA,PY,530
GE,PY,473
AE,PY,2014
FR,PY,1405
MR,PY,1336
PE,PY,22219
CL,PY,19074
NL,PY,734
CV,PY,2591
LA,PY,222
GN,PY,1420
AR,PY,225968
KW,PY,1546
HT,PY,4458
BD,PY,911
KG,PY,177
CG,PY,1778
BJ,PY,4275
CR,PY,13983
EC,PY,18236
PA,PY,15067
DK,PY,538
BY,PY,560
AL,PY,1102
ME,PY,1219
MQ,PY,564
MY,PY,400
CH,PY,6739
NA,PY,747
GB,PY,720
AU,PY,655
GP,PY,696
LC,PY,1246
MK,PY,821
KE,PY,1103
MD,PY,251
GH,PY,2012
KM,PY,750
NO,PY,823
GW,PY,2768
PG,PY,749
LU,PY,1580
LT,PY,329
LB,PY,5128
CD,PY,1110
NE,PY,1093
GM,PY,4166
NG,PY,1156
KR,PY,738
MV,PY,1184
KZ,PY,209
CF,PY,1464
BZ,PY,9352
KH,PY,340
CY,PY,1527
MO,PY,406
MZ,PY,2261
HR,PY,573
DJ,PY,857
PL,PY,286
NZ,PY,675
BE,PY,1717
JP,PY,1408
MT,PY,1164
ML,PY,1382
BG,PY,667
JM,PY,2066
KI,PY,815
KY,PY,2270
BF,PY,1252
CI,PY,1813
CZ,PY,361
IE,PY,1341
AZ,PY,537
AO,PY,4313
PR,PY,5174
CW,PY,3486
AT,PY,1278
DO,PY,15792
GY,PY,3535
BH,PY,1560
LV,PY,306
HN,PY,24092
IN,RO,266
BO,RO,490
FI,RO,6523
GR,RO,18267
LK,RO,3331
GT,RO,441
BA,RO,3874
CM,RO,1803
BS,RO,1308
PH,RO,916
FJ,RO,679
BR,RO,591
EE,RO,3190
HU,RO,85829
