"Percentage of Population Using Internet by Age, Sex, Variable, Country and Year",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1990,1995,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,,,Israel,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,,Italy,..,..,..,..,..,3.0,3.0,..,4.0,6.0,8.0,10.0,13.0,15.0,17.0,22.0,25.0,29.0,34.0,38.0,44.0,49.0,..
,,,Kazakhstan,..,..,..,..,..,..,..,..,..,..,..,2.3,3.4,3.3,5.1,8.4,8.8,13.4,10.5,10.8,22.1,23.7,..
,,,Latvia,..,..,..,..,..,..,5.0,6.0,11.0,14.0,16.0,20.0,20.0,27.0,33.0,37.0,43.0,47.0,48.0,51.0,58.0,59.0,..
,,,Lithuania,..,..,..,..,..,..,5.0,4.0,7.0,9.0,12.0,14.0,19.0,22.0,24.0,29.0,35.0,34.0,40.0,47.0,53.0,58.0,..
,,,Luxembourg,..,..,..,..,..,10.0,16.0,20.0,20.0,29.0,34.0,48.0,57.0,59.0,66.0,79.0,79.0,80.0,86.0,90.0,77.0,74.0,..
,,,Malta,..,..,..,..,..,..,..,7.0,..,13.0,11.0,19.0,18.0,32.0,28.0,28.0,37.0,43.0,41.0,44.0,47.0,56.0,..
,,,Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.1,86.2,87.0,96.5,91.4,90.1,98.0,95.6,..
,,,Netherlands,..,..,..,..,..,..,..,33.0,36.0,46.0,54.0,59.0,63.0,67.0,70.0,76.0,77.0,82.0,82.0,86.0,87.0,90.0,..
,,,North Macedonia,..,..,..,..,..,..,2.0,..,3.0,5.0,5.0,10.0,14.0,..,16.0,19.0,24.0,24.0,32.0,35.0,72.0,45.0,..
,,,Norway,..,..,..,..,..,28.0,26.0,30.0,43.0,54.0,54.0,60.0,66.0,70.0,73.0,76.0,77.0,86.0,88.0,89.0,92.0,93.0,..
,,,Poland,..,..,..,..,..,..,4.0,5.0,6.0,8.0,11.0,14.0,15.0,20.0,22.0,24.0,30.0,32.0,36.0,39.0,42.0,48.0,..
,,,Portugal,..,..,..,..,..,..,..,..,..,6.0,9.0,10.0,15.0,14.0,16.0,18.0,22.0,26.0,32.0,36.0,37.0,38.0,..
,,,Romania,..,..,..,..,..,..,..,..,2.0,2.0,3.0,5.0,6.0,8.0,11.0,13.0,14.0,18.0,21.0,26.0,36.0,42.0,..
,,,Russian Federation,..,..,..,..,..,..,19.0,30.0,27.0,34.0,40.0,46.0,51.0,55.0,..,24.0,..,..,..,..,..,..,..
,,,Serbia,..,..,..,..,..,..,..,..,..,3.8,5.9,6.9,7.3,8.4,10.2,14.0,19.3,20.1,24.2,29.4,..,..,..
,,,Slovakia,..,..,..,..,..,..,6.0,6.0,7.0,10.0,17.0,20.0,28.0,27.0,33.0,36.0,41.0,34.0,47.0,47.0,48.0,53.0,..
,,,Slovenia,..,..,..,..,..,..,..,..,6.0,9.0,13.0,18.0,22.0,19.0,24.0,32.0,31.0,31.0,39.0,43.0,48.0,55.0,..
,,,Spain,..,..,..,..,..,3.0,3.0,5.0,6.0,9.0,10.0,14.0,17.0,21.0,26.0,28.0,33.0,39.0,43.0,51.0,56.0,71.0,..
,,,Sweden,..,..,..,..,..,34.0,53.0,44.0,48.0,49.0,59.0,61.0,67.0,73.0,74.0,79.0,78.0,74.0,86.0,88.0,88.0,89.0,..
,,,Switzerland,..,..,3.6,6.9,10.1,12.6,17.2,24.0,28.0,31.0,35.0,40.6,42.5,50.0,52.5,54.0,58.2,60.0,65.5,69.2,70.1,76.2,75.6
,,,Turkey,..,..,..,..,..,..,0.0,1.0,..,1.0,7.0,2.0,2.0,..,3.0,4.0,6.0,8.0,9.0,13.0,22.0,25.0,..
,,,Ukraine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.4,17.1,21.3,28.8,34.7,..
,,,United Kingdom,..,..,..,..,..,19.0,19.0,22.0,25.0,33.0,38.0,45.0,52.0,56.0,66.0,64.0,70.0,74.0,79.0,82.0,83.0,83.0,..
,,,United States,4.0,7.0,27.0,37.0,..,..,46.0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,,Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.5,18.6,24.3,..
,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p><b>..</b> - data not available</p>
<b><font color=blue>Source:</font color=blue></b>UNECE Statistical Database, compiled from national and international (Eurostat) official sources.<br><br><b><font color=blue>Definition:</font color=blue></b> Use of Internet includes any kind of use, whether at home, at work or from anywhere else, for private or professional purposes, using a computer or any other means. <BR><b><i>Users of Internet over three months period:</i></b> proportion of individuals who used the Internet in the last three months preceding the survey over the total number of individuals in the same group. <BR><b><i>Users of Internet over one week:</i></b> proportion of individuals who used the internet at least once a week in the last three months preceding the survey over the total number of individuals in the same group. <br><br>",,,,,,,,,,,,,,,,,,,,,,,,,,
Country:,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia:,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional information (2004 - 2008): Data refer to percentage of persons using internet in households covered in Integrated household living standards survey.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Country:,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan:,,,,,,,,,,,,,,,,,,,,,,,,,,
Break in methodology: from 2013 data also include users connected to Internet through mobile phones,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Country:,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel:,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in definition (2002 - 2006): Data refer to population aged 20 and over.<br>Data refer to the proportion of persons who used a internet in the last month.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Country:,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel:,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in definition (2008 - 2013): Data refer to population aged 20 and over.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable:,,,,,,,,,,,,,,,,,,,,,,,,,,
Weekly users of Internet:,,,,,,,,,,,,,,,,,,,,,,,,,,
Country:,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan:,,,,,,,,,,,,,,,,,,,,,,,,,,
<!--Weekly Internet users Kazakhstan-->Data on weekly Internet use for age groups 16-74 and 16-24 refer to the population of 15-74 and 15-24 respectively.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Country:,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation:,,,,,,,,,,,,,,,,,,,,,,,,,,
Break in methodlogy (2011): Data refer to 16 - 74 year olds who use internet to the total number of persons in the relevant age group,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Country:,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation:,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in definition (2013): Data refer to age groups 16-72  and  55-72 instead of 16-74 and 55-74.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Country:,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation:,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in definition (2013): Data refer to age groups 16-72  and  55-72 instead of 16-74 and 55-74.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Country:,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia:,,,,,,,,,,,,,,,,,,,,,,,,,,
Data exclude territory of Kosovo and Metohija.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Country:,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland:,,,,,,,,,,,,,,,,,,,,,,,,,,
"Change in definition: For 2000 - 2013, data on All ages refer to age group 14-74; age group 16-24 refers to 14-24. Since 2014 onwards, age group 16-74 has been considered.",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Country:,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland:,,,,,,,,,,,,,,,,,,,,,,,,,,
Internet use in the last six months - Reference period: For 2000 - 2018 data refer to 6 months period: Y2006 refer to October 2005 to March 2006; the same applies to other years.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Country:,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine:,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in definition (2007 - 2013): Data refer to age groups 15-24 instead of 16-24 and  25-74 instead of 25-54. Data for 16-74 refer to all age groups.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Country:,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine:,,,,,,,,,,,,,,,,,,,,,,,,,,
"Territorial change (2007 - 2013): Excludes localities in the territory, which was radioactively contaminated by the Chernobyl disaster.",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Country:,,,,,,,,,,,,,,,,,,,,,,,,,,
United States:,,,,,,,,,,,,,,,,,,,,,,,,,,
"Change in definition (2007 - 2015): Data refer to civilian, non-institutionalized population. Age range is 15 and over. Data are not time or frequency specific, bur rather only about using the internet or email. Includes Internet use at home and away from home.",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Country:,,,,,,,,,,,,,,,,,,,,,,,,,,
United States:,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference period (1990): Data refer to 1989.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Country:,,,,,,,,,,,,,,,,,,,,,,,,,,
United States:,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference period (1995): Data refer to 1997.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Latest update:,,,,,,,,,,,,,,,,,,,,,,,,,,
Weekly users of Internet:,,,,,,,,,,,,,,,,,,,,,,,,,,
20210414 23:53,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Source:,,,,,,,,,,,,,,,,,,,,,,,,,,
UNECE Statistical Division Database,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Units:,,,,,,,,,,,,,,,,,,,,,,,,,,
Weekly users of Internet:,,,,,,,,,,,,,,,,,,,,,,,,,,
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,
Data type:,,,,,,,,,,,,,,,,,,,,,,,,,,
Weekly users of Internet:,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Internal reference code:,,,,,,,,,,,,,,,,,,,,,,,,,,
c0000373,,,,,,,,,,,,,,,,,,,,,,,,,,
