"Percentage of Population Using Internet by Age, Sex, Variable, Country and Year",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Latvia,..,..,..,..,..,..,28.0,37.0,47.0,54.0,59.0,61.0,63.0,67.0,72.0,71.0,72.0,75.0,78.0,79.0,81.0,85.0,..
,,,Lithuania,..,..,..,..,..,..,26.0,30.0,38.0,46.0,51.0,56.0,58.0,60.0,63.0,65.0,69.0,69.0,71.0,74.0,78.0,80.0,..
,,,Luxembourg,..,..,..,..,..,54.0,70.0,76.0,76.0,81.0,88.0,89.0,91.0,91.0,94.0,95.0,95.0,98.0,98.0,97.0,93.0,94.0,..
,,,Malta,..,..,..,..,..,..,..,39.0,39.0,48.0,50.0,57.0,64.0,68.0,68.0,69.0,72.0,76.0,77.0,81.0,81.0,86.0,..
,,,Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.4,97.1,96.9,96.9,97.7,97.3,98.1,99.1,..
,,,Netherlands,..,..,..,..,..,..,..,79.0,82.0,85.0,86.0,90.0,91.0,91.0,93.0,94.0,93.0,91.0,92.0,94.0,94.0,96.0,..
,,,North Macedonia,..,..,..,..,..,..,20.0,..,26.0,32.0,44.0,49.0,52.0,..,58.0,66.0,68.0,72.0,71.0,75.0,79.0,81.0,..
,,,Norway,..,..,..,..,..,73.0,73.0,80.0,80.0,83.0,88.0,92.0,92.0,93.0,94.0,94.0,97.0,96.0,96.0,97.0,96.0,98.0,..
,,,Poland,..,..,..,..,..,..,24.0,31.0,36.0,41.0,46.0,54.0,57.0,60.0,60.0,61.0,64.0,66.0,70.0,73.0,75.0,79.0,..
,,,Portugal,..,..,..,..,..,..,27.0,31.0,35.0,39.0,43.0,47.0,52.0,54.0,60.0,62.0,65.0,69.0,70.0,74.0,73.0,74.0,..
,,,Romania,..,..,..,..,..,..,11.0,..,20.0,24.0,28.0,32.0,35.0,39.0,45.0,47.0,50.0,54.0,59.0,62.0,69.0,73.0,..
,,,Russian Federation,..,..,..,..,..,..,60.0,63.0,64.0,72.0,77.0,80.0,79.0,84.0,..,61.0,..,..,..,..,..,..,..
,,,Serbia,..,..,..,..,..,..,..,..,..,31.9,37.5,38.6,42.5,40.8,48.4,52.6,63.5,65.5,67.6,71.9,..,..,..
,,,Slovakia,..,..,..,..,..,..,44.0,47.0,47.0,53.0,65.0,67.0,76.0,73.0,77.0,74.0,77.0,75.0,80.0,81.0,79.0,83.0,..
,,,Slovenia,..,..,..,..,..,..,36.0,42.0,51.0,50.0,53.0,59.0,67.0,68.0,68.0,71.0,68.0,73.0,75.0,78.0,81.0,82.0,..
,,,Spain,..,..,..,..,..,33.0,36.0,40.0,43.0,48.0,53.0,57.0,61.0,64.0,68.0,69.0,73.0,76.0,78.0,81.0,83.0,87.0,..
,,,Sweden,..,..,..,..,..,74.0,78.0,80.0,84.0,79.0,86.0,88.0,89.0,92.0,92.0,93.0,93.0,89.0,91.0,95.0,90.0,95.0,..
,,,Switzerland,..,..,34.1,47.4,53.8,60.3,63.0,68.0,73.0,77.0,79.0,83.0,85.5,86.9,88.5,87.7,89.3,90.4,91.0,91.3,92.3,93.4,94.9
,,,Turkey,..,..,..,..,..,..,16.0,16.0,..,31.0,20.0,39.0,42.0,..,48.0,49.0,54.0,58.0,64.0,69.0,76.0,79.0,..
,,,Ukraine,..,..,..,..,..,..,..,..,..,5.6,9.7,14.9,21.4,27.2,33.5,44.7,49.5,53.9,56.8,63.2,68.5,74.2,..
,,,United Kingdom,..,..,..,..,..,50.0,55.0,61.0,63.0,70.0,74.0,80.0,81.0,82.0,85.0,88.0,90.0,91.0,93.0,93.0,94.0,95.0,..
,,,United States,11.0,27.0,50.0,59.0,..,..,62.0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,,Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.2,56.3,69.4,..
16 - 24,Male,Weekly users of Internet,Albania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.4,99.2,..
,,,Andorra,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100.0,..,..,..
,,,Armenia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,,Austria,..,..,..,..,..,61.0,73.0,75.0,80.0,79.0,87.0,94.0,92.0,98.0,98.0,96.0,99.0,99.0,99.0,99.0,97.0,99.0,..
,,,Azerbaijan,..,..,..,..,..,..,..,..,..,..,32.2,29.4,28.4,44.1,58.7,93.5,95.4,96.0,95.3,94.9,95.9,96.3,..
,,,Belarus,..,..,..,..,..,..,..,..,..,..,..,53.2,59.6,72.8,84.6,93.7,91.5,90.9,94.4,96.9,98.5,97.4,..
,,,Belgium,..,..,..,..,..,..,..,77.0,81.0,89.0,86.0,92.0,96.0,95.0,91.0,94.0,96.0,98.0,97.0,96.0,99.0,98.0,..
,,,Bosnia and Herzegovina,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.9,98.6,98.3,..
,,,Bulgaria,..,..,..,..,..,..,35.0,..,48.0,55.0,67.0,76.0,75.0,80.0,81.0,80.0,83.0,85.0,89.0,88.0,95.0,91.0,..
,,,Croatia,..,..,..,..,..,..,..,..,..,63.0,82.0,78.0,91.0,95.0,98.0,97.0,91.0,99.0,100.0,97.0,100.0,100.0,..
,,,Cyprus,..,..,..,..,..,..,54.0,48.0,47.0,58.0,63.0,75.0,87.0,92.0,89.0,93.0,95.0,98.0,99.0,99.0,99.0,100.0,..
,,,Czechia,..,..,..,..,..,43.0,48.0,51.0,66.0,73.0,85.0,85.0,88.0,92.0,89.0,94.0,98.0,96.0,96.0,99.0,98.0,99.0,..
,,,Denmark,..,..,..,..,..,85.0,83.0,94.0,95.0,94.0,97.0,96.0,97.0,96.0,100.0,98.0,99.0,97.0,99.0,99.0,99.0,97.0,..
,,,Estonia,..,..,..,..,..,..,72.0,..,90.0,90.0,91.0,95.0,96.0,97.0,95.0,98.0,99.0,100.0,100.0,99.0,100.0,99.0,..
,,,Finland,..,..,..,..,..,85.0,89.0,82.0,93.0,98.0,97.0,96.0,98.0,98.0,99.0,98.0,99.0,100.0,99.0,100.0,99.0,99.0,..
,,,France,..,..,..,..,..,..,..,..,69.0,78.0,87.0,90.0,95.0,87.0,98.0,95.0,95.0,96.0,96.0,96.0,96.0,97.0,..
,,,Georgia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.2,99.1,99.8,100.0,..
,,,Germany,..,..,..,..,..,70.0,82.0,84.0,85.0,90.0,91.0,94.0,96.0,97.0,96.0,97.0,97.0,98.0,98.0,98.0,99.0,99.0,..
,,,Greece,..,..,..,..,..,40.0,39.0,41.0,49.0,60.0,76.0,78.0,81.0,90.0,86.0,90.0,91.0,94.0,97.0,96.0,96.0,99.0,..
,,,Hungary,..,..,..,..,..,..,57.0,55.0,72.0,80.0,87.0,88.0,88.0,93.0,92.0,94.0,97.0,95.0,99.0,98.0,97.0,99.0,..
,,,Iceland,..,..,..,..,..,89.0,91.0,95.0,97.0,99.0,98.0,100.0,..,99.0,99.0,100.0,99.0,..,..,99.0,99.0,100.0,..
,,,Ireland,..,..,..,..,..,32.0,34.0,33.0,57.0,72.0,76.0,81.0,83.0,92.0,90.0,93.0,95.0,95.0,98.0,97.0,100.0,99.0,..
,,,Israel,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,,Italy,..,..,..,..,..,43.0,48.0,54.0,57.0,61.0,65.0,73.0,79.0,82.0,84.0,84.0,86.0,89.0,90.0,90.0,92.0,91.0,..
,,,Kazakhstan,..,..,..,..,..,..,..,..,..,..,..,46.2,37.7,34.2,24.9,24.8,22.4,18.7,24.4,21.0,16.8,15.0,..
,,,Latvia,..,..,..,..,..,..,53.0,71.0,88.0,90.0,94.0,95.0,94.0,98.0,98.0,99.0,97.0,96.0,99.0,98.0,99.0,100.0,..
,,,Lithuania,..,..,..,..,..,..,62.0,64.0,78.0,87.0,86.0,93.0,92.0,95.0,97.0,96.0,97.0,96.0,98.0,96.0,100.0,98.0,..
,,,Luxembourg,..,..,..,..,..,75.0,81.0,86.0,91.0,92.0,96.0,96.0,94.0,97.0,99.0,100.0,100.0,100.0,100.0,100.0,98.0,99.0,..
,,,Malta,..,..,..,..,..,..,..,66.0,..,75.0,90.0,89.0,96.0,91.0,97.0,93.0,99.0,97.0,97.0,99.0,100.0,99.0,..
,,,Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.1,100.0,98.7,98.3,100.0,100.0,100.0,100.0,..
,,,Netherlands,..,..,..,..,..,..,..,91.0,98.0,95.0,96.0,99.0,98.0,99.0,99.0,100.0,99.0,94.0,94.0,99.0,97.0,97.0,..
,,,North Macedonia,..,..,..,..,..,..,..,..,58.0,66.0,82.0,87.0,80.0,..,84.0,95.0,93.0,91.0,99.0,100.0,..,100.0,..
,,,Norway,..,..,..,..,..,90.0,85.0,91.0,99.0,95.0,98.0,100.0,99.0,97.0,100.0,100.0,100.0,98.0,100.0,99.0,99.0,100.0,..
,,,Poland,..,..,..,..,..,..,50.0,64.0,72.0,77.0,84.0,90.0,93.0,95.0,93.0,95.0,95.0,97.0,97.0,99.0,99.0,99.0,..
,,,Portugal,..,..,..,..,..,49.0,52.0,59.0,69.0,77.0,86.0,84.0,85.0,88.0,94.0,95.0,98.0,99.0,98.0,98.0,99.0,99.0,..
,,,Romania,..,..,..,..,..,..,..,..,43.0,50.0,53.0,60.0,60.0,68.0,74.0,75.0,78.0,83.0,84.0,90.0,92.0,95.0,..
,,,Russian Federation,..,..,..,..,..,..,85.0,89.0,82.0,93.0,98.0,97.0,96.0,98.0,..,88.0,..,..,..,..,..,..,..
,,,Serbia,..,..,..,..,..,..,..,..,..,61.2,65.9,59.8,81.3,84.6,91.8,86.5,95.6,97.1,98.5,98.7,..,..,..
,,,Slovakia,..,..,..,..,..,..,72.0,73.0,78.0,86.0,91.0,91.0,97.0,97.0,98.0,99.0,97.0,98.0,95.0,99.0,99.0,98.0,..
,,,Slovenia,..,..,..,..,..,..,..,..,83.0,83.0,88.0,97.0,96.0,100.0,97.0,94.0,96.0,99.0,93.0,96.0,99.0,97.0,..
,,,Spain,..,..,..,..,..,53.0,56.0,64.0,69.0,76.0,79.0,85.0,86.0,90.0,94.0,95.0,97.0,96.0,98.0,96.0,97.0,98.0,..
,,,Sweden,..,..,..,..,..,93.0,93.0,95.0,94.0,95.0,98.0,99.0,98.0,99.0,100.0,98.0,96.0,95.0,92.0,96.0,94.0,96.0,..
,,,Switzerland,..,..,38.0,51.3,58.6,65.1,71.0,77.0,82.0,90.0,93.0,93.1,94.1,97.7,96.4,95.6,99.6,97.8,99.3,99.9,100.0,100.0,99.3
,,,Turkey,..,..,..,..,..,..,32.0,30.0,..,55.0,38.0,66.0,70.0,..,73.0,75.0,78.0,81.0,90.0,88.0,93.0,94.0,..
,,,Ukraine,..,..,..,..,..,..,..,..,..,15.2,26.6,35.8,47.1,57.4,61.2,73.6,78.6,82.6,83.1,86.7,89.9,96.0,..
,,,United Kingdom,..,..,..,..,..,59.0,68.0,75.0,71.0,83.0,91.0,95.0,94.0,96.0,96.0,97.0,97.0,97.0,100.0,100.0,100.0,100.0,..
,,,United States,9.0,34.0,56.0,68.0,..,..,71.0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,,Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.7,71.3,84.6,..
25 - 54,Male,Weekly users of Internet,Albania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.6,98.8,..
,,,Andorra,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.5,..,..,..
,,,Armenia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,,Austria,..,..,..,..,..,49.0,60.0,61.0,68.0,76.0,80.0,80.0,83.0,89.0,89.0,89.0,89.0,92.0,92.0,95.0,95.0,94.0,..
,,,Azerbaijan,..,..,..,..,..,..,..,..,..,..,12.2,18.7,19.8,26.4,32.6,75.7,80.5,83.5,84.0,84.6,85.9,86.6,..
,,,Belarus,..,..,..,..,..,..,..,..,..,..,..,31.9,27.2,35.7,46.4,55.0,60.9,62.3,67.9,71.6,79.6,85.1,..
,,,Belgium,..,..,..,..,..,..,..,65.0,70.0,74.0,78.0,81.0,85.0,87.0,88.0,87.0,90.0,89.0,89.0,91.0,93.0,95.0,..
,,,Bosnia and Herzegovina,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.9,89.1,86.3,..
,,,Bulgaria,..,..,..,..,..,..,14.0,..,24.0,32.0,37.0,47.0,48.0,56.0,60.0,62.0,66.0,67.0,69.0,76.0,77.0,81.0,..
,,,Croatia,..,..,..,..,..,..,..,..,..,38.0,51.0,55.0,70.0,74.0,77.0,82.0,80.0,84.0,87.0,85.0,86.0,91.0,..
,,,Cyprus,..,..,..,..,..,..,33.0,30.0,36.0,41.0,43.0,53.0,55.0,61.0,68.0,70.0,75.0,78.0,85.0,89.0,93.0,94.0,..
,,,Czechia,..,..,..,..,..,25.0,31.0,33.0,41.0,49.0,59.0,62.0,68.0,73.0,77.0,82.0,87.0,89.0,90.0,92.0,95.0,94.0,..
,,,Denmark,..,..,..,..,..,77.0,80.0,83.0,88.0,87.0,90.0,91.0,93.0,94.0,95.0,95.0,94.0,97.0,97.0,98.0,97.0,98.0,..
,,,Estonia,..,..,..,..,..,..,48.0,57.0,61.0,64.0,67.0,73.0,79.0,81.0,85.0,86.0,91.0,95.0,93.0,95.0,96.0,96.0,..
,,,Finland,..,..,..,..,..,68.0,72.0,72.0,80.0,86.0,89.0,91.0,93.0,95.0,96.0,97.0,97.0,96.0,98.0,98.0,98.0,99.0,..
,,,France,..,..,..,..,..,..,..,..,50.0,67.0,69.0,75.0,81.0,83.0,85.0,86.0,87.0,89.0,89.0,90.0,91.0,93.0,..
,,,Georgia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.1,97.0,97.6,98.8,..
,,,Germany,..,..,..,..,..,59.0,63.0,70.0,73.0,78.0,82.0,84.0,88.0,89.0,90.0,91.0,93.0,93.0,94.0,95.0,96.0,97.0,..
,,,Greece,..,..,..,..,..,18.0,24.0,25.0,32.0,39.0,43.0,50.0,53.0,60.0,63.0,70.0,71.0,78.0,81.0,80.0,82.0,87.0,..
,,,Hungary,..,..,..,..,..,..,22.0,37.0,45.0,53.0,60.0,66.0,71.0,76.0,80.0,82.0,85.0,83.0,88.0,87.0,87.0,90.0,..
,,,Iceland,..,..,..,..,..,83.0,82.0,87.0,88.0,91.0,93.0,96.0,97.0,98.0,97.0,98.0,99.0,..,..,99.0,99.0,99.0,..
,,,Ireland,..,..,..,..,..,30.0,32.0,34.0,51.0,60.0,62.0,65.0,70.0,77.0,81.0,82.0,83.0,84.0,85.0,86.0,92.0,94.0,..
,,,Israel,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,,Italy,..,..,..,..,..,37.0,37.0,41.0,43.0,45.0,50.0,55.0,61.0,64.0,66.0,69.0,72.0,75.0,79.0,80.0,84.0,83.0,..
,,,Kazakhstan,..,..,..,..,..,..,..,..,..,..,..,51.4,59.2,62.2,71.4,67.3,70.3,69.7,66.7,62.6,63.9,59.7,..
,,,Latvia,..,..,..,..,..,..,29.0,35.0,47.0,57.0,63.0,67.0,70.0,74.0,80.0,82.0,82.0,85.0,87.0,87.0,91.0,93.0,..
,,,Lithuania,..,..,..,..,..,..,23.0,28.0,36.0,45.0,52.0,58.0,60.0,63.0,70.0,72.0,76.0,75.0,80.0,82.0,86.0,89.0,..
,,,Luxembourg,..,..,..,..,..,65.0,79.0,80.0,81.0,86.0,92.0,92.0,95.0,95.0,97.0,97.0,97.0,98.0,99.0,98.0,96.0,98.0,..
,,,Malta,..,..,..,..,..,..,..,41.0,..,55.0,53.0,62.0,71.0,74.0,77.0,77.0,76.0,84.0,87.0,90.0,90.0,93.0,..
,,,Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.7,97.1,97.1,95.8,98.4,97.1,98.3,99.4,..
,,,Netherlands,..,..,..,..,..,..,..,87.0,89.0,92.0,91.0,95.0,96.0,95.0,97.0,97.0,96.0,94.0,95.0,96.0,96.0,98.0,..
,,,North Macedonia,..,..,..,..,..,..,17.0,..,22.0,29.0,42.0,48.0,56.0,..,64.0,71.0,76.0,80.0,78.0,84.0,85.0,90.0,..
,,,Norway,..,..,..,..,..,81.0,82.0,88.0,87.0,90.0,94.0,96.0,97.0,98.0,97.0,98.0,100.0,99.0,98.0,99.0,99.0,100.0,..
,,,Poland,..,..,..,..,..,..,20.0,28.0,35.0,41.0,47.0,59.0,62.0,65.0,68.0,71.0,74.0,77.0,80.0,83.0,87.0,89.0,..
,,,Portugal,..,..,..,..,..,26.0,29.0,33.0,38.0,41.0,45.0,51.0,58.0,60.0,66.0,70.0,73.0,79.0,79.0,82.0,84.0,85.0,..
,,,Romania,..,..,..,..,..,..,..,..,19.0,23.0,28.0,33.0,38.0,42.0,49.0,51.0,57.0,62.0,67.0,71.0,79.0,83.0,..
,,,Russian Federation,..,..,..,..,..,..,68.0,72.0,72.0,80.0,86.0,89.0,91.0,93.0,..,66.0,..,..,..,..,..,..,..
,,,Serbia,..,..,..,..,..,..,..,..,..,34.6,42.7,45.4,47.0,45.1,56.2,62.8,75.6,75.4,80.3,84.7,..,..,..
,,,Slovakia,..,..,..,..,..,..,47.0,50.0,49.0,56.0,72.0,74.0,84.0,78.0,85.0,83.0,85.0,84.0,89.0,89.0,90.0,93.0,..
,,,Slovenia,..,..,..,..,..,..,39.0,..,56.0,56.0,60.0,67.0,77.0,78.0,78.0,80.0,78.0,84.0,87.0,89.0,91.0,92.0,..
,,,Spain,..,..,..,..,..,37.0,41.0,45.0,48.0,53.0,59.0,63.0,68.0,71.0,77.0,78.0,81.0,84.0,87.0,89.0,91.0,94.0,..
,,,Sweden,..,..,..,..,..,80.0,84.0,86.0,91.0,84.0,92.0,94.0,95.0,97.0,97.0,97.0,96.0,92.0,93.0,99.0,93.0,98.0,..
,,,Switzerland,..,..,39.4,54.5,60.8,67.7,70.0,74.0,80.0,83.0,83.0,87.8,90.4,90.5,92.9,90.9,93.3,94.2,94.6,94.8,97.0,96.6,97.9
,,,Turkey,..,..,..,..,..,..,14.0,15.0,..,30.0,20.0,39.0,42.0,..,49.0,51.0,58.0,63.0,70.0,76.0,84.0,88.0,..
,,,Ukraine,..,..,..,..,..,..,..,..,..,4.4,7.6,12.8,19.3,24.1,32.3,39.2,43.8,55.7,59.2,68.0,73.4,80.4,..
,,,United Kingdom,..,..,..,..,..,58.0,62.0,68.0,74.0,76.0,81.0,84.0,87.0,89.0,91.0,92.0,95.0,95.0,97.0,97.0,97.0,98.0,..
,,,United States,14.0,29.0,54.0,63.0,..,..,65.0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,,Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.3,61.1,76.4,..
55 - 74,Male,Weekly users of Internet,Albania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.2,96.5,..
,,,Andorra,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.8,..,..,..
,,,Armenia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,,Austria,..,..,..,..,..,16.0,25.0,24.0,33.0,41.0,46.0,43.0,48.0,54.0,55.0,56.0,60.0,65.0,68.0,70.0,68.0,75.0,..
,,,Azerbaijan,..,..,..,..,..,..,..,..,..,..,1.8,1.7,1.7,3.3,3.3,30.0,30.1,27.9,29.4,31.0,33.1,34.7,..
,,,Belarus,..,..,..,..,..,..,..,..,..,..,..,7.4,6.2,8.2,10.0,13.9,20.4,22.2,21.6,29.8,38.4,44.2,..
,,,Belgium,..,..,..,..,..,..,..,30.0,34.0,41.0,44.0,51.0,57.0,62.0,59.0,67.0,68.0,68.0,74.0,72.0,78.0,79.0,..
,,,Bosnia and Herzegovina,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.5,37.3,42.1,..
,,,Bulgaria,..,..,..,..,..,..,2.0,..,5.0,7.0,8.0,10.0,13.0,19.0,19.0,22.0,23.0,22.0,26.0,31.0,33.0,37.0,..
,,,Croatia,..,..,..,..,..,..,..,..,..,9.0,11.0,14.0,17.0,15.0,26.0,34.0,37.0,39.0,41.0,45.0,47.0,56.0,..
,,,Cyprus,..,..,..,..,..,..,11.0,8.0,10.0,14.0,11.0,17.0,19.0,22.0,27.0,29.0,29.0,37.0,42.0,50.0,56.0,60.0,..
,,,Czechia,..,..,..,..,..,7.0,9.0,9.0,16.0,21.0,25.0,28.0,33.0,36.0,41.0,43.0,52.0,52.0,54.0,59.0,60.0,66.0,..
,,,Denmark,..,..,..,..,..,45.0,53.0,51.0,60.0,58.0,63.0,66.0,71.0,76.0,77.0,81.0,83.0,85.0,86.0,88.0,90.0,90.0,..
,,,Estonia,..,..,..,..,..,..,15.0,..,19.0,19.0,24.0,26.0,31.0,35.0,40.0,46.0,53.0,62.0,60.0,63.0,66.0,68.0,..
,,,Finland,..,..,..,..,..,30.0,33.0,38.0,43.0,48.0,53.0,50.0,61.0,66.0,68.0,72.0,79.0,76.0,76.0,79.0,81.0,83.0,..
,,,France,..,..,..,..,..,..,..,..,16.0,29.0,34.0,44.0,50.0,57.0,58.0,60.0,64.0,64.0,63.0,66.0,70.0,72.0,..
,,,Georgia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.7,95.5,98.6,97.0,..
,,,Germany,..,..,..,..,..,..,29.0,36.0,37.0,44.0,48.0,53.0,57.0,58.0,61.0,64.0,68.0,71.0,73.0,75.0,81.0,82.0,..
,,,Greece,..,..,..,..,..,4.0,2.0,5.0,7.0,7.0,9.0,10.0,13.0,14.0,15.0,24.0,29.0,29.0,33.0,41.0,42.0,47.0,..
,,,Hungary,..,..,..,..,..,..,..,14.0,17.0,21.0,27.0,25.0,31.0,35.0,39.0,41.0,45.0,44.0,50.0,47.0,45.0,54.0,..
,,,Iceland,..,..,..,..,..,47.0,58.0,55.0,70.0,70.0,70.0,74.0,81.0,83.0,87.0,89.0,91.0,..,..,93.0,95.0,96.0,..
,,,Ireland,..,..,..,..,..,9.0,11.0,17.0,18.0,24.0,26.0,28.0,30.0,39.0,45.0,46.0,44.0,46.0,50.0,56.0,49.0,64.0,..
,,,Israel,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,,Italy,..,..,..,..,..,9.0,10.0,12.0,14.0,17.0,20.0,22.0,28.0,29.0,32.0,36.0,39.0,46.0,46.0,49.0,54.0,59.0,..
,,,Kazakhstan,..,..,..,..,..,..,..,..,..,..,..,2.4,3.1,3.5,3.7,7.9,7.3,11.6,8.9,16.4,19.4,25.3,..
,,,Latvia,..,..,..,..,..,..,5.0,10.0,12.0,15.0,18.0,19.0,22.0,30.0,36.0,37.0,40.0,46.0,50.0,52.0,53.0,64.0,..
,,,Lithuania,..,..,..,..,..,..,4.0,5.0,7.0,10.0,15.0,16.0,20.0,24.0,25.0,27.0,34.0,38.0,36.0,47.0,51.0,53.0,..
