id,ctry,cit,reg,name,url,stat,date,prfs,lat,lon,prts,traf,avg,trgh,ipv6_avg,pch,updt,tc_rank,tw_rank,pc_rank,pr_rank,pw_rank,tr_rank,prts_url,q9,iata,regct
30,Brazil,"São Paulo","Latin America","Ponto de Troca de Tráfego Metro São Paulo",http://ix.br/adesao/sp,Active,20041004,0,-23.62000,-46.65000,2347,13191650000,4777000000,1500000000,7.473310,Yes,2021-04-03,1,1,1,1,1,1,https://ix.br/particip/sp,No,GRU,137
160,Netherlands,Amsterdam,Europe,"Amsterdam Internet Exchange",https://ams-ix.net/,Active,19971229,1204334,52.30000,4.77000,851,9836100000,5597700000,3077200000,2.459940,Yes,2021-04-03,1,2,1,2,4,1,https://ams-ix.net/connected_parties,Yes,AMS,383
83,Germany,Frankfurt,Europe,"Deutscher Commercial Internet Exchange DE-CIX Frankfurt",https://www.de-cix.net/en/locations/germany/frankfurt,Active,19950500,1492263,50.12000,8.68000,1068,9322000200,6910000000,3600000000,0.000000,Yes,2021-06-10,1,3,1,1,3,2,https://www.de-cix.net/en/locations/germany/frankfurt/connected-networks,Yes,FRA,383
62,"United Kingdom",London,Europe,"London Internet Exchange",https://www.linx.net/,Active,19941108,757539,51.48000,-0.45000,770,4216000000,2700000000,1400000000,0.000000,Yes,2018-08-22,1,5,1,3,5,3,https://portal.linx.net/members/list-ip-asn,Yes,LHR,383
572,Netherlands,Amsterdam,Europe,"Neutral Internet Exchange",https://www.nl-ix.net/,Active,20020301,345945,52.30000,4.77000,439,3790000000,1890000000,800000000,0.000000,Yes,2021-04-03,2,6,2,9,15,4,https://www.nl-ix.net/network/connected-networks/,Yes,AMS,383
415,Brazil,"Rio de Janeiro","Latin America","Ponto de Troca de Tráfego do Rio de Janeiro",https://ix.br/adesao/rj,Active,20100000,0,-22.90000,-43.17000,464,2048960000,945600000,320000000,10.321490,No,2021-04-03,2,10,2,2,8,3,https://ix.br/particip/rj,No,,137
1240,Ukraine,Kiev,Europe,"Digital Telecom Internet Exchange",https://dtel-ix.net/,Active,20090000,0,50.40000,30.45000,140,1944000000,808800000,150040000,1.211670,No,2021-04-03,2,11,2,35,64,8,https://dtel-ix.net/en/members,No,,383
345,"United States",Seattle,"North America","Seattle Internet Exchange",https://www.seattleix.net/,Active,19970620,478310,47.61000,-122.33000,271,1862436322,1080000000,700000000,0.000000,Yes,2021-04-03,1,12,2,2,25,1,https://www.seattleix.net/participants/,Yes,SEA,253
96,China,"Hong Kong",Asia-Pacific,"Hong Kong Internet Exchange",http://www.hkix.net,Active,19950400,648896,22.33000,114.18000,293,1767960000,852000000,400000000,0.000000,Yes,2021-04-03,1,13,1,4,22,1,http://www.hkix.net/hkix/participant.htm,No,HKG,249
1306,"South Africa",Johannesburg,Africa,"NAPAfrica Johannesburg",https://www.napafrica.net/,Active,20120000,260323,-26.13000,28.23000,470,1602984701,1055451947,449458158,0.000000,Yes,2021-07-11,1,14,1,1,7,1,https://www.napafrica.net/who-is-peering/,Yes,JNB,81
1270,Russia,Moscow,Europe,"DataIX Moscow",http://www.dataix.ru/,Active,20101020,0,55.75000,37.60000,282,1600000000,0,200000000,0.000000,No,2021-04-03,1,15,4,14,23,9,http://www.dataix.ru/members/,No,,383
129,Japan,Tokyo,Asia-Pacific,"Japan Internet Exchange",https://www.jpix.ad.jp/jp/index.php,Active,19970700,341786,35.55000,139.78000,174,1550000000,842500000,400000000,0.000000,Yes,2021-04-03,1,16,1,10,52,2,https://www.jpix.ad.jp/en/member.php?qso=b&qar=2,Yes,NRT,249
130,Japan,Tokyo,Asia-Pacific,"JPNAP Tokyo I - Otemachi",http://www.jpnap.net/english/jpnap-tokyo/index.html,Active,20010000,0,35.55000,139.78000,130,1322568000,780000000,338000000,0.000000,No,2019-03-25,2,18,3,15,69,3,http://www.jpnap.net/english/jpnap-tokyo/customer.html,No,,249
227,Sweden,Stockholm,Europe,"Netnod Stockholm",https://www.netnod.se/,Active,19970000,0,59.33000,18.05000,162,1299711000,917833000,200000000,0.000000,Yes,2021-04-03,1,19,1,32,57,11,https://www.netnod.se/ix/networks,No,ARN,383
464,Singapore,Singapore,Asia-Pacific,"Equinix Singapore IBX",https://www.equinix.sg/,Active,20040426,767349,1.37000,103.98000,156,650000000,0,0,0.000000,Yes,0000-00-00,1,20,1,12,59,4,,Yes,"QPG, QPG",249
118,Italy,Milan,Europe,"Milan Internet Exchange",http://www.mix-it.net/,Active,20001100,0,45.45000,9.17000,345,1291474000,668140000,190100000,0.020950,No,2021-04-01,1,21,1,11,17,12,http://www.mix-it.net/index.php?option=com_content&view=article&id=85&Itemid=84&lang=en,No,,383
1124,France,Paris,Europe,France-IX,https://www.franceix.net/en/,Active,20101100,433040,48.80000,2.33000,447,1270000000,665000000,556000000,0.000000,Yes,2021-04-05,1,22,1,6,11,13,https://www.franceix.net/en/france-ix-paris/members-in-paris/,Yes,CDG,383
1089,Brazil,Fortaleza,"Latin America","Ponto de Troca de Trafego do Fortaleza",https://ix.br/adesao/ce,Active,20081001,0,-3.78000,-38.53000,445,1210000000,388000000,120000000,0.000000,No,2021-04-05,3,24,3,3,14,4,https://ix.br/particip/ce,No,,137
55,"Czech Republic",Prague,Europe,"NIX.CZ - Neutral Internet eXchange for the Czech Republic",https://www.nix.cz/cs,Active,19960831,0,50.08000,14.43000,181,1200000000,0,160000000,0.000000,No,2020-03-27,1,25,1,27,47,14,https://www.nix.cz/en/networks,No,,383
39,Canada,Toronto,"North America","Toronto Internet Exchange",https://www.torix.ca/,Active,19980724,341350,43.67000,-79.40000,226,1172000000,706000000,316000000,0.000000,Yes,2021-04-03,1,26,1,4,35,3,https://www.torix.ca/peers/,Yes,YYZ,253
213,Spain,Madrid,Europe,"Punto Neutro Español de Internet",http://www.espanix.net/en/index.html,Active,19970000,148611,40.43000,-3.70000,97,1160000000,560340000,180000000,0.000000,Yes,2021-04-03,1,27,2,51,98,15,http://www.espanix.net/en/partners.html,Yes,MAD,383
126,Japan,Osaka,Asia-Pacific,"JPNAP Osaka",http://www.mfeed.co.jp/english/jpnap-osaka/index.html,Active,20020002,0,34.53000,135.50000,52,976250000,407000000,179000000,0.000000,No,2021-03-29,3,30,5,36,170,6,http://www.mfeed.co.jp/english/jpnap-osaka/customer.html,No,,249
255,"United States",Ashburn,"North America","Equinix IBX Ashburn",https://www.equinix.com/,Active,20021031,940424,39.02000,-77.46000,208,610000000,0,0,0.000000,Yes,0000-00-00,5,35,5,6,44,6,,Yes,IAD,253
320,"United States","New York","North America","New York International Internet Exchange",http://www.nyiix.net/,Active,19960000,157,40.75000,-74.00000,174,907550000,605230000,390000000,0.000000,Yes,2021-04-03,6,36,6,7,52,7,http://www.nyiix.net/members/,Yes,LGA,253
509,Poland,Warsaw,Europe,"Equinix IX Warsaw (ex-PLIX)",http://www.plix.pl/pl,Active,20060402,304605,52.23000,21.00000,266,883000000,521000000,150000000,0.000000,Yes,2018-11-02,4,38,3,15,26,19,http://www.plix.pl/pl/member,Yes,WAW,383
1265,"United States",Minneapolis,"North America","Midwest Internet Cooperative Exchange",http://www.micemn.net/,Active,20110111,0,44.98550,-93.27190,94,590890000,1,110000000,0.000000,No,2021-04-03,7,39,15,16,102,8,http://www.micemn.net/participants.html,No,MSP,253
15,Austria,Vienna,Europe,"Vienna Internet Exchange",https://www.vix.at/vixhome.html,Active,19960400,145453,48.20000,16.37000,149,796730000,478680000,142500000,3.693490,Yes,2021-04-03,1,40,1,33,60,20,https://www.vix.at/vix_participants.html,Yes,VIE,383
49,Colombia,Bogotá,"Latin America","NAP Colombia",https://www.nap.co,Active,20000629,0,4.70000,-74.13000,21,743000000,0,10000000,0.000000,No,2020-09-21,1,41,1,36,306,5,https://www.nap.co/miembros/,No,,137
125,Japan,Osaka,Asia-Pacific,"JPIX Osaka",https://www.jpix.ad.jp/en/,Active,20020400,0,34.53000,135.50000,49,726900000,467000000,150000000,0.000000,No,2021-04-03,4,43,7,40,185,8,https://www.jpix.ad.jp/jp/member.php,No,,249
249,Ukraine,Kiev,Europe,"Ukrainian Internet Exchange",https://www.ix.net.ua/en,Active,20000700,43962,50.40000,30.45000,180,707380000,169,110000000,0.000000,No,2021-04-03,3,44,1,28,48,22,https://www.ix.net.ua/members,No,,383
1272,Singapore,Singapore,Asia-Pacific,"Singapore Internet Exchange",https://www.sgix.sg/,Active,20100607,295147,1.37000,103.98000,133,702830000,287630000,120000000,0.000000,Yes,2021-04-03,2,45,2,14,68,9,https://www.sgix.sg/peering-members/,Yes,QPG,249
78,France,Paris,Europe,"Service for French Internet Exchange",https://www.sfinx.fr/,Active,19950000,10102,48.80000,2.33000,75,593600000,8000000,1500,0.000000,No,2021-04-03,2,49,6,63,127,24,https://www.sfinx.fr/,Yes,CDG,383
116,Ireland,Dublin,Europe,"Internet Neutral Exchange Association Limited",https://www.inex.ie/,Active,19960000,1011441,53.33000,-6.25000,107,451116604,319644659,169188976,0.000000,Yes,2021-07-11,1,50,1,45,88,25,https://www.inex.ie/about-us/inex-members/,Yes,DUB,383
64,"United Kingdom",London,Europe,"London Network Access Point",https://www.lonap.net/,Active,19980000,89149,51.48000,-0.45000,235,560000000,390323594,160208112,0.000000,Yes,2021-04-03,2,51,2,19,32,26,https://www.lonap.net/members.shtml,Yes,LHR,383
17,Belgium,Brussels,Europe,"Belgian National Internet Exchange",https://bnix.net/,Active,19950000,0,50.90000,4.53000,61,280000000,0,80000000,0.000000,No,2021-04-03,1,51,1,71,153,26,https://bnix.net/en/content/participants,No,,383
1088,Brazil,Londrina,"Latin America","Ponto de Troca de Trafego do Londrina",https://ix.br/adesao/lda,Active,20090215,0,-23.33000,-51.13000,34,530000000,21,5000000,0.000000,No,2021-11-03,4,53,21,26,241,6,https://ix.br/particip/lda,No,,137
616,Nigeria,Lagos,Africa,"Internet Exchange Point of Nigeria - Lagos",http://ixp.net.ng/,Active,20060000,9298,6.55000,3.35000,61,485522224,298081189,207319843,43.591020,Yes,2021-07-11,1,54,1,7,153,2,http://ixp.net.ng/member-list/,Yes,LOS,81
80,Germany,Berlin,Europe,"Berlin Commercial Internet Exchange",https://www.bcix.de/bcix/,Active,20020906,303761,52.38000,13.52000,115,438112253,275878801,102287012,0.000000,Yes,2021-07-11,2,55,8,44,83,28,https://www.bcix.de/bcix/members/,Yes,BER,383
147,"South Korea",Seoul,Asia-Pacific,"Korea Internet Neutral Exchange KINX",https://www.kinx.net/?lang=en,Active,20000600,191654,37.50000,126.93000,64,412000000,0,0,0.000000,Yes,2016-03-08,1,56,2,32,145,12,https://www.kinx.net/service/network/ix/localpeering/?lang=en,Yes,ICN,249
1137,Bulgaria,Sofia,Europe,"Bulgarian Internet eXchange",https://www.bix.bg/en/home.html,Active,20090801,255099,42.65000,23.38000,77,388390000,179500000,90000000,0.000000,Yes,2021-04-05,2,57,2,61,125,29,https://www.bix.bg/en/members/public_peers.html,Yes,SOF,383
1092,Brazil,"Porto Alegre","Latin America","Ponto de Troca de Trafego do Porto Alegre",https://ix.br/adesao/rs,Active,20020400,0,-30.00000,-51.18000,272,358380000,138000000,50000000,0.000000,No,2021-04-05,5,59,4,4,24,8,https://ix.br/particip/rs,No,,137
238,Taiwan,Taipei,Asia-Pacific,"Taiwan Internet Exchange",https://www.twix.net/index_e.html,Active,19971200,35830,25.03000,121.52000,26,328290000,110720000,50000000,0.000000,No,2021-04-03,1,60,2,62,276,13,https://www.twix.net/member_e.html,No,,249
1199,Brazil,Campinas,"Latin America","Ponto de Troca de Trafego do Campinas",https://ix.br/adesao/cas,Active,20091130,0,-22.90000,-47.08000,67,310352650,145259614,25007476,0.000000,No,2021-07-11,6,62,13,16,143,9,https://ix.br/particip/cas,No,,137
99,Hungary,Budapest,Europe,"Budapest Internet Exchange",http://www.bix.hu/,Active,19960000,0,47.43000,19.18000,79,298400000,122000000,46900000,0.000000,No,2021-04-03,1,64,1,59,121,30,http://www.bix.hu/en/members,No,,383
234,Switzerland,Zurich,Europe,SwissIX,https://www.swissix.ch/,Active,20010309,98444,47.48000,8.53000,228,293600737,185216454,88866795,0.000000,Yes,2021-07-11,1,66,2,20,34,31,https://www.swissix.ch/participation/participants,Yes,ZRH,383
204,Slovakia,Bratislava,Europe,"Slovak Internet eXchange Bratislava",http://www.six.sk/,Active,19961000,0,48.20000,17.20000,57,293431815,133428106,32287362,0.000000,No,2021-07-11,1,67,1,74,161,32,http://www.six.sk/index.php?lang=en&page=pripojene_siete,No,,383
81,Germany,Berlin,Europe,"Megaport Berlin IX",https://www.megaport.com/,Active,20030000,225699,52.38000,13.52000,56,286000000,0,0,0.000000,Yes,0000-00-00,3,68,12,76,163,33,https://www.ecix.net/connected-networks,Yes,FRA,383
1308,"South Africa","Cape Town",Africa,"NAPAfrica Cape Town",https://www.napafrica.net/,Active,20120000,252104,-33.98000,18.60000,226,285045321,191861788,82630755,0.000000,Yes,2021-07-11,2,69,2,2,35,3,https://www.napafrica.net/who-is-peering/,Yes,SDB,81
307,"United States",Miami,"North America","NAP of the Americas",https://enterprise.verizon.com/,Active,20040812,619952,25.83000,-80.29000,87,250000000,0,0,0.000000,Yes,0000-00-00,9,71,17,18,113,11,,No,,253
803,Netherlands,Rotterdam,Europe,"Rotterdam Internet eXchange",https://r-ix.nl/,Active,20070000,15279,51.95000,4.45000,29,250000000,0,40000000,0.000000,Yes,2018-02-28,4,71,10,122,259,34,https://r-ix.nl/content/customerlist,No,,383
601,Malaysia,"Kuala Lumpur",Asia-Pacific,"Malaysia Internet Exchange",http://www.myix.my/,Active,20061215,779150,3.13000,101.70000,75,249000000,0,0,0.000000,Yes,0000-00-00,1,73,1,28,127,15,http://www.myix.my/our-members/ordinary,Yes,KUL,249
1234,Luxembourg,Luxembourg,Europe,"Luxembourg Commercial Internet Exchange",http://www.lu-cix.lu/,Active,20100000,0,49.62000,6.22000,79,231000000,113300000,25000000,0.000000,No,2021-04-03,1,74,1,59,121,35,http://www.lu-cix.lu/members-list.html,No,,383
917,Poland,Poznan,Europe,"Poznan Internet Exchange",https://www.pozix.pl/,Active,20060310,0,52.42000,16.83000,15,230000000,90000000,29000000,0.000000,No,2020-01-31,5,75,9,162,359,36,https://www.pozix.pl/en/,No,,383
1341,"United Arab Emirates",Dubai,Europe,"UAE-IX by DE-CIX",https://www.uae-ix.net/,Active,20120224,2438,25.25000,55.33000,70,218400000,94200000,45000000,0.000000,Yes,2021-04-03,1,77,1,66,138,37,https://www.uae-ix.net/customers-partners/customers/,Yes,DXB,383
804,Romania,Bucharest,Europe,InterLAN-IX,https://www.interlan.ro/,Active,20070000,269021,44.50000,26.13000,120,195024290,143639530,49747279,0.000000,Yes,2021-07-11,1,81,1,41,78,40,https://www.interlan.ro/?t=5,Yes,OTP,383
121,Italy,Torino,Europe,"Torino Piemonte Exchange Point",https://www.top-ix.org/it/home/,Active,20020400,217948,45.22000,7.65000,120,191926000,97600000,10000000,0.000000,Yes,2021-04-03,2,82,3,41,78,41,https://www.top-ix.org/en/connected_networks/,Yes,TRN,383
94,Greece,Athens,Europe,"GR-IX Athens",https://www.gr-ix.gr/,Active,20000000,0,37.90000,23.70000,57,180228614,131793157,56737236,0.000000,Yes,2021-07-11,1,83,1,74,161,42,https://www.gr-ix.gr/members/,No,ATH,383
174,Norway,Oslo,Europe,"Norwegian Internet Exchange Oslo 1",http://www.nix.no/,Active,19930300,0,59.95000,10.70000,91,159000000,0,30000000,0.000000,No,2021-04-03,1,85,1,54,110,44,https://www.nix.no/who-is-connected/,No,,383
1269,Russia,"St. Petersburg",Europe,"DataIX St Petersburg",http://www.dataix.ru/,Active,20101020,0,59.93000,30.30000,298,160000000,0,20000000,0.000000,No,2021-04-03,2,86,3,13,21,45,http://www.dataix.ru/members/,No,LED,383
332,"United States",Portland,"North America","Northwest Access Exchange",http://www.nwax.net/,Active,20021200,242807,45.52000,-122.68000,96,159466308,107672187,53076237,0.000000,Yes,2021-07-11,12,87,14,15,100,14,http://www.nwax.net/Members,Yes,"PDX, PDX",253
1149,"United States","New York","North America","Digital Realty New York Internet Exchange",https://ix.digitalrealty.com/,Active,20090000,145150,40.75000,-74.00000,68,158000000,0,50000000,0.000000,Yes,2021-04-03,13,88,22,24,140,15,https://ix.digitalrealty.com/,Yes,LGA,253
117,Israel,"Tel Aviv",Europe,"Israeli Internet Exchange",https://en.isoc.org.il/iix/about-iix,Active,19960000,0,32.00000,34.90000,20,157490000,61000000,25000000,0.000000,Yes,2021-04-03,1,89,1,147,322,46,https://en.isoc.org.il/iix/iix-users,Yes,TLV,383
627,Sweden,Stockholm,Europe,"Stockholm Internet Exchange",https://www.sthix.net/,Active,20070000,0,59.33000,18.05000,122,150609965,96576272,37849121,0.000000,No,2021-07-11,2,91,2,38,74,48,https://www.sthix.net/index.php/home/connected-networks/,No,,383
630,"United States","Kansas City","North America","Kansas City Internet Exchange",http://www.kcix.net/,Active,20060000,118857,39.10000,-94.58000,72,150000000,0,25000000,0.000000,Yes,2021-04-03,14,92,20,22,134,16,http://www.kcix.net/,Yes,MCI,253
237,Taiwan,Taipei,Asia-Pacific,"Taipei Internet Exchange (TPIX)",http://www.tpix.net.tw/,Active,20020702,0,25.03000,121.52000,42,150000000,75,35000000,0.000000,No,2021-04-03,2,92,1,48,212,16,http://www.tpix.net.tw/mem_list.html,No,TPE,249
88,Germany,Hamburg,Europe,"DE-CIX Hamburg",https://www.de-cix.net/en/locations/germany/hamburg,Active,20070000,274962,53.55000,10.03000,215,146200000,87200000,30000000,0.000000,Yes,2021-06-10,5,96,4,22,38,49,https://www.de-cix.net/en/locations/germany/hamburg/connected-networks,No,,383
613,"Czech Republic",Prague,Europe,"Neutral czFree eXchange",http://www.nfx.cz/,Active,20070000,0,50.08000,14.43000,10,145880000,69890000,18000000,0.000000,No,2021-04-03,3,97,3,187,431,50,http://www.nfx.cz/clenove,No,,383
29,Brazil,"São Paulo","Latin America","Equinix São Paulo",https://ix.equinix.com,Active,19980000,0,-23.62000,-46.65000,50,140000000,100000000,76000000,50.000000,No,0000-00-00,8,98,16,19,178,11,,No,,137
58,Ecuador,Quito,"Latin America","NAP AEPROVI Quito",http://aeprovi.org.ec/es/napec,Active,20030000,0,-0.15000,-78.48000,21,137529197,59186211,11855227,0.000000,No,2021-07-10,1,99,1,36,306,12,http://aeprovi.org.ec/es/napec/topologia,No,,137
120,Italy,Rome,Europe,"Roma Internet Exchange Point",https://www.namex.it/,Active,19960000,0,41.90000,12.45000,168,125975615,85432303,31611684,0.000000,Yes,2021-07-11,3,103,2,30,54,52,https://www.namex.it/connected_networks/,Yes,FCO,383
8,Australia,Melbourne,Asia-Pacific,"IX Australia (Melbourne VIC)",https://www.ix.asn.au/peering/,Active,20110000,0,-37.82000,144.97000,119,110300000,51400000,39100000,0.000000,No,2020-07-09,4,106,5,17,80,20,https://www.ix.asn.au/peers-vic/,No,,249
516,Russia,Krasnoyarsk,Europe,"Krasnoyarsk Internet Exchange",http://www.red-ix.ru/,Active,20060000,0,56.17000,92.50000,48,106520000,54330000,23260000,0.000000,No,2021-04-03,4,107,18,90,186,53,http://www.red-ix.ru/members/,No,,383
209,"South Africa",Johannesburg,Africa,"Johannesburg Internet Exchange",https://ispa.org.za/,Active,19960600,219839,-26.13000,28.23000,122,92248506,59904565,24954500,0.000000,Yes,2021-07-11,3,108,3,3,74,4,https://ispa.org.za/,Yes,"HLA, JNB",81
51,Croatia,Zagreb,Europe,"Croatian Internet Exchange",https://www.cix.hr/,Active,20000000,0,45.82000,16.03000,34,50462966,34851626,12462276,0.000000,Yes,2021-07-09,1,110,1,115,241,54,https://www.cix.hr/clanice/clanice,Yes,ZAG,383
894,Japan,Tokyo,Asia-Pacific,"JPNAP Tokyo II - Ikebukuro",http://www.jpnap.net/english/jpnap-tokyo-ii/index.html,Active,20080401,0,35.55000,139.78000,5,100000000,48000000,19000000,0.000000,No,2019-03-25,5,111,14,118,571,21,http://www.jpnap.net/english/jpnap-tokyo-ii/customer.html,No,,249
1350,Serbia,Belgrade,Europe,"Serbian Open Exchange",http://www.sox.rs/,Active,20100900,303547,44.82958,20.46547,40,100000000,0,0,0.000000,Yes,0000-00-00,1,111,1,104,221,55,http://www.sox.rs/en/?id=News&lang=en,Yes,BEG,383
1233,Italy,Milan,Europe,"Milan Neutral Access Point",https://www.minap.it/,Active,20080000,0,45.45000,9.17000,75,95733018,63903779,25511075,0.000000,No,2021-07-11,4,115,4,63,127,57,https://www.minap.it/members/,No,,383
20,Brazil,Brasília,"Latin America","Ponto de Troca de Tráfego do Brasília",https://ix.br/adesao/df,Active,20090000,0,-15.78000,-47.93000,93,94730000,30600000,5000000,0.000000,No,2021-04-03,9,116,9,12,105,13,http://ix.br/particip/df,No,,137
186,Portugal,Lisbon,Europe,"Gigabit Portuguese Internet Exchange Point",https://gigapix.pt/en/index/,Active,19951000,181368,38.73000,-9.15000,44,86010000,56600000,20000000,0.000000,Yes,2021-04-03,1,118,2,99,205,58,https://gigapix.pt/en/members/,Yes,LIS,383
1271,Germany,Munich,Europe,"DE-CIX Munich",https://www.de-cix.net/en/locations/germany/munich,Active,20100400,262737,48.13000,11.70000,217,85200000,60300000,22000000,0.000000,Yes,2021-06-10,6,119,3,21,37,59,https://www.de-cix.net/en/locations/germany/munich/connected-networks,No,,383
195,Russia,"St. Petersburg",Europe,"MSK-IX St. Petersburg",http://www.msk-ix.ru/eng/,Active,20090000,0,59.93000,30.30000,103,83400000,0,0,0.000000,No,2016-06-06,6,122,8,48,93,61," http://www.msk-ix.ru/en/members/",No,,383
1241,Russia,Simferopol,Europe,"Crimea Internet Exchange",https://crimea-ix.net/,Active,20060220,0,44.95210,34.10240,53,77000000,37900000,15000000,0.000000,No,2021-04-03,7,123,16,80,168,62,https://crimea-ix.net/members.html,No,,383
1128,Italy,Padova,Europe,"VSIX NAP del Nord Est",https://www.vsix.it/,Active,20090901,0,45.40000,11.85000,1,73090000,28600000,5000000,0.000000,No,2021-04-05,5,124,12,260,675,63,https://www.vsix.it/it/chi-siamo/aderenti.htm,No,,383
128,Japan,Osaka,Asia-Pacific,NSPIXP-3,http://nspixp.wide.ad.jp/3/,Active,19970300,0,34.53000,135.50000,23,72000000,0,0,0.000000,No,0000-00-00,6,125,9,64,294,23,,No,,249
145,"South Korea",Seoul,Asia-Pacific,"LGDACOM Internet Exchange",,Active,19961000,0,37.50000,126.93000,52,70000000,0,0,0.000000,No,0000-00-00,2,126,3,36,170,24,,No,,249
539,Philippines,Manila,Asia-Pacific,"Philippine Open Internet Exchange",http://phopenix.net/,Active,20070000,725560,14.58000,120.95000,60,68680000,43820000,20000000,0.000000,Yes,2021-04-03,1,129,1,33,156,26,http://phopenix.net/members/,Yes,MNL,249
373,"United States","Los Angeles","North America","Any2 California",https://www.coresite.com/,Active,20051200,621289,33.97000,-118.25000,449,68000000,0,0,0.000000,Yes,2009-06-22,20,130,1,1,10,22,https://www.coresite.com/solutions/interconnection/peering-exchanges/any2-internet-peering-exchange/any2-peering-participants,Yes,SNA,253
369,"United States","San Francisco","North America","San Francisco Metropolitan Internet Exchange",https://www.sfmix.org/,Active,20060500,240175,37.78000,-122.43000,75,67000000,0,25000000,0.000000,Yes,2021-04-03,21,132,19,20,127,23,https://www.sfmix.org/participants,Yes,SFO,253
1332,"United Kingdom",Manchester,Europe,"IXManchester powered by LINX",https://www.linx.net/,Active,20120429,4695,53.35000,-2.27000,89,64000000,45000000,20000000,0.000000,Yes,2018-08-22,3,134,4,55,111,66,https://portal.linx.net/members/list-ip-asn,Yes,MAN,383
9,Australia,Perth,Asia-Pacific,"IX Australia (Perth WA)",https://www.ix.asn.au/peering/,Active,19970000,32274,-31.93000,115.95000,100,61200000,29400000,20700000,0.000000,Yes,2020-07-09,6,137,7,19,97,29,https://www.ix.asn.au/peers-wa/,Yes,PER,249
1319,China,"Hong Kong",Asia-Pacific,"AMS-IX Hong Kong",https://ams-ix.hk/,Active,20120401,0,22.33000,114.18000,58,61045000,31879000,530000,3.070990,No,2021-04-03,2,138,3,35,159,30,https://ams-ix.hk/connected_parties,No,,249
211,Spain,Barcelona,Europe,"Catalunya Neutral Internet Exchange Point",http://www.catnix.net/,Active,19990407,122769,41.28000,2.07000,46,59830000,36000000,10000000,0.000000,Yes,2021-04-03,3,140,3,95,196,68,http://www.catnix.net/participants.json,Yes,BCN,383
205,Slovenia,Ljubljana,Europe,"Slovenian Internet Exchange",http://arnes.splet.arnes.si/infrastruktura/six-sticisce-omrezij/,Active,19940200,0,46.22000,14.48000,27,59480000,32300000,14000000,0.000000,No,2021-04-03,1,141,1,125,267,69,http://www.arnes.si/infrastruktura/six-sticisce-omrezij/clanstvo-v-six/,No,,383
1077,"United States",Boston,"North America","Massachusetts Internet Exchange",http://mass-ix.net/,Active,20150514,237255,42.37000,-71.03000,43,52000000,0,18000000,0.000000,Yes,2021-04-03,22,144,29,32,209,25,http://mass-ix.net/peering.html,Yes,BVY,253
54,"Czech Republic",Brno,Europe,"Brno Internet Exchange Point",http://www.br-ix.cz/,Active,0,0,49.15000,16.70000,7,51000000,0,12000000,0.000000,No,2021-01-05,4,145,4,217,517,70,,No,,383
189,Romania,Bucharest,Europe,"Romanian National Internet Exchange",http://www.ronix.ro/,Active,20010907,0,44.50000,26.13000,38,47000000,30000000,11000000,0.000000,No,2019-02-03,2,148,3,106,228,71,https://www.ronix.ro/en/members-2/,No,,383
56,Denmark,Copenhagen,Europe,"Danish Internet Exchange",http://www.dix.dk/,Active,19940500,0,55.67000,12.57000,48,44207242,0,0,0.000000,No,2017-02-22,2,151,2,90,186,72,http://www.dix.dk/connectednetworks.html,No,,383
22,Brazil,Florianópolis,"Latin America","Ponto de Troca de Tráfego do Florianópolis",https://ix.br/adesao/sc,Active,20080000,0,-27.58000,-48.57000,92,44180000,6040000,2000000,0.000000,No,2021-04-03,11,152,10,13,107,15,https://ix.br/particip/sc,No,,137
190,Russia,Ekaterinburg,Europe,"MSK-IX Ekaterinburg",https://www.msk-ix.ru/en/,Active,20121201,0,56.80000,60.63000,62,43200000,0,0,0.000000,No,2016-06-06,8,154,13,70,150,74,https://www.msk-ix.ru/en/members/,No,,383
325,"United States","Palo Alto","North America","Equinix Palo Alto",https://www.equinix.com/services/interconnection-connectivity/,Active,19941200,1342039,37.44000,-122.15000,92,41000000,0,0,0.000000,Yes,0000-00-00,24,156,16,17,107,28,,Yes,PAO,253
206,"South Africa","Cape Town",Africa,"Cape Town Internet Exchange",https://ispa.org.za/,Active,20090700,96641,-33.98000,18.60000,62,38953149,23561757,10260128,0.000000,Yes,2021-07-11,4,158,6,6,150,6,https://ispa.org.za/membership/list-of-members/,Yes,CPT,81
1200,Brazil,Recife,"Latin America","Ponto de Troca de Trafego do Recife",https://ix.br/adesao/pe,Active,20091201,0,-8.07000,-34.85000,108,36440000,6960000,2000000,0.000000,No,2021-04-05,12,160,7,10,87,16,https://ix.br/particip/pe,No,,137
69,Finland,Helsinki,Europe,"Finnish Communication and Internet Exchange Helsinki",https://www.ficix.fi/,Active,19930000,0,60.17000,25.00000,47,36000000,0,0,0.000000,No,2013-03-20,1,162,1,92,188,76,https://www.ficix.fi/membership/ficix-jasenet/,No,,383
143,Kenya,Nairobi,Africa,"Kenya Internet Exchange Point",https://www.tespok.co.ke/?page_id=11648,Active,20010200,184030,-1.32000,36.82000,51,35356586,21514739,5934746,0.000000,Yes,2021-07-09,1,165,1,8,174,7,https://www.tespok.co.ke/?page_id=11646,Yes,NBO,81
1362,"South Africa",Durban,Africa,"Durban Internet eXchange",https://wiki.inx.net.za/display/pub/DINX+-+Durban+Internet+Exchange,Active,20120914,6730,-29.97000,30.95000,71,32231377,17604509,4755308,0.000000,Yes,2021-07-11,5,166,5,5,136,8,,Yes,DUR,81
