1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Country Name,Country Code,Indicator Name,Indicator Code,data_country,data_year
,398.577007,410.7064685,423.2474072,436.1562956,449.4135285,462.9734885,477.1029269,491.6313436,506.0068218,518.8742414,525.2838903,532.7395329,546.5531075,560.4041407,573.8675962,586.77176,600.2749328,614.6389337,629.2398479,644.7704156,661.8639932,680.3052623,699.4351848,718.554498,737.182907,754.9492663,771.9924407,788.8824844,805.8206499,823.136291,839.232035,854.8214028,871.3125682,888.1838442,904.9192441,920.9254667,937.5372667,955.2928555,973.7637244,992.4969425,1011.527111,1030.497242,1048.653346,1066.218983,1082.527387,1095.712,1107.289959,1117.164616,1127.040101,1139.979558,1153.960244,1168.400161,1183.299831,1198.135507,1212.491357,1227.50686,1242.943566,1257.462995,1271.538926,1286.171553,,Bangladesh,BGD,Population density (people per sq. km of land area),EN.POP.DNST,,
,71.79895146,72.43013649,73.01947935,73.61782518,74.15861882,74.64572901,75.11729187,75.65400886,76.23765706,76.73844346,77.16166501,77.52146796,77.92612311,78.44838651,78.82800325,79.17019796,79.58223809,79.67126458,79.77890265,80.10065082,80.36804664,80.60613758,80.80753864,80.99682726,80.9956341,80.9741571,81.09336527,81.18454307,80.24018801,78.80583024,78.0291693,77.19573353,76.58241887,76.32279671,75.98361204,75.59275061,75.13394197,74.63424026,74.2169755,73.85132423,72.3957516,72.03272978,71.48411327,70.95310776,70.4986377,69.97166529,69.47185342,68.98592211,68.57445652,68.12453021,67.68909359,67.2981577,66.92257738,66.54327561,66.120035,65.65790346,65.18005711,64.71109985,64.25719418,63.87265107,,Bulgaria,BGR,Population density (people per sq. km of land area),EN.POP.DNST,,
,241.9855072,251.2449275,260.7115942,270.415942,279.7275362,288.4333333,296.9797101,305.5086957,314.0521739,322.5434783,334.7710145,352.3811594,371.9304348,392.2130435,413.2115942,434.8463768,457.0101449,479.5826087,502.4594203,525.5,547,566.6913043,586.626087,607.5608696,629.5289855,652.457971,676.1811594,700.4884058,725.1434783,749.8811594,775.9637681,780.943662,808.1056338,835.5690141,863.2873239,891.2056338,919.215493,947.1605634,974.8352113,1002.030986,1028.530986,1053.977465,1080.911111,1141.713699,1218.812162,1312.136486,1387.376,1460.977632,1551.911842,1592.709974,1580.28292,1590.82987,1638.536364,1700.562905,1750.825193,1809.577664,1867.735897,1906.846154,1908.286079,1882.126115,,Bahrain,BHR,Population density (people per sq. km of land area),EN.POP.DNST,,
,12.00959041,12.61788212,13.25064935,13.86463536,14.47042957,15.11718282,15.8038961,16.52907093,17.25724276,17.895005,18.42507493,18.8992008,19.33696304,19.75694306,20.16793207,20.58901099,21.03236763,21.48011988,21.92067932,22.35284715,22.77282717,23.19450549,23.63496503,24.09250749,24.56893107,25.05534466,25.53626374,26.01918082,26.52277722,27.04085914,27.57822178,28.16913087,28.78761239,29.37032967,29.92547453,30.46283716,30.98611389,31.50829171,31.9952048,32.46893107,32.92967033,33.36683317,33.81518482,34.27462537,34.74565435,35.23116883,35.73086913,36.24325674,36.76893107,37.28991009,37.75724276,38.16793207,38.52647353,38.87422577,39.23046953,39.55804196,39.86213786,40.15044955,40.41528472,40.60649351,,"Bahamas, The",BHS,Population density (people per sq. km of land area),EN.POP.DNST,,
,64.94791016,66.16234375,67.35414062,68.51482422,69.63900391,70.71970703,71.74544922,72.71615234,73.64015625,74.52267578,75.37582031,76.20888672,77.0146875,77.79419922,78.55644531,79.29763672,80.01007813,80.69376953,81.35763672,82.02773437,82.73378906,83.47681641,84.22892578,84.95306641,85.61144531,86.19871094,86.72460938,87.17421875,87.52402344,87.77949219,87.93722656,83.51035156,77.01134766,73.48300781,73.25248047,76.32326172,79.05757813,80.37224609,81.11355469,81.62792969,81.93226562,82.00019531,81.71400391,80.91523437,79.96673828,79.25949219,78.27882813,77.019375,75.73730469,74.4353125,73.10824219,71.76511719,70.65544922,69.74742188,68.83445312,67.98800781,67.18802734,66.40876953,65.63888672,64.81263672,,Bosnia and Herzegovina,BIH,Population density (people per sq. km of land area),EN.POP.DNST,,
,40.75936293,41.15710006,41.5774659,42.00614996,42.42884176,42.85508161,43.29440984,43.73251597,44.15508949,44.54781992,44.92024758,45.2819128,45.61850509,45.91571395,46.15922889,46.37605456,46.63230308,46.93783017,47.22857368,47.5193172,47.84948356,48.17472207,48.50488843,48.8350548,49.15536545,49.49045967,49.82555389,49.96846172,50.11629741,50.21164157,50.23481235,50.34529488,50.4655186,50.40938396,50.24859022,50.08315833,49.87519657,49.65741092,49.43297754,49.19747791,48.9467226,48.639731,48.30124836,47.97547519,47.64468799,47.33728266,47.12127096,46.95855635,46.84414336,46.74096855,46.62975211,46.5593029,46.53937252,46.55060033,46.61133719,46.64994482,46.59875953,46.50105922,46.41075062,46.21121293,,Belarus,BLR,Population density (people per sq. km of land area),EN.POP.DNST,,
,4.110346339,4.216922402,4.334151688,4.461727313,4.596142043,4.73748356,4.884305129,5.033976326,5.179526523,5.300526085,5.396361245,5.482419991,5.562253398,5.638754932,5.73437089,5.851424814,5.970320035,6.090881192,6.217580009,6.362691802,6.52187637,6.681674704,6.841429198,7.002235861,7.165103025,7.329723805,7.49583516,7.664050855,7.834064007,8.004778606,8.174572556,8.342788251,8.512801403,8.698640947,8.92398071,9.199473915,9.518500658,9.860017536,10.20311267,10.53950022,10.87680842,11.22257782,11.57378343,11.93020605,12.291758,12.65800088,13.02818939,13.40074529,13.77338886,14.1212626,14.44708461,14.77680842,15.11126699,15.44651469,15.7768961,16.10315651,16.42669882,16.74993424,17.05808856,17.31350285,,Belize,BLZ,Population density (people per sq. km of land area),EN.POP.DNST,,
,842.5925926,862.962963,883.3333333,905.5555556,927.7777778,944.4444444,962.962963,981.4814815,1000,1018.518519,1011.111111,1003.703704,996.2962963,988.8888889,981.4814815,985.1851852,988.8888889,992.5925926,996.2962963,1012.407407,1019.444444,1026.833333,1035.740741,1044.87037,1053.666667,1062.62963,1071.277778,1080.5,1089.648148,1098.62963,1092.981481,1085.092593,1090.925926,1098.518519,1106.407407,1113.5,1120.314815,1128.574074,1134.907407,1145.055556,1157.481481,1165.037037,1172.685185,1180.37037,1188.037037,1194.87037,1201.62963,1208.759259,1215.481481,1206,1195.62963,1199.962963,1203.722222,1206.259259,1208.092593,1195.444444,1182.833333,1183.666667,1183.537037,1183.203704,,Bermuda,BMU,Population density (people per sq. km of land area),EN.POP.DNST,,
,3.493717345,3.567008216,3.642323456,3.719627065,3.799050125,3.880794794,3.964985692,4.05173913,4.141140958,4.233077633,4.327764239,4.425186006,4.52529124,4.628233176,4.733477338,4.841092034,4.951460353,5.06427767,5.178971661,5.295013385,5.412157297,5.530432936,5.649976922,5.77118619,5.894609065,6.020477245,6.149205206,6.280875104,6.414787224,6.550534478,6.687797471,6.825827564,6.96435798,7.102115757,7.238503646,7.375027232,7.511879442,7.649707376,7.79013385,7.931926521,8.073556725,8.216175575,8.360913874,8.507596234,8.65631681,8.808883043,8.964416136,9.120828025,9.278424259,9.437154989,9.596830056,9.756943598,9.917242684,10.07752885,10.23731653,10.39694914,10.55620142,10.71439583,10.87170221,11.01833472,,Bolivia,BOL,Population density (people per sq. km of land area),EN.POP.DNST,,
,9.012771741,9.284268749,9.561404212,9.842236909,10.1247104,10.40653578,10.68698155,10.96646455,11.24656694,11.53006231,11.81677837,12.10728631,12.40310691,12.70227252,13.00534748,13.31474515,13.63220597,13.95817514,14.29113451,14.63105224,14.97558787,15.32220027,15.67063605,16.01896774,16.36526548,16.70746781,17.04521149,17.37874372,17.70769705,18.03109855,18.34576174,18.65256983,18.95647536,19.26032251,19.56360243,19.86531956,20.16557595,20.46385966,20.75656558,21.04220796,21.32195453,21.59292438,21.85046888,22.10085533,22.34915113,22.59123226,22.82558715,23.05205668,23.27282733,23.49248661,23.7116514,23.92610162,24.13476766,24.34269467,24.54950563,24.74947512,24.94633495,25.14513899,25.33851766,25.50762538,,Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,,
,543.4837209,546.1139535,548.5465116,550.7767442,552.7767442,554.6372093,556.3674419,557.9186047,559.5209302,561.3883721,563.6046512,566.1813953,568.9372093,571.7465116,574.627907,577.5790698,580.6116279,583.7418605,586.8232558,589.7093023,592.2883721,594.5162791,596.5232558,598.3232558,599.7930233,600.8604651,601.5209302,601.772093,601.7651163,602.0186047,603.2604651,605.144186,606.9651163,608.6325581,610.0069767,611.1465116,612.1488372,613.1209302,614.3488372,615.4813953,617.155814,619.6627907,622.0906977,624.4302326,626.6906977,628.8953488,631.2651163,634.0348837,636.7232558,638.8627907,640.6651163,642.3186047,643.872093,645.3325581,646.7046512,648.0209302,649.272093,650.4372093,651.5813953,652.7744186,,Barbados,BRB,Population density (people per sq. km of land area),EN.POP.DNST,,
,16.99449715,17.80588235,18.6483871,19.52637571,20.43377609,21.36565465,22.32030361,23.29487666,24.29070209,25.30227704,26.31233397,27.3028463,28.28557875,29.28159393,30.29468691,31.32144213,32.36432638,33.42998102,34.52580645,35.65863378,36.83092979,38.07020873,39.37817837,40.73662239,42.14781784,43.60815939,45.10664137,46.62789374,48.16337761,49.70170778,51.20683112,52.64060721,54.02523719,55.39563567,56.75464896,58.10170778,59.43358634,60.74990512,62.05787476,63.36356736,64.65806452,65.93225806,67.18121442,68.39867173,69.5857685,70.74155598,71.8686907,72.97305503,74.06280835,75.15237192,76.18709677,77.1601518,78.12182163,79.06185958,79.96907021,80.83377609,81.64629981,82.40493359,83.12106262,83.81878558,,Brunei Darussalam,BRN,Population density (people per sq. km of land area),EN.POP.DNST,,
,4.8599405,4.995762258,5.142392398,5.295978426,5.457911521,5.62840571,5.807396785,5.994948954,6.191725703,6.397149156,6.609956552,6.830212101,7.058622092,7.294951095,7.539520151,7.793142564,8.05571132,8.327205017,8.605247951,8.88763564,9.174089849,9.464310939,9.760353573,10.06281703,10.37022451,10.68319671,11.0015624,11.3231385,11.64756116,11.95218629,12.15054684,11.6846949,11.14735783,13.09698492,13.25467337,13.50487437,13.74032663,13.99856784,14.34648241,14.75394472,15.15663317,15.55396985,15.94540201,17.0525225,17.40228769,17.66298502,17.88215232,18.09525933,18.30359157,18.50922161,18.71424824,18.91924863,19.12241257,19.31833565,19.49980324,19.65606648,19.82280306,19.98154169,20.12215522,20.25448348,,Bhutan,BTN,Population density (people per sq. km of land area),EN.POP.DNST,,
,0.925313641,0.946531858,0.968787606,0.992137349,1.007490339,1.014336633,1.021161753,1.028099801,1.035302525,1.045019674,1.066008505,1.105642899,1.159716267,1.220279498,1.284438798,1.352361795,1.423902034,1.498763079,1.576588499,1.656129021,1.734065604,1.805108253,1.871644346,1.939494998,2.009253083,2.080819791,2.153337568,2.225525382,2.296809768,2.367042507,2.436052441,2.506828649,2.580173981,2.653016428,2.72375558,2.791750922,2.857364177,2.921495245,2.984768761,3.04728001,3.108940765,3.167522453,3.223515607,3.280371606,3.339874367,3.403214935,3.470747975,3.541933549,3.615472977,3.690759268,3.765526794,3.838556279,3.91240626,3.988453055,4.067494221,4.150858433,4.23806751,4.32553244,4.410745858,4.493148413,,Botswana,BWA,Population density (people per sq. km of land area),EN.POP.DNST,,
