Country Code ISO3,Country,2021 SDG Index Score,2021 SDG Index Rank,Percentage missing values,Spillover Score (0-100),Regional Score (0-100),Regions used for the SDR, Population in 2020 ,Goal 1 Dash,Goal 1 Trend,Goal 2 Dash,Goal 2 Trend,Goal 3 Dash,Goal 3 Trend,Goal 4 Dash,Goal 4 Trend,Goal 5 Dash,Goal 5 Trend,Goal 6 Dash,Goal 6 Trend,Goal 7 Dash,Goal 7 Trend,Goal 8 Dash,Goal 8 Trend,Goal 9 Dash,Goal 9 Trend,Goal 10 Dash,Goal 10 Trend,Goal 11 Dash,Goal 11 Trend,Goal 12 Dash,Goal 12 Trend,Goal 13 Dash,Goal 13 Trend,Goal 14 Dash,Goal 14 Trend,Goal 15 Dash,Goal 15 Trend,Goal 16 Dash,Goal 16 Trend,Goal 17 Dash,Goal 17 Trend,Poverty headcount ratio at $1.90/day (%),Year: sdg1_wpc,Imputation: sdg1_wpc,Normalized Score: sdg1_wpc,Dashboard Color: sdg1_wpc,Trend: sdg1_wpc,Poverty headcount ratio at $3.20/day (%),Year: sdg1_320pov,Imputation: sdg1_320pov,Normalized Score: sdg1_320pov,Dashboard Color: sdg1_320pov,Trend: sdg1_320pov,Poverty rate after taxes and transfers (%),Year: sdg1_oecdpov,Dashboard Color: sdg1_oecdpov,Trend: sdg1_oecdpov,Prevalence of undernourishment (%),Year: sdg2_undernsh,Imputation: sdg2_undernsh,Normalized Score: sdg2_undernsh,Dashboard Color: sdg2_undernsh,Trend: sdg2_undernsh,Prevalence of stunting in children under 5 years of age (%),Year: sdg2_stunting,Imputation: sdg2_stunting,Normalized Score: sdg2_stunting,Dashboard Color: sdg2_stunting,Trend: sdg2_stuntihme,Prevalence of wasting in children under 5 years of age (%),Year: sdg2_wasting,Imputation: sdg2_wasting,Normalized Score: sdg2_wasting,Dashboard Color: sdg2_wasting,Trend: sdg2_wasteihme,"Prevalence of obesity, BMI ≥ 30 (% of adult population)",Year: sdg2_obesity,Normalized Score: sdg2_obesity,Dashboard Color: sdg2_obesity,Trend: sdg2_obesity,Human Trophic Level (best 2-3 worst),Year: sdg2_trophic,Normalized Score: sdg2_trophic,Dashboard Color: sdg2_trophic,Trend: sdg2_trophic,Cereal yield (tonnes per hectare of harvested land),Year: sdg2_crlyld,Normalized Score: sdg2_crlyld,Dashboard Color: sdg2_crlyld,Trend: sdg2_crlyld,Sustainable Nitrogen Management Index (best 0-1.41 worst),Year: sdg2_snmi,Normalized Score: sdg2_snmi,Dashboard Color: sdg2_snmi,Trend: sdg2_snmi,Yield gap closure (% of potential yield),Year: sdg2_yieldgap,Dashboard Color: sdg2_yieldgap,Exports of hazardous pesticides (tonnes per million population),Year: sdg2_pestexp,Normalized Score: sdg2_pestexp,Dashboard Color: sdg2_pestexp,"Maternal mortality rate (per 100,000 live births) ",Year: sdg3_matmort,Normalized Score: sdg3_matmort,Dashboard Color: sdg3_matmort,Trend: sdg3_matmort,"Neonatal mortality rate (per 1,000 live births)",Year: sdg3_neonat,Normalized Score: sdg3_neonat,Dashboard Color: sdg3_neonat,Trend: sdg3_neonat,"Mortality rate, under-5 (per 1,000 live births)",Year: sdg3_u5mort,Normalized Score: sdg3_u5mort,Dashboard Color: sdg3_u5mort,Trend: sdg3_u5mort,"Incidence of tuberculosis (per 100,000 population)",Year: sdg3_tb,Normalized Score: sdg3_tb,Dashboard Color: sdg3_tb,Trend: sdg3_tb,"New HIV infections (per 1,000 uninfected population)",Year: sdg3_hiv,Normalized Score: sdg3_hiv,Dashboard Color: sdg3_hiv,Trend: sdg3_hiv,"Age-standardized death rate due to cardiovascular disease, cancer, diabetes, or ",Year: sdg3_ncds,Normalized Score: sdg3_ncds,Dashboard Color: sdg3_ncds,Trend: sdg3_ncds,Age-standardized death rate attributable to household air pollution and ambient ,Year: sdg3_pollmort,Normalized Score: sdg3_pollmort,Dashboard Color: sdg3_pollmort,"Traffic deaths (per 100,000 population)",Year: sdg3_traffic,Normalized Score: sdg3_traffic,Dashboard Color: sdg3_traffic,Trend: sdg3_traffic,Life expectancy at birth (years),Year: sdg3_lifee,Normalized Score: sdg3_lifee,Dashboard Color: sdg3_lifee,Trend: sdg3_lifee,"Adolescent fertility rate (births per 1,000 females aged 15 to 19)",Year: sdg3_fertility,Normalized Score: sdg3_fertility,Dashboard Color: sdg3_fertility,Trend: sdg3_fertility,Births attended by skilled health personnel (%),Year: sdg3_births,Normalized Score: sdg3_births,Dashboard Color: sdg3_births,Trend: sdg3_births,Surviving infants who received 2 WHO-recommended vaccines (%),Year: sdg3_vac,Normalized Score: sdg3_vac,Dashboard Color: sdg3_vac,Trend: sdg3_vac,Universal health coverage (UHC) index of service coverage (worst 0-100 best),Year: sdg3_uhc,Normalized Score: sdg3_uhc,Dashboard Color: sdg3_uhc,Trend: sdg3_uhc,"Subjective well-being (average ladder score, worst 0-10 best)",Year: sdg3_swb,Normalized Score: sdg3_swb,Dashboard Color: sdg3_swb,Trend: sdg3_swb,Gap in life expectancy at birth among regions (years),Year: sdg3_region,Dashboard Color: sdg3_region,Gap in self-reported health status by income (percentage points),Year: sdg3_incomeg,Dashboard Color: sdg3_incomeg,Trend: sdg3_incomeg,Daily smokers (% of population aged 15 and over),Year: sdg3_smoke,Dashboard Color: sdg3_smoke,Trend: sdg3_smoke,Net primary enrollment rate (%),Year: sdg4_primary,Imputation: sdg4_primary,Normalized Score: sdg4_primary,Dashboard Color: sdg4_primary,Trend: sdg4_primary,Lower secondary completion rate (%),Year: sdg4_second,Imputation: sdg4_second,Normalized Score: sdg4_second,Dashboard Color: sdg4_second,Trend: sdg4_second,Literacy rate (% of population aged 15 to 24),Year: sdg4_literacy,Normalized Score: sdg4_literacy,Dashboard Color: sdg4_literacy,Participation rate in pre-primary organized learning (% of children aged 4 to 6),Year: sdg4_earlyedu,Imputation: sdg4_earlyedu,Dashboard Color: sdg4_earlyedu,Trend: sdg4_earlyedu,Tertiary educational attainment (% of population aged 25 to 34),Year: sdg4_tertiary,Dashboard Color: sdg4_tertiary,Trend: sdg4_tertiary,PISA score (worst 0-600 best),Year: sdg4_pisa,Dashboard Color: sdg4_pisa,Trend: sdg4_pisa,Variation in science performance explained by socio-economic status (%),Year: sdg4_socioec,Dashboard Color: sdg4_socioec,Trend: sdg4_socioec,Underachievers in science (% of 15-year-olds) ,Year: sdg4_science,Dashboard Color: sdg4_science,Trend: sdg4_science,Resilient students in science (% of 15-year-olds),Year: sdg4_resil,Dashboard Color: sdg4_resil,Trend: sdg4_resil,Demand for family planning satisfied by modern methods (% of females aged 15 to ,Year: sdg5_familypl,Imputation: sdg5_familypl,Normalized Score: sdg5_familypl,Dashboard Color: sdg5_familypl,Trend: sdg5_fplmodel,Ratio of female-to-male mean years of education received (%),Year: sdg5_edat,Normalized Score: sdg5_edat,Dashboard Color: sdg5_edat,Trend: sdg5_edat,Ratio of female-to-male labor force participation rate (%),Year: sdg5_lfpr,Normalized Score: sdg5_lfpr,Dashboard Color: sdg5_lfpr,Trend: sdg5_lfpr,Seats held by women in national parliament (%),Year: sdg5_parl,Normalized Score: sdg5_parl,Dashboard Color: sdg5_parl,Trend: sdg5_parl,Gender wage gap (% of male median wage),Year: sdg5_paygap,Dashboard Color: sdg5_paygap,Trend: sdg5_paygap,Gender gap in time spent doing unpaid work (minutes/day),Year: sdg5_unpaid,Dashboard Color: sdg5_unpaid,Population using at least basic drinking water services (%),Year: sdg6_water,Normalized Score: sdg6_water,Dashboard Color: sdg6_water,Trend: sdg6_water,Population using at least basic sanitation services (%),Year: sdg6_sanita,Normalized Score: sdg6_sanita,Dashboard Color: sdg6_sanita,Trend: sdg6_sanita,Freshwater withdrawal (% of available freshwater resources),Year: sdg6_freshwat,Normalized Score: sdg6_freshwat,Dashboard Color: sdg6_freshwat,Anthropogenic wastewater that receives treatment (%),Year: sdg6_wastewat,Imputation: sdg6_wastewat,Normalized Score: sdg6_wastewat,Dashboard Color: sdg6_wastewat,Scarce water consumption embodied in imports (m³/capita),Year: sdg6_scarcew,Normalized Score: sdg6_scarcew,Dashboard Color: sdg6_scarcew,Trend: sdg6_scarcew,Population using safely managed water services (%),Year: sdg6_safewat,Imputation: sdg6_safewat,Dashboard Color: sdg6_safewat,Trend: sdg6_safewat,Population using safely managed sanitation services (%),Year: sdg6_safesan,Imputation: sdg6_safesan,Dashboard Color: sdg6_safesan,Trend: sdg6_safesan,Population with access to electricity (%),Year: sdg7_elecac,Normalized Score: sdg7_elecac,Dashboard Color: sdg7_elecac,Trend: sdg7_elecac,Population with access to clean fuels and technology for cooking (%),Year: sdg7_cleanfuel,Normalized Score: sdg7_cleanfuel,Dashboard Color: sdg7_cleanfuel,Trend: sdg7_cleanfuel,CO₂ emissions from fuel combustion for electricity and heating per total electri,Year: sdg7_co2twh,Normalized Score: sdg7_co2twh,Dashboard Color: sdg7_co2twh,Trend: sdg7_co2twh,Share of renewable energy in total primary energy supply (%),Year: sdg7_ren,Dashboard Color: sdg7_ren,Trend: sdg7_ren,Adjusted GDP growth (%),Year: sdg8_adjgrowth,Normalized Score: sdg8_adjgrowth,Dashboard Color: sdg8_adjgrowth,"Victims of modern slavery (per 1,000 population)",Year: sdg8_slavery,Imputation: sdg8_slavery,Normalized Score: sdg8_slavery,Dashboard Color: sdg8_slavery,Adults with an account at a bank or other financial institution or with a mobile,Year: sdg8_accounts,Normalized Score: sdg8_accounts,Dashboard Color: sdg8_accounts,Trend: sdg8_accounts,Unemployment rate (% of total labor force),Year: sdg8_unemp,Normalized Score: sdg8_unemp,Dashboard Color: sdg8_unemp,Trend: sdg8_unemp,Fundamental labor rights are effectively guaranteed (worst 0–1 best),Year: sdg8_rights,Normalized Score: sdg8_rights,Dashboard Color: sdg8_rights,Trend: sdg8_rights,"Fatal work-related accidents embodied in imports (per 100,000 population)",Year: sdg8_impacc,Normalized Score: sdg8_impacc,Dashboard Color: sdg8_impacc,Trend: sdg8_impacc,Employment-to-population ratio (%),Year: sdg8_empop,Dashboard Color: sdg8_empop,Trend: sdg8_empop,"Youth not in employment, education or training (NEET) (% of population aged 15 t",Year: sdg8_yneet,Dashboard Color: sdg8_yneet,Trend: sdg8_yneet,Population using the internet (%),Year: sdg9_intuse,Normalized Score: sdg9_intuse,Dashboard Color: sdg9_intuse,Trend: sdg9_intuse,Mobile broadband subscriptions (per 100 population),Year: sdg9_mobuse,Normalized Score: sdg9_mobuse,Dashboard Color: sdg9_mobuse,Trend: sdg9_mobuse,Logistics Performance Index: Quality of trade and transport-related infrastructu,Year: sdg9_lpi,Normalized Score: sdg9_lpi,Dashboard Color: sdg9_lpi,Trend: sdg9_lpi,The Times Higher Education Universities Ranking: Average score of top 3 universi,Year: sdg9_qs,Imputation: sdg9_qs,Normalized Score: sdg9_qs,Dashboard Color: sdg9_qs,"Scientific and technical journal articles (per 1,000 population)",Year: sdg9_articles,Normalized Score: sdg9_articles,Dashboard Color: sdg9_articles,Trend: sdg9_articles,Expenditure on research and development (% of GDP),Year: sdg9_rdex,Imputation: sdg9_rdex,Normalized Score: sdg9_rdex,Dashboard Color: sdg9_rdex,Trend: sdg9_rdex,"Researchers (per 1,000 employed population)",Year: sdg9_rdres,Dashboard Color: sdg9_rdres,Trend: sdg9_rdres,Triadic patent families filed (per million population),Year: sdg9_patents,Dashboard Color: sdg9_patents,Trend: sdg9_patents,Gap in internet access by income (percentage points),Year: sdg9_netacc,Dashboard Color: sdg9_netacc,Trend: sdg9_netacc,Female share of graduates from STEM fields at the tertiary level (%),Year: sdg9_womensci,Dashboard Color: sdg9_womensci,Trend: sdg9_womensci,Gini coefficient adjusted for top income,Year: sdg10_adjgini,Imputation: sdg10_adjgini,Normalized Score: sdg10_adjgini,Dashboard Color: sdg10_adjgini,Trend: sdg10_adjgini,Palma ratio,Year: sdg10_palma,Normalized Score: sdg10_palma,Dashboard Color: sdg10_palma,Trend: sdg10_palma,Elderly poverty rate (% of population aged 66 or over),Year: sdg10_elder,Dashboard Color: sdg10_elder,Trend: sdg10_elder,Proportion of urban population living in slums (%),Year: sdg11_slums,Imputation: sdg11_slums,Normalized Score: sdg11_slums,Dashboard Color: sdg11_slums,Trend: sdg11_slums,Annual mean concentration of particulate matter of less than 2.5 microns in diam,Year: sdg11_pm25,Normalized Score: sdg11_pm25,Dashboard Color: sdg11_pm25,Trend: sdg11_pm25,"Access to improved water source, piped (% of urban population)",Year: sdg11_pipedwat,Normalized Score: sdg11_pipedwat,Dashboard Color: sdg11_pipedwat,Trend: sdg11_pipedwat,Satisfaction with public transport (%),Year: sdg11_transport,Normalized Score: sdg11_transport,Dashboard Color: sdg11_transport,Trend: sdg11_transport,Population with rent overburden (%),Year: sdg11_rentover,Dashboard Color: sdg11_rentover,Trend: sdg11_rentover,Municipal solid waste (kg/capita/day),Year: sdg12_msw,Normalized Score: sdg12_msw,Dashboard Color: sdg12_msw,Electronic waste (kg/capita),Year: sdg12_ewaste,Normalized Score: sdg12_ewaste,Dashboard Color: sdg12_ewaste,Production-based SO₂ emissions (kg/capita),Year: sdg12_so2prod,Normalized Score: sdg12_so2prod,Dashboard Color: sdg12_so2prod,SO₂ emissions embodied in imports (kg/capita) ,Year: sdg12_so2import,Normalized Score: sdg12_so2import,Dashboard Color: sdg12_so2import,Production-based nitrogen emissions (kg/capita),Year: sdg12_prodnitro,Normalized Score: sdg12_prodnitro,Dashboard Color: sdg12_prodnitro,Nitrogen emissions embodied in imports (kg/capita),Year: sdg12_reacnitro,Normalized Score: sdg12_reacnitro,Dashboard Color: sdg12_reacnitro,Non-recycled municipal solid waste (kg/capita/day),Year: sdg12_mswrecycl,Dashboard Color: sdg12_mswrecycl,CO₂ emissions from fossil fuel combustion and cement production (tCO2/capita),Year: sdg13_co2gcp,Normalized Score: sdg13_co2gcp,Dashboard Color: sdg13_co2gcp,Trend: sdg13_co2gcp,CO₂ emissions embodied in imports (tCO₂/capita),Year: sdg13_co2import,Normalized Score: sdg13_co2import,Dashboard Color: sdg13_co2import,Trend: sdg13_co2import,CO₂ emissions embodied in fossil fuel exports (kg/capita),Year: sdg13_co2export,Imputation: sdg13_co2export,Normalized Score: sdg13_co2export,Dashboard Color: sdg13_co2export,"Carbon Pricing Score at EUR60/tCO₂ (%, worst 0-100 best)",Year: sdg13_ecr,Dashboard Color: sdg13_ecr,Trend: sdg13_ecr,Mean area that is protected in marine sites important to biodiversity (%) ,Year: sdg14_cpma,Normalized Score: sdg14_cpma,Dashboard Color: sdg14_cpma,Trend: sdg14_cpma,Ocean Health Index: Clean Waters score (worst 0-100 best),Year: sdg14_cleanwat,Normalized Score: sdg14_cleanwat,Dashboard Color: sdg14_cleanwat,Trend: sdg14_cleanwat,Fish caught from overexploited or collapsed stocks (% of total catch),Year: sdg14_fishstocks,Normalized Score: sdg14_fishstocks,Dashboard Color: sdg14_fishstocks,Trend: sdg14_fishstocks,Fish caught by trawling or dredging (%),Year: sdg14_trawl,Imputation: sdg14_trawl,Normalized Score: sdg14_trawl,Dashboard Color: sdg14_trawl,Trend: sdg14_trawl,Fish caught that are then discarded (%),Year: sdg14_discard,Normalized Score: sdg14_discard,Dashboard Color: sdg14_discard,Marine biodiversity threats embodied in imports (per million population),Year: sdg14_biomar,Normalized Score: sdg14_biomar,Dashboard Color: sdg14_biomar,Mean area that is protected in terrestrial sites important to biodiversity (%),Year: sdg15_cpta,Normalized Score: sdg15_cpta,Dashboard Color: sdg15_cpta,Trend: sdg15_cpta,Mean area that is protected in freshwater sites important to biodiversity (%),Year: sdg15_cpfa,Normalized Score: sdg15_cpfa,Dashboard Color: sdg15_cpfa,Trend: sdg15_cpfa,Red List Index of species survival (worst 0-1 best) ,Year: sdg15_redlist,Normalized Score: sdg15_redlist,Dashboard Color: sdg15_redlist,Trend: sdg15_redlist,"Permanent deforestation (% of forest area, 5-year average)",Year: sdg15_forchg,Imputation: sdg15_forchg,Normalized Score: sdg15_forchg,Dashboard Color: sdg15_forchg,Terrestrial and freshwater biodiversity threats embodied in imports (per million,Year: sdg15_biofrwter,Normalized Score: sdg15_biofrwter,Dashboard Color: sdg15_biofrwter,"Homicides (per 100,000 population)",Year: sdg16_homicides,Imputation: sdg16_homicides,Normalized Score: sdg16_homicides,Dashboard Color: sdg16_homicides,Trend: sdg16_homicides,Unsentenced detainees (% of prison population),Year: sdg16_detain,Normalized Score: sdg16_detain,Dashboard Color: sdg16_detain,Trend: sdg16_detain,Population who feel safe walking alone at night in the city or area where they l,Year: sdg16_safe,Normalized Score: sdg16_safe,Dashboard Color: sdg16_safe,Trend: sdg16_safe,Property Rights (worst 1-7 best),Year: sdg16_prs,Normalized Score: sdg16_prs,Dashboard Color: sdg16_prs,Trend: sdg16_prs,Birth registrations with civil authority (% of children under age 5),Year: sdg16_u5reg,Normalized Score: sdg16_u5reg,Dashboard Color: sdg16_u5reg,Corruption Perception Index (worst 0-100 best),Year: sdg16_cpi,Normalized Score: sdg16_cpi,Dashboard Color: sdg16_cpi,Trend: sdg16_cpi,Children involved in child labor (% of population aged 5 to 14),Year: sdg16_clabor,Imputation: sdg16_clabor,Normalized Score: sdg16_clabor,Dashboard Color: sdg16_clabor,"Exports of major conventional weapons (TIV constant million USD per 100,000 popu",Year: sdg16_weaponsexp,Imputation: sdg16_weaponsexp,Normalized Score: sdg16_weaponsexp,Dashboard Color: sdg16_weaponsexp,Press Freedom Index (best 0-100 worst),Year: sdg16_rsf,Normalized Score: sdg16_rsf,Dashboard Color: sdg16_rsf,Trend: sdg16_rsf,Access to and affordability of justice (worst 0–1 best),Year: sdg16_justice,Normalized Score: sdg16_justice,Dashboard Color: sdg16_justice,Trend: sdg16_justice,"Persons held in prison (per 100,000 population)",Year: sdg16_prison,Dashboard Color: sdg16_prison,Trend: sdg16_prison,Government spending on health and education (% of GDP),Year: sdg17_govex,Normalized Score: sdg17_govex,Dashboard Color: sdg17_govex,Trend: sdg17_govex,For high-income and all OECD DAC countries: International concessional public fi,Year: sdg17_oda,Normalized Score: sdg17_oda,Dashboard Color: sdg17_oda,Trend: sdg17_oda,Other countries: Government revenue excluding grants (% of GDP),Year: sdg17_govrev,Imputation: sdg17_govrev,Normalized Score: sdg17_govrev,Dashboard Color: sdg17_govrev,Trend: sdg17_govrev,Corporate Tax Haven Score (best 0-100 worst),Year: sdg17_cohaven,Imputation: sdg17_cohaven,Normalized Score: sdg17_cohaven,Dashboard Color: sdg17_cohaven,Financial Secrecy Score (best 0-100 worst),Year: sdg17_secrecy,Dashboard Color: sdg17_secrecy,Shifted profits of multinationals (US$ billion),Year: sdg17_sprofits,Dashboard Color: sdg17_sprofits,Statistical Performance Index (worst 0-100 best),Year: sdg17_statperf,Normalized Score: sdg17_statperf,Dashboard Color: sdg17_statperf,Trend: sdg17_statperf,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score,Goal 1 Regional Score,Goal 2 Regional Score,Goal 3 Regional Score,Goal 4 Regional Score,Goal 5 Regional Score,Goal 6 Regional Score,Goal 7 Regional Score,Goal 8 Regional Score,Goal 9 Regional Score,Goal 10 Regional Score,Goal 11 Regional Score,Goal 12 Regional Score,Goal 13 Regional Score,Goal 14 Regional Score,Goal 15 Regional Score,Goal 16 Regional Score,Goal 17 Regional Score,data_country,data_year
AFG,Afghanistan,53.9,137,9.3,99.3,71.4,E. Europe & C. Asia," 38,928,341 ",grey,,red,→,red,→,red,➚,red,→,red,➚,orange,➚,red,➚,red,→,grey,,red,→,yellow,,green,↑,grey,,red,↓,red,→,red,➚,,,1,,,,,,1,,,,,,,,29.9,2018,,29.314,red,↓,38.2,2018,,23.904,red,→,5.1,2018,,68.712,yellow,→,5.5,2016,91.641,green,↑,2.19,2017,65.116,green,↑,2.165,2018,28.897,yellow,→,0.68,2015,43.333,orange,↓,,,,,,,,638,2017,21.712,red,↑,35.9,2019,9.845,red,➚,60.3,2019,54.745,red,➚,189,2019,66.31,red,→,0.04,2019,99.273,green,↑,29.8,2016,5.53,red,→,211,2016,42.787,red,15.86,2019,58.492,orange,↓,63.21,2019,31.759,red,→,65.141,2018,54.31,red,↑,50.5,2015,35.631,red,,64,2019,38.983,red,→,37,2017,0,red,→,2.4,2019,0,red,↓,,,,,,,,,,,,,,,,,,55.346,2018,,45.544,red,➚,65.421,2018,36.9,red,,,,,,,,,,,,,,,,,,,,,,,,,,42.2,2016,,29.939,red,→,31.667,2019,0,red,→,29.2,2019,9.809,red,→,27.016,2020,52.902,orange,↓,,,,,,,,67.065,2017,45.108,red,↑,43.418,2017,37.34,red,→,54.8,2009,51.657,orange,0,2018,,0,red,2.536,2013,97.464,green,↑,,,,,,,,,,,98.713,2018,98.584,green,↑,32.44,2016,31.061,red,➚,,,,,,,,,,-6.256,2019,42.863,red,22.192,2018,,0,red,14.893,2017,7.492,red,→,11.73,2020,55.787,red,↓,0.414,2020,20.727,red,↑,0.021,2015,99.65,green,↑,,,,,,,,,13.5,2019,11.554,red,→,19.215,2019,18.068,red,➚,1.807,2018,9.409,red,↓,0,2020,1,0,orange,0.003,2018,0.25,red,→,0,2018,1,0,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.7,2018,,21.444,red,↓,54.95,2019,39.715,red,➚,45.101,2017,41.535,red,→,36,2019,24.351,red,↓,,,,,1.663,2016,56.583,orange,0.63,2019,98.155,green,5.07,2012,99.034,green,0.385,2012,98.717,green,9.09,2010,92.765,green,0.159,2010,99.647,green,,,,0.282,2019,98.59,green,↑,0.042,2015,98.688,green,↑,36.865,2019,,99.916,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2018,100,green,5.74,2019,5.74,red,→,0,2019,0,red,→,0.837,2020,59.25,orange,↓,0,2018,,100,green,0.007,2018,99.93,green,6.656,2018,,83.141,red,↑,31.3,2015,64.265,yellow,,,2019,0,red,↓,,,,,,42.3,2019,35.169,red,19,2020,7.937,red,→,16.6,2014,,57.761,red,0,2019,1,100,green,37.7,2020,60.429,yellow,→,0.487,2020,59.538,red,↑,,,,,4.545,2018,30.3,red,➚,,,,,,13.039,2017,,10.13,red,,0,2019,1,100,green,,,,,,,49.756,2019,33.008,red,↑,,50.131,37.09835714,57.85121667,23.1625,46.3138,64.8225,37.75316667,6.546833333,,31.76125,90.81683333,99.06466667,,52.984,52.02666667,43.3595,91.94543182,61.73419591,77.28263593,91.68278123,60.84888406,71.82457391,87.6735,69.7746442,40.05858986,72.3627619,76.44322826,77.62934493,83.04191304,58.86582121,69.49956449,72.40393841,63.38646014,,
AGO,Angola,50.3,154,0.0,97.0,51.9,Africa," 32,866,268 ",red,↓,red,→,red,→,red,,red,→,red,➚,red,➚,red,➚,red,→,red,,red,→,green,,yellow,↑,orange,→,red,→,red,➚,orange,➚,53.85,2021,,25.826,red,↓,75.7,2021,,0,red,↓,,,,,18.6,2018,,56.028,red,→,37.6,2015,,25.1,red,→,4.9,2015,,69.939,green,↑,8.2,2016,83.282,green,↑,2.131,2017,78.837,green,↑,0.753,2018,8.132,red,↓,0.935,2015,22.083,red,↓,,,,0.02,2018,99.992,green,241,2017,70.688,red,→,27.6,2019,31.347,red,➚,74.7,2019,43.451,red,➚,351,2019,37.433,red,→,0.84,2019,84.727,orange,➚,16.5,2016,66.82,yellow,↑,119,2016,67.733,orange,26.13,2019,24.82,red,↓,63.06,2019,31.241,red,→,147.958,2018,0,red,→,49.6,2016,34.46,red,,51,2019,16.949,red,→,40,2017,2.913,red,→,3.8,2014,11.628,red,,,,,,,,,,,,,81.599,2011,,60.171,orange,,20.739,2011,,3.34,red,,77.431,2014,58.816,red,,,,,,,,,,,,,,,,,,,,,,,,,,29.8,2016,,14.909,red,→,62.5,2019,35.567,red,↓,96.562,2019,95.62,green,↑,30,2020,59.016,yellow,↓,,,,,,,,55.843,2017,26.405,red,→,49.877,2017,44.493,red,→,1.9,2014,100,green,0,2018,,0,red,1.093,2013,98.907,green,↑,,,,,,,,,,,43.259,2018,37.579,red,→,48.05,2016,46.99,red,→,1.609,2018,72.729,red,↑,,,,,-7.857,2019,34.736,red,7.151,2018,,67.495,orange,29.318,2014,23.172,red,,7.7,2020,71.654,orange,→,0.406,2020,19.273,red,,0.085,2015,98.583,green,↑,,,,,,,,,14.339,2019,12.412,red,→,21.179,2019,20.06,red,→,1.857,2018,11.682,red,↓,0,2020,1,0,orange,0.001,2018,0.083,red,→,0.032,2016,,0.865,red,,,,,,,,,,,,,,,,,,45.075,2008,,50.493,red,,3.443,2018,0,red,,,,,,48.6,2018,,46,red,➚,32.322,2019,67.755,red,→,57.966,2017,55.235,red,➚,32,2014,17.857,red,,,,,,0.573,2012,86.861,green,4.151,2019,83.043,green,6.89,2012,98.688,green,1.563,2012,94.79,green,10.005,2010,91.832,green,0.852,2010,98.107,green,,,,1.195,2019,94.025,green,↑,0.134,2015,95.813,green,↑,121.699,2018,,99.723,yellow,,,,,66.58,2019,66.58,orange,→,55.34,2020,37.451,red,↓,12.12,2014,86.637,green,↑,37.607,2016,,58.869,orange,↓,7.679,2016,61.605,yellow,0.191,2018,90.45,green,28.054,2019,28.054,red,→,33.333,2019,33.333,red,→,0.932,2020,83,green,↑,0.213,2018,,85.8,yellow,0.642,2018,93.58,green,4.847,2012,,87.939,red,,48,2018,39.706,orange,➚,,2014,22.807,red,,3.368,2020,22.842,orange,↑,25,2019,15.73,red,27,2020,18.519,red,➚,9.7,2016,,75.318,orange,0,2019,1,100,green,33.92,2020,65.829,yellow,↑,0.476,2020,57.846,red,,,,,,4.49,2018,29.933,red,↓,,,,,,16.361,2017,,21.203,orange,,0,2019,1,100,green,,,,,,,54.946,2019,39.928,orange,↑,12.913,55.424125,37.44357143,40.77566667,51.278,53.961,52.43266667,52.4855,7.517,25.2465,46.71175,92.22016667,96.52033333,66.932,64.7534,50.6536,47.766,30.34416279,51.97774729,44.14016211,53.62485676,53.01121023,52.57983636,37.27658333,59.98118523,18.23981667,37.33420455,52.72891477,88.02470152,96.26652652,68.01049167,66.83500341,56.05098259,51.65295455,,
