,Internet users,data_country,data_year
,Total,,
,(% of population),,
,2018,,
,,,
,96.4917,,
,84.5223,,
,89.6861,,
,89.4159,,
,99.011,,
,89.7391,,
,92.1417,,
,86.545,,
,94.7121,,
,97.6443,,
,88.89,,
,88.1656,,
,94.8967,,
,88.6551,,
,90.8111,,
,91,,
,87.2661,,
,87.7105,,
,81.5812,,
,84.5881,,
,98.1,,
,79.75,,
,95.8983,,
,97.0613,,
,86.1072,,
,82.0435,,
,80.6882,,
,81.4031,,
,89.357,,
,74.3872,,
,98.45,,
,72.9521,,
,84.4336,,
,79.7226,,
,77.5417,,
,91.5675,,
,83.5772,,
,74.661,,
,80.6603,,
,76.0744,,
,93.31,,
,98.6434,,
,82.3275,,
,72.6888,,
,99.6528,,
,74.2949,,
,94.6,,
,71.5173,,
,70.6813,,
,..,,
,78.9039,,
,80.8647,,
,79.1299,,
,71.0428,,
,68.2797,,
,64.782,,
,57.8651,,
,85,,
,81.7608,,
,80.1856,,
,63.9686,,
,74.0868,,
,81.2017,,
,99.6,,
,73.3607,,
,58.5962,,
,,,
,58.7698,,
,77.3261,,
,71.847,,
,57.1484,,
,70.0046,,
,34.1133,,
,70.1201,,
,59.0717,,
,65.7726,,
,80.7102,,
,58.8895,,
,76,,
,52.5403,,
,56.8175,,
,64.7449,,
,79.1678,,
,62.2599,,
,67.4713,,
,54.3,,
,57.2722,,
,50.8152,,
,79.8,,
,74.8243,,
,76.1245,,
,59.5797,,
,78.1808,,
,49.9664,,
,69.6197,,
,63.1857,,
,64.1908,,
,22.3943,,
,48.9452,,
,23.7143,,
,47,,
,55.0721,,
,66.7903,,
,64.9935,,
,41.2487,,
,21.7589,,
,52.3051,,
,43.8323,,
,39.7875,,
,60.0548,,
,47.0826,,
,33.6109,,
,21.251,,
,72,,
,56.1674,,
,64.4,,
,46.9243,,
,38.7012,,
,70.3496,,
,62,,
,,,
,38,,
,64.8039,,
,37.3258,,
,49.36,,
,33.8207,,
,21.96,,
,58.1714,,
,65,,
,27.863,,
,48.1064,,
,51,,
,34.45,,
,31.7,,
,15,,
,14.5818,,
,29.9312,,
,35.3041,,
,25.5104,,
,47,,
,39,,
,25.7198,,
,27.4927,,
,34,,
,17.8271,,
,40,,
,26.24,,
,14.3,,
,30.6782,,
,14.3391,,
,8.65,,
,27.0555,,
,11.9242,,
,34.2534,,
,23.203,,
,15.51,,
,11.2092,,
,8.47817,,
,,,
,20.801,,
,20,,
,23.7065,,
,21.7676,,
,42,,
,46.8237,,
,25,,
,9.8,,
,29,,
,55.6814,,
,12.3602,,
,46,,
,13.5,,
,32.4736,,
,30.8703,,
,19.8365,,
,18.6181,,
,13.7822,,
,8.6199,,
,3.93051,,
,7.98448,,
,18,,
,26.7184,,
,1.30891,,
,10,,
,16,,
,9,,
,13,,
,2.66075,,
,7.97743,,
,6.5,,
,4.33925,,
,5.25049,,
,,,
,0,,
,97.053,,
,57,,
,60.1823,,
,2.00405,,
,49.3183,,
,,,
,,,
,84.14171944,,
,55.95133021,,
,30.89628607,,
,23.56643088,,
,,,
,43.4921306,,
,,,
,,,
,52.56351538,,
,52.34562236,,
,63.85202701,,
,64.25528496,,
,31.80025247,,
,25.23317786,,
,,,
,18.23371455,,
,50.09925102,,
,,,
,82.6607023,,
,,,
,50.445584,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
