Year,Economy,Economy Label,Partner,Partner Label,Flow,Flow Label,Category,Category Label,US dollars at current prices in millions,US dollars at current prices in millions Footnote,Growth rate (over previous period),Growth rate (over previous period) Footnote,Percentage of total world,Percentage of total world Footnote,Percentage of total trade in services,Percentage of total trade in services Footnote
2014,591,"Panama",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1734.5,,-1.52719,,,,35.10707,
2014,591,"Panama",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2120.8,,9.79499,,0.081287,,18.54235,
2014,598,"Papua New Guinea",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1097.041,"Estimated",-27.53257,"Estimated",,,47.72015,"Estimated"
2014,598,"Papua New Guinea",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",150.001,"Estimated",-52.44404,"Estimated",0.005749,"Estimated",71.20999,"Estimated"
2014,600,"Paraguay",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",125.133,,-12.92673,,,,11.22541,
2014,600,"Paraguay",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",47.5,"Estimated",24.02089,"Estimated",0.001821,"Estimated",4.79643,"Estimated"
2014,604,"Peru",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",3420.006,,3.75804,,,,42.59433,
2014,604,"Peru",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1369.514,,20.31455,,0.052491,,22.88796,"Estimated"
2014,608,"Philippines",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",5941.459,,33.45992,,,,28.39868,
2014,608,"Philippines",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",18327.792,,9.10661,,0.702473,,71.87905,
2014,616,"Poland",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",17317.826,,7.13035,,,,47.16454,
2014,616,"Poland",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",16553.267,,12.33676,,0.634458,,33.96226,
2014,620,"Portugal",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",6659.774,,25.2046,,,,41.72632,
2014,620,"Portugal",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",7389.122,,5.49115,,0.283212,,24.12492,
2014,624,"Guinea-Bissau",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",21.945,"Estimated",-24.65236,"Estimated",,,18.8382,"Estimated"
2014,624,"Guinea-Bissau",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",24.293,"Estimated",18.43889,"Estimated",0.000931,"Estimated",51.77205,"Estimated"
2014,626,"Timor-Leste",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",29.705,"Estimated",-45.43424,"Estimated",,,6.57467,"Estimated"
2014,626,"Timor-Leste",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",25.385,,32.29427,,0.000973,,34.25221,
2014,634,"Qatar",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",8228.084,"Estimated",22.48059,"Estimated",,,25.0405,"Estimated"
2014,634,"Qatar",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1462.286,"Estimated",35.50733,"Estimated",0.056047,"Estimated",10.81061,"Estimated"
2014,642,"Romania",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",7052.895,,1.61631,,,,55.68336,
2014,642,"Romania",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",8183.065,,16.14192,,0.313643,,39.535,
2014,643,"Russian Federation",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",42931.8,,-0.10378,,,,35.47435,
2014,643,"Russian Federation",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",24113.4,,-6.76163,,0.924225,,36.67744,
2014,659,"Saint Kitts and Nevis",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",125.916,,127.79039,"Estimated",,,58.64151,
2014,659,"Saint Kitts and Nevis",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",33.245,,24.82769,"Estimated",0.001274,,6.28915,
2014,660,"Anguilla",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",61.314,,168.39479,"Estimated",,,62.97247,
2014,660,"Anguilla",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",34.701,,360.14497,"Estimated",0.00133,,19.73633,
2014,662,"Saint Lucia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",168.584,,187.57579,"Estimated",,,55.24754,
2014,662,"Saint Lucia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",31.122,,-17.6734,"Estimated",0.001193,,3.76659,
2014,670,"Saint Vincent and the Grenadines",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",44.187,,92.26548,"Estimated",,,34.1579,
2014,670,"Saint Vincent and the Grenadines",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",22.077,,-41.98696,"Estimated",0.000846,,10.69161,
2014,678,"Sao Tome and Principe",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",32.231,,74.97346,,,,38.11207,
2014,678,"Sao Tome and Principe",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",12.508,,151.31605,,0.000479,,17.89951,
2014,682,"Saudi Arabia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",14359.599,"Estimated",28.01647,"Estimated",,,14.28176,"Estimated"
2014,682,"Saudi Arabia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",836.986,"Estimated",-15.60376,"Estimated",0.03208,"Estimated",6.68717,"Estimated"
2014,686,"Senegal",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",419.646,,3.23065,,,,28.87223,
2014,686,"Senegal",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",517.777,,-0.34682,,0.019845,,39.15168,
2014,688,"Serbia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1940.89,,10.29664,,,,38.41426,
2014,688,"Serbia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2146.422,,10.28433,,0.082269,,34.19235,
2014,690,"Seychelles",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",279.308,,3.39026,,,,55.46128,
2014,690,"Seychelles",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",234.739,,-1.80966,"Estimated",0.008997,,28.13965,
2014,694,"Sierra Leone",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",994.16,,150.90608,,,,80.33097,
2014,694,"Sierra Leone",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",128.604,,24.44007,,0.004929,,62.87474,
2014,702,"Singapore",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",87797.561,,10.97158,,,,52.67789,
2014,702,"Singapore",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",74367.863,,13.43139,,2.850392,,48.36084,
2014,703,"Slovakia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",3592.133,,0.52702,,,,40.27976,
2014,703,"Slovakia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",3064.585,,-3.01102,,0.11746,,33.8176,
2014,704,"Viet Nam",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",3311,,9.02206,,,,22.07333,
2014,704,"Viet Nam",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1000,,1.41988,,0.038328,,9.04987,
2014,705,"Slovenia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",2522.425,,12.39486,,,,44.72687,
2014,705,"Slovenia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1998.065,,10.971,,0.076582,,26.38874,
2014,710,"South Africa",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",5895.626,,-7.40534,,,,34.59448,
2014,710,"South Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",3946.449,,0.62667,,0.151261,,23.44992,
2014,716,"Zimbabwe",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",556.432,,0.73118,"Estimated",,,28.48795,
2014,716,"Zimbabwe",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",73.085,,4.63585,"Estimated",0.002801,,20.11898,
2014,724,"Spain",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",35925.665,,11.33108,,,,53.41053,"Estimated"
2014,724,"Spain",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",44157.644,,11.78268,,1.692486,,31.9281,"Estimated"
2014,728,"South Sudan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",71.851,"Estimated",,,,,19.66339,"Estimated"
2014,728,"South Sudan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",22.153,"Estimated",,,0.000849,"Estimated",66.58151,"Estimated"
2014,729,"Sudan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",547.506,"Estimated",17.09165,"Estimated",,,26.38811,"Estimated"
2014,729,"Sudan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",141.412,,15.49332,"Estimated",0.00542,,9.01831,
2014,740,"Suriname",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",412.326,,52.68769,,,,51.34142,
2014,740,"Suriname",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",66.53,,26.60675,,0.00255,,32.82498,
2014,748,"Eswatini",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",111.265,,31.02949,,,,37.53994,
2014,748,"Eswatini",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",25.603,,93.90042,,0.000981,,28.98989,
2014,752,"Sweden",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",36097.046,,15.1662,,,,52.18415,
2014,752,"Sweden",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",50480.192,,5.54912,,1.934819,,65.64453,
2014,757,"Switzerland, Liechtenstein",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",66695.39,,11.3452,,,,67.37074,
2014,757,"Switzerland, Liechtenstein",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",80786.972,,6.31859,,3.096425,,66.74883,
2014,762,"Tajikistan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",29.425,,-85.0053,,,,4.90571,
2014,762,"Tajikistan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",18.505,,1.16997,,0.000709,,5.97898,
2014,764,"Thailand",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",18017.64,,-2.87567,,,,39.8204,
2014,764,"Thailand",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",10367.405,,8.35506,,0.397365,,19.96028,
2014,768,"Togo",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",74.291,,12.70385,,,,17.41508,
2014,768,"Togo",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",89.213,"Estimated",16.88262,"Estimated",0.003419,"Estimated",18.225,"Estimated"
2014,776,"Tonga",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",13.592,,-51.71581,"Estimated",,,20.71257,
2014,776,"Tonga",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",5.893,"Estimated",-57.30638,"Estimated",0.000226,"Estimated",10.37847,"Estimated"
2014,780,"Trinidad and Tobago",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1856.904,,7.37466,,,,66.79823,
2014,780,"Trinidad and Tobago",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",363.081,,34.77644,,0.013916,,26.61562,
2014,784,"United Arab Emirates",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",48483.911,"Estimated",,,,,57.25311,"Break"
2014,784,"United Arab Emirates",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",15636.005,"Estimated",,,0.599301,"Estimated",26.80823,"Break"
2014,788,"Tunisia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",455.858,,4.5031,,,,13.40641,
2014,788,"Tunisia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",643.35,,-3.9845,,0.024658,,13.59065,
2014,792,"Turkey",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",11266,,11.26914,,,,40.40745,
2014,792,"Turkey",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",6755,,8.86382,,0.258907,,10.84444,
2014,796,"Turks and Caicos Islands",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",2.068,"Estimated",,,,,3.44036,"Estimated"
2014,796,"Turks and Caicos Islands",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",0,"Estimated",,,0,"Estimated",0,"Estimated"
2014,798,"Tuvalu",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",3.516,,-16.38749,"Estimated",,,23.33652,"Estimated"
2014,798,"Tuvalu",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",0.577,,-2.18053,"Estimated",2.2E-05,,14.26553,"Estimated"
2014,800,"Uganda",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1147.438,,43.84119,,,,42.89624,
2014,800,"Uganda",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",639.88,,38.90613,,0.024525,,29.34527,
2014,804,"Ukraine",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",3642,,-31.47695,,,,29.46125,
2014,804,"Ukraine",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",4920,,-12.43994,,0.188575,,33.05563,
2014,807,"North Macedonia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",429.048,,3.98446,,,,35.04885,
2014,807,"North Macedonia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",406.032,,4.45435,,0.015563,,23.47373,
2014,818,"Egypt",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",4886.9,,11.08863,,,,27.84622,
2014,818,"Egypt",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2548.8,"Estimated",65.35617,"Estimated",0.097691,"Estimated",11.63963,"Estimated"
2014,834,"Tanzania, United Republic of",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",318.519,,28.98338,,,,12.02743,
2014,834,"Tanzania, United Republic of",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",459.796,,-1.89537,,0.017623,,13.53948,
2014,842,"United States of America",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",260136,,6.5498,,,,52.98819,
2014,842,"United States of America",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",442612,,6.46391,,16.964553,,58.49201,
2014,854,"Burkina Faso",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",454.843,,-5.64598,,,,34.7144,
2014,854,"Burkina Faso",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",139.526,,-21.35836,,0.005348,,30.78685,
2014,858,"Uruguay",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1961.447,,-12.23055,,,,39.35634,
2014,858,"Uruguay",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1756.226,,-2.62275,,0.067313,,38.03437,
2014,860,"Uzbekistan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",167.39,,,,,,5.79498,
2014,860,"Uzbekistan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",387.563,,,,0.014855,,16.41671,
2014,862,"Venezuela (Bolivarian Rep. of)",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",4957,,-6.27718,,,,29.11088,
2014,862,"Venezuela (Bolivarian Rep. of)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",271,"Estimated",41.14583,"Estimated",0.010387,"Estimated",12.723,"Estimated"
2014,882,"Samoa",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",27.923,,2.27978,,,,37.31593,
2014,882,"Samoa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",25.832,,6.64335,,0.00099,,13.01838,
2014,887,"Yemen",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",913.693,,21.88294,,,,33.30608,
2014,887,"Yemen",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",222.74,,-41.34115,,0.008537,,13.05122,
2014,894,"Zambia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",399.168,,-27.28717,,,,24.27453,
2014,894,"Zambia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",115.505,"Estimated",5.8013,"Estimated",0.004427,"Estimated",13.57499,"Estimated"
2014,926,"United Kingdom",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",118536.265,,11.19858,,,,50.21469,
2014,926,"United Kingdom",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",280656.056,,6.41712,,10.757062,,71.48311,
2015,0000,"World",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2526044.139,,-3.18109,,100,,50.49877,
2015,004,"Afghanistan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",110.058,,-66.29932,,,,9.39589,
2015,004,"Afghanistan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",313.821,,-35.30744,,0.012423,,37.38452,
2015,008,"Albania",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",187.604,,4.61034,,,,11.25464,
2015,008,"Albania",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",235.511,,-11.42374,,0.009323,,10.47306,
2015,012,"Algeria",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",3734.175,,-12.15227,,,,33.8577,
2015,012,"Algeria",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2169.311,,3.93512,,0.085878,,62.7668,
2015,024,"Angola",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",9001.352,,-24.53191,,,,52.10253,
2015,024,"Angola",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",67.904,,1.55995,,0.002688,,5.40567,
2015,028,"Antigua and Barbuda",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",232.545,,22.62383,,,,54.58152,
2015,028,"Antigua and Barbuda",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",104.38,,21.58841,,0.004132,,11.00133,
2015,031,"Azerbaijan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1330.906,"Estimated",-38.94383,"Estimated",,,15.34566,"Estimated"
2015,031,"Azerbaijan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",494.903,"Estimated",-14.87444,"Estimated",0.019592,"Estimated",11.13646,"Estimated"
2015,032,"Argentina",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",6984.022,,-3.50197,,,,36.70285,
2015,032,"Argentina",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",5618.333,,-0.20191,,0.222416,,42.5196,
2015,036,"Australia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",19600.4,,-6.94967,,,,30.76749,
2015,036,"Australia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",13991.6,,-9.57293,,0.553894,,25.49671,
2015,040,"Austria",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",19557.384,,-11.94285,,,,40.97873,
2015,040,"Austria",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",22739.467,,-15.39819,,0.900201,,38.5143,
2015,044,"Bahamas",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",520.209,"Estimated",15.94391,"Estimated",,,40.70942,"Estimated"
2015,044,"Bahamas",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",204.38,"Estimated",-15.11894,"Estimated",0.008091,"Estimated",7.05853,"Estimated"
2015,048,"Bahrain",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",4471.809,"Estimated",-6.26455,"Estimated",,,67.83396,"Estimated"
2015,048,"Bahrain",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",6341.224,"Estimated",-0.30522,"Estimated",0.251034,"Estimated",69.58819,"Estimated"
2015,050,"Bangladesh",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",962.441,,-27.52911,,,,12.4677,
