Pillar,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Sub-Pillar
Infrastructure,Israel,2021,ISP Speeds - Mobile,46.3,4.75,True,Connectivity Technology
Infrastructure,Turkey,2021,ISP Speeds - Mobile,45.42,4.75,True,Connectivity Technology
Infrastructure,Latvia,2021,ISP Speeds - Mobile,44.55,4.75,True,Connectivity Technology
Infrastructure,Jamaica,2021,ISP Speeds - Mobile,42.95,3.5,True,Connectivity Technology
Infrastructure,Vietnam,2021,ISP Speeds - Mobile,42.46,3.5,True,Connectivity Technology
Infrastructure,Morocco,2021,ISP Speeds - Mobile,39.56,3.5,True,Connectivity Technology
Infrastructure,Mauritius,2021,ISP Speeds - Mobile,39.35,3.5,True,Connectivity Technology
Infrastructure,Moldova,2021,ISP Speeds - Mobile,39.3,3.5,True,Connectivity Technology
Infrastructure,Lebanon,2021,ISP Speeds - Mobile,39.07,3.5,True,Connectivity Technology
Infrastructure,Iraq,2021,ISP Speeds - Mobile,38.52,3.5,True,Connectivity Technology
Infrastructure,Trinidad and Tobago,2021,ISP Speeds - Mobile,38.32,3.5,True,Connectivity Technology
Infrastructure,Georgia,2021,ISP Speeds - Mobile,38.01,3.5,True,Connectivity Technology
Infrastructure,Azerbaijan,2021,ISP Speeds - Mobile,37.24,3.5,True,Connectivity Technology
Infrastructure,Suriname,2021,ISP Speeds - Mobile,35.92,3.5,True,Connectivity Technology
Infrastructure,The Bahamas,2021,ISP Speeds - Mobile,34.67,3.5,True,Connectivity Technology
Infrastructure,Mexico,2021,ISP Speeds - Mobile,34.35,3.5,True,Connectivity Technology
Infrastructure,Bosnia and Herzegovina,2021,ISP Speeds - Mobile,34.32,3.5,True,Connectivity Technology
Infrastructure,Uruguay,2021,ISP Speeds - Mobile,34.01,3.5,True,Connectivity Technology
Infrastructure,Philippines,2021,ISP Speeds - Mobile,33.69,3.5,True,Connectivity Technology
Infrastructure,Brazil,2021,ISP Speeds - Mobile,33.33,3.5,True,Connectivity Technology
Infrastructure,Armenia,2021,ISP Speeds - Mobile,33.13,3.5,True,Connectivity Technology
Infrastructure,Costa Rica,2021,ISP Speeds - Mobile,33.08,3.5,True,Connectivity Technology
Infrastructure,Botswana,2021,ISP Speeds - Mobile,32.19,3.5,True,Connectivity Technology
Infrastructure,Dominican Republic,2021,ISP Speeds - Mobile,32.13,3.5,True,Connectivity Technology
Infrastructure,Cameroon,2021,ISP Speeds - Mobile,31.76,3.5,True,Connectivity Technology
Infrastructure,Iran,2021,ISP Speeds - Mobile,31.65,3.5,True,Connectivity Technology
Infrastructure,Montenegro,2021,ISP Speeds - Mobile,31.55,3.5,True,Connectivity Technology
Infrastructure,Laos,2021,ISP Speeds - Mobile,31.18,3.5,True,Connectivity Technology
Infrastructure,Ukraine,2021,ISP Speeds - Mobile,31.04,3.5,True,Connectivity Technology
Infrastructure,Tunisia,2021,ISP Speeds - Mobile,30.8,3.5,True,Connectivity Technology
Infrastructure,Kazakhstan,2021,ISP Speeds - Mobile,30.43,2.25,True,Connectivity Technology
Infrastructure,Argentina,2021,ISP Speeds - Mobile,30.05,2.25,True,Connectivity Technology
Infrastructure,Guatemala,2021,ISP Speeds - Mobile,28.9,2.25,True,Connectivity Technology
Infrastructure,Kosovo,2021,ISP Speeds - Mobile,28.06,2.25,True,Connectivity Technology
Infrastructure,Malaysia,2021,ISP Speeds - Mobile,28.02,2.25,True,Connectivity Technology
Infrastructure,Honduras,2021,ISP Speeds - Mobile,27.18,2.25,True,Connectivity Technology
Infrastructure,Russia,2021,ISP Speeds - Mobile,27.07,2.25,True,Connectivity Technology
Infrastructure,Ecuador,2021,ISP Speeds - Mobile,25.17,2.25,True,Connectivity Technology
Infrastructure,Jordan,2021,ISP Speeds - Mobile,25.12,2.25,True,Connectivity Technology
Infrastructure,Egypt,2021,ISP Speeds - Mobile,24.99,2.25,True,Connectivity Technology
Infrastructure,Kyrgyzstan,2021,ISP Speeds - Mobile,24.92,2.25,True,Connectivity Technology
Infrastructure,Peru,2021,ISP Speeds - Mobile,24.38,2.25,True,Connectivity Technology
Infrastructure,Nigeria,2021,ISP Speeds - Mobile,23.61,2.25,True,Connectivity Technology
Infrastructure,Angola,2021,ISP Speeds - Mobile,23.55,2.25,True,Connectivity Technology
Infrastructure,Cambodia,2021,ISP Speeds - Mobile,23.48,2.25,True,Connectivity Technology
Infrastructure,El Salvador,2021,ISP Speeds - Mobile,23.22,2.25,True,Connectivity Technology
Infrastructure,Senegal,2021,ISP Speeds - Mobile,22.94,2.25,True,Connectivity Technology
Infrastructure,Nicaragua,2021,ISP Speeds - Mobile,22.74,2.25,True,Connectivity Technology
Infrastructure,Mongolia,2021,ISP Speeds - Mobile,22.7,2.25,True,Connectivity Technology
Infrastructure,Republic of the Union of Myanmar,2021,ISP Speeds - Mobile,22.67,2.25,True,Connectivity Technology
Infrastructure,Bolivia,2021,ISP Speeds - Mobile,22.48,2.25,True,Connectivity Technology
Infrastructure,Syria,2021,ISP Speeds - Mobile,22.39,2.25,True,Connectivity Technology
Infrastructure,Fiji,2021,ISP Speeds - Mobile,22.33,2.25,True,Connectivity Technology
Infrastructure,Ethiopia,2021,ISP Speeds - Mobile,21.92,2.25,True,Connectivity Technology
Infrastructure,Mozambique,2021,ISP Speeds - Mobile,21.8,2.25,True,Connectivity Technology
Infrastructure,Kenya,2021,ISP Speeds - Mobile,21.5,2.25,True,Connectivity Technology
Infrastructure,Indonesia,2021,ISP Speeds - Mobile,21.35,2.25,True,Connectivity Technology
Infrastructure,Cuba,2021,ISP Speeds - Mobile,20.98,2.25,True,Connectivity Technology
Infrastructure,Nepal,2021,ISP Speeds - Mobile,20.57,1.0,True,Connectivity Technology
Infrastructure,Pakistan,2021,ISP Speeds - Mobile,20.33,1.0,True,Connectivity Technology
Infrastructure,Chile,2021,ISP Speeds - Mobile,20.27,1.0,True,Connectivity Technology
Infrastructure,Haiti,2021,ISP Speeds - Mobile,19.95,1.0,True,Connectivity Technology
Infrastructure,Paraguay,2021,ISP Speeds - Mobile,19.77,1.0,True,Connectivity Technology
Infrastructure,Panama,2021,ISP Speeds - Mobile,19.45,1.0,True,Connectivity Technology
Infrastructure,Uzbekistan,2021,ISP Speeds - Mobile,18.61,1.0,True,Connectivity Technology
Infrastructure,Belarus,2021,ISP Speeds - Mobile,18.33,1.0,True,Connectivity Technology
Infrastructure,Colombia,2021,ISP Speeds - Mobile,18.18,1.0,True,Connectivity Technology
Infrastructure,Namibia,2021,ISP Speeds - Mobile,17.92,1.0,True,Connectivity Technology
Infrastructure,India,2021,ISP Speeds - Mobile,17.77,1.0,True,Connectivity Technology
Infrastructure,Algeria,2021,ISP Speeds - Mobile,17.71,1.0,True,Connectivity Technology
Infrastructure,Samoa,2021,ISP Speeds - Mobile,17.46,1.0,True,Connectivity Technology
Infrastructure,Libya,2021,ISP Speeds - Mobile,17.41,1.0,True,Connectivity Technology
Infrastructure,Uganda,2021,ISP Speeds - Mobile,17.07,1.0,True,Connectivity Technology
Infrastructure,Côte d'Ivoire,2021,ISP Speeds - Mobile,16.51,1.0,True,Connectivity Technology
Infrastructure,Sri Lanka,2021,ISP Speeds - Mobile,16.02,1.0,True,Connectivity Technology
Infrastructure,Zambia,2021,ISP Speeds - Mobile,15.48,1.0,True,Connectivity Technology
Infrastructure,Tajikistan,2021,ISP Speeds - Mobile,15.16,1.0,True,Connectivity Technology
Infrastructure,Sudan,2021,ISP Speeds - Mobile,14.34,1.0,True,Connectivity Technology
Infrastructure,Tanzania,2021,ISP Speeds - Mobile,14.14,1.0,True,Connectivity Technology
Infrastructure,Ghana,2021,ISP Speeds - Mobile,13.38,1.0,True,Connectivity Technology
Infrastructure,Somalia,2021,ISP Speeds - Mobile,13.36,1.0,True,Connectivity Technology
Infrastructure,Bangladesh,2021,ISP Speeds - Mobile,12.6,1.0,True,Connectivity Technology
Infrastructure,Zimbabwe,2021,ISP Speeds - Mobile,11.71,1.0,True,Connectivity Technology
Infrastructure,Palestine,2021,ISP Speeds - Mobile,7.62,1.0,True,Connectivity Technology
Infrastructure,Venezuela,2021,ISP Speeds - Mobile,7.61,1.0,True,Connectivity Technology
Infrastructure,Afghanistan,2021,ISP Speeds - Mobile,6.71,1.0,True,Connectivity Technology
