Country Name,Pillar,Sub-Pillar,Indicator,Data Source,Data Link,Available
Mauritania,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Mauritania,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Mauritania,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Mauritania,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Mauritania,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Mauritania,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Mauritania,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Mauritania,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Mauritania,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Niger,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Niger,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Niger,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Niger,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Niger,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Niger,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Niger,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Niger,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Niger,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Niger,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Niger,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Nigeria,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Nigeria,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Nigeria,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Nigeria,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Nigeria,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Nigeria,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Nigeria,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Nigeria,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Nigeria,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Nigeria,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Nigeria,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Saint Helena,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Saint Helena,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Saint Helena,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Saint Helena,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Saint Helena,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Saint Helena,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Saint Helena,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Saint Helena,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Saint Helena,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Saint Helena,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Saint Helena,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Senegal,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Senegal,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Senegal,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Senegal,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Senegal,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Senegal,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Senegal,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Senegal,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Senegal,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Senegal,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Senegal,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Sierra Leone,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Sierra Leone,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Sierra Leone,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Sierra Leone,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Sierra Leone,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Sierra Leone,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Sierra Leone,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Sierra Leone,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Sierra Leone,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Sierra Leone,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Sierra Leone,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Togo,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Togo,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Togo,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
