"Internet users, total (% of population)"
"Dimension: Mobility and communication"
"SDG 17.6 Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms,in particular at the United Nations level, and through a global technology facilitation mechanism and SDG 17.8 Fully operationalize the technology bank and science, technology and innovation capacitybuilding mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology"
"Definition: People with access to the worldwide network."
"Source: ITU (International Telecommunication Union) (2020). ICT Facts and Figures 2020. www.itu.int/en/ITU-D/Statistics/Pages/stat/. Accessed 2 September 2020."
""
"19"," Liechtenstein","36.5","","63.4","","80.0","","85.0","","89.4","","93.8","","95.2","","96.6","","98.1","","98.1","","98.1","a"
"34"," Lithuania","6.4","","36.2","","62.1","","63.6","","67.2","","68.5","","72.1","","71.4","","74.4","","77.6","","79.7","a"
"23"," Luxembourg","22.9","","70.0","","90.6","","90.0","","92.0","","93.8","","94.7","","96.4","","98.1","","97.4","","97.1","a"
"164"," Madagascar","0.2","","0.6","","1.7","","1.9","","2.3","","3.0","","3.7","","4.2","","4.7","","9.8","","9.8","a"
"174"," Malawi","0.1","","0.4","","2.3","","3.3","","4.4","","5.0","","5.8","","5.3","","11.5","","13.8","","13.8","a"
"62"," Malaysia","21.4","","48.6","","56.3","","61.0","","65.8","","57.1","","63.7","","71.1","","78.8","","80.1","","81.2","a"
"95"," Maldives","2.2","","6.9","","26.5","","34.0","","38.9","","44.1","","49.3","","54.5","","59.1","","63.2","","63.2","a"
"184"," Mali","0.1","","0.5","","2.0","","2.2","","2.8","","3.5","","7.0","","10.3","","11.1","","13.0","","13.0","a"
"28"," Malta","13.1","","41.2","","63.0","","68.0","","68.2","","68.9","","73.2","","76.0","","78.1","","81.0","","81.4","a"
"117"," Marshall Islands","1.5","","3.9","","7.0","","10.0","","12.5","","14.0","","16.8","","19.3","","29.8","","38.7","","38.7","a"
"157"," Mauritania","0.2","","0.7","","4.0","","4.5","","5.0","","6.2","","10.7","","15.2","","18.0","","20.8","","20.8","a"
"66"," Mauritius","7.3","","15.2","","28.3","","35.0","","35.4","","40.1","","44.8","","50.1","","52.2","","55.4","","58.6","a"
"74"," Mexico","5.1","","17.2","","31.1","","37.2","","39.8","","43.5","","44.4","","57.4","","59.5","","63.9","","65.8","a"
"136"," Micronesia (Federated States of)","3.7","","11.9","","20.0","","22.8","","26.0","","27.8","","29.6","","31.5","","33.4","","35.3","","35.3","a"
"90"," Moldova (Republic of)","1.3","","14.6","","32.3","","38.0","","43.4","","60.0","","67.0","","69.0","","71.0","","76.1","","76.1","a"
".."," Monaco","42.2","","55.5","","75.0","","80.3","","87.0","","90.7","","92.4","","93.4","","95.2","","97.1","","97.1","a"
"99"," Mongolia","1.3","","2.0","","10.2","","12.5","","16.4","","17.7","","19.9","","22.5","","22.3","","23.7","","23.7","a"
"48"," Montenegro","..","","27.1","","37.5","","35.6","","56.8","","60.3","","61.0","","68.1","","69.9","","71.3","","71.5","a"
"121"," Morocco","0.7","","15.1","","52.0","","46.1","","55.4","","56.0","","56.8","","57.1","","58.3","","61.8","","64.8","a"
"181"," Mozambique","0.1","","0.9","","4.2","","4.3","","6.0","","7.3","","9.2","","16.9","","17.5","","10.0","","10.0","a"
"147"," Myanmar","0.0","","0.1","","0.3","","1.0","","4.0","","8.0","","11.5","","21.7","","25.1","","30.7","","30.7","a"
"130"," Namibia","1.6","","4.0","","11.6","","12.0","","12.9","","13.9","","14.8","","25.7","","31.0","","51.0","","51.0","a"
".."," Nauru","..","","3.0","","..","","54.0","","54.0","","54.0","","54.0","","54.0","","54.0","","57.0","","57.0","a"
"142"," Nepal","0.2","","0.8","","7.9","","9.0","","11.1","","13.3","","15.4","","17.6","","19.7","","34.0","","34.0","a"
"8"," Netherlands","44.0","","81.0","","90.7","","91.4","","92.9","","94.0","","91.7","","91.7","","90.4","","93.2","","94.7","a"
"14"," New Zealand","47.4","","62.7","","80.5","","81.2","","81.6","","82.8","","85.5","","88.2","","88.5","","90.8","","90.8","a"
"128"," Nicaragua","1.0","","2.6","","10.0","","10.6","","13.5","","15.5","","17.6","","19.7","","24.6","","27.9","","27.9","a"
"189"," Niger","0.0","","0.2","","0.8","","0.9","","1.1","","1.1","","1.2","","2.5","","4.3","","10.2","","5.3","a"
"161"," Nigeria","0.1","","3.5","","11.5","","13.8","","16.1","","19.1","","21.0","","36.0","","25.7","","42.0","","42.0","a"
"82"," North Macedonia","2.5","","26.4","","51.9","","56.7","","57.5","","65.2","","68.1","","70.4","","72.2","","74.5","","79.2","a"
"1"," Norway","52.0","","82.0","","93.4","","93.5","","94.7","","95.1","","96.3","","96.8","","97.3","","96.4","","96.5","a"
"60"," Oman","3.5","","6.7","","35.8","","48.0","","60.0","","66.5","","70.2","","73.5","","76.8","","80.2","","80.2","a"
"154"," Pakistan","0.1","","6.3","","8.0","","9.0","","10.0","","10.9","","12.0","","14.0","","12.4","","15.5","","15.5","a"
"50"," Palau","..","","27.0","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"115"," Palestine, State of","1.1","","16.0","","37.4","","41.1","","43.4","","46.6","","53.7","","57.4","","61.2","","65.2","","64.4","a"
"57"," Panama","6.6","","11.5","","40.1","","42.7","","40.3","","44.0","","44.9","","51.2","","54.0","","57.9","","57.9","a"
"155"," Papua New Guinea","0.8","","1.7","","1.3","","2.0","","3.5","","5.1","","6.5","","7.9","","9.6","","11.2","","11.2","a"
"103"," Paraguay","0.7","","7.9","","19.8","","24.8","","29.3","","36.9","","43.0","","49.7","","53.4","","61.1","","65.0","a"
"79"," Peru","3.1","","17.1","","34.8","","36.0","","38.2","","39.2","","40.2","","40.9","","45.5","","48.7","","52.5","a"
"107"," Philippines","2.0","","5.4","","25.0","","29.0","","36.2","","48.1","","49.6","","36.0","","55.5","","60.1","","60.1","a"
"35"," Poland","7.3","","38.8","","62.3","","62.0","","62.3","","62.8","","66.6","","68.0","","73.3","","76.0","","77.5","a"
"38"," Portugal","16.4","","35.0","","53.3","","55.3","","60.3","","62.1","","64.6","","68.6","","70.4","","73.8","","74.7","a"
"45"," Qatar","4.9","","24.7","","69.0","","69.0","","69.3","","85.3","","91.5","","92.9","","95.1","","97.4","","99.7","a"
"49"," Romania","3.6","","21.5","","39.9","","40.0","","45.9","","49.8","","54.1","","55.8","","59.5","","63.7","","70.7","a"
"52"," Russian Federation","2.0","","15.2","","43.0","","49.0","","63.8","","68.0","","70.5","","70.1","","73.1","","76.0","","80.9","a"
"160"," Rwanda","0.1","","0.6","","8.0","","7.0","","8.0","","9.0","","10.6","","18.0","","20.0","","21.8","","21.8","a"
"74"," Saint Kitts and Nevis","5.9","","34.0","","63.0","","63.2","","64.0","","64.6","","68.0","","75.7","","76.8","","80.7","","80.7","a"
"86"," Saint Lucia","5.1","","21.6","","32.5","","34.0","","34.8","","36.0","","39.7","","42.5","","46.7","","50.8","","50.8","a"
"97"," Saint Vincent and the Grenadines","3.2","","9.2","","33.7","","36.7","","40.0","","43.5","","47.4","","17.1","","20.7","","22.0","","22.4","a"
"111"," Samoa","0.6","","3.4","","7.0","","11.0","","12.9","","15.3","","21.2","","25.4","","29.4","","33.6","","33.6","a"
".."," San Marino","48.8","","50.3","","54.2","","49.6","","49.6","","49.6","","49.6","","49.6","","49.6","","60.2","","60.2","a"
"135"," Sao Tome and Principe","4.6","","13.8","","18.8","","20.2","","21.6","","23.0","","24.4","","25.8","","28.0","","29.9","","29.9","a"
"40"," Saudi Arabia","2.2","","12.7","","41.0","","47.5","","54.0","","60.5","","64.7","","69.6","","74.9","","82.1","","93.3","a"
"168"," Senegal","0.4","","4.8","","8.0","","9.8","","10.8","","13.1","","17.7","","27.0","","25.7","","46.0","","46.0","a"
"64"," Serbia","..","","26.3","","40.9","","42.2","","48.1","","53.5","","62.1","","65.3","","67.1","","70.3","","73.4","a"
"67"," Seychelles","7.4","","25.4","","41.0","","43.2","","47.1","","50.4","","51.3","","54.3","","56.5","","58.8","","58.8","a"
"182"," Sierra Leone","0.1","","0.2","","0.6","","0.9","","2.5","","4.0","","6.1","","6.3","","11.8","","9.0","","9.0","a"
"11"," Singapore","36.0","","61.0","","71.0","","71.0","","72.0","","80.9","","79.0","","79.0","","84.5","","84.5","","88.2","a"
"39"," Slovakia","9.4","","55.2","","75.7","","74.4","","76.7","","77.9","","80.0","","77.6","","80.5","","81.6","","80.7","a"
"22"," Slovenia","15.1","","46.8","","70.0","","67.3","","68.3","","72.7","","71.6","","73.1","","75.5","","78.9","","79.8","a"
"151"," Solomon Islands","0.5","","0.8","","5.0","","6.0","","7.0","","8.0","","9.0","","10.0","","11.0","","11.9","","11.9","a"
".."," Somalia","0.0","","1.1","","1.2","","1.3","","1.4","","1.5","","1.6","","1.8","","1.9","","2.0","","2.0","a"
"114"," South Africa","5.3","","7.5","","24.0","","34.0","","41.0","","46.5","","49.0","","51.9","","54.0","","56.2","","56.2","a"
"185"," South Sudan","..","","..","","..","","..","","..","","3.8","","4.5","","5.5","","6.7","","8.0","","8.0","a"
"25"," Spain","13.6","","47.9","","65.8","","67.1","","69.8","","71.6","","76.2","","78.7","","80.6","","84.6","","86.1","a"
"72"," Sri Lanka","0.6","","1.8","","12.0","","15.0","","18.3","","21.9","","25.8","","12.1","","16.4","","34.1","","34.1","a"
"170"," Sudan","0.0","","1.3","","16.7","","17.5","","21.0","","22.7","","24.6","","26.6","","14.1","","30.9","","30.9","a"
"97"," Suriname","2.5","","6.4","","31.6","","32.0","","34.7","","37.4","","40.1","","42.8","","45.4","","48.9","","48.9","a"
"7"," Sweden","45.7","","84.8","","90.0","","92.8","","93.2","","94.8","","92.5","","90.6","","89.7","","95.5","","92.1","a"
"2"," Switzerland","47.1","","70.1","","83.9","","85.2","","85.2","","86.3","","87.4","","87.5","","89.1","","89.7","","89.7","a"
"151"," Syrian Arab Republic","0.2","","5.6","","20.7","","22.5","","24.3","","26.2","","28.1","","30.0","","31.9","","34.3","","34.3","a"
"125"," Tajikistan","0.0","","0.3","","11.6","","13.0","","14.5","","16.0","","17.5","","19.0","","20.5","","22.0","","22.0","a"
"163"," Tanzania (United Republic of)","0.1","","1.1","","2.9","","3.2","","4.0","","4.4","","7.0","","20.0","","13.0","","25.0","","25.0","a"
"79"," Thailand","3.7","","15.0","","22.4","","23.7","","26.5","","28.9","","34.9","","39.3","","47.5","","52.9","","56.8","a"
"141"," Timor-Leste","..","","0.1","","3.0","","4.0","","7.0","","11.0","","17.5","","23.0","","25.2","","27.5","","27.5","a"
"167"," Togo","0.8","","1.8","","3.0","","3.5","","4.0","","4.5","","5.7","","7.1","","11.3","","12.4","","12.4","a"
"104"," Tonga","2.4","","4.9","","16.0","","25.0","","30.0","","32.8","","36.0","","38.7","","40.0","","41.2","","41.2","a"
"67"," Trinidad and Tobago","7.7","","29.0","","48.5","","55.2","","59.5","","63.8","","65.1","","69.2","","73.3","","77.3","","77.3","a"
"95"," Tunisia","2.8","","9.7","","36.8","","39.1","","41.4","","43.8","","46.2","","46.5","","49.6","","64.2","","64.2","a"
"54"," Turkey","3.8","","15.5","","39.8","","43.1","","45.1","","46.3","","51.0","","53.7","","58.3","","64.7","","71.0","a"
"111"," Turkmenistan","0.1","","1.0","","3.0","","5.0","","7.2","","9.6","","12.2","","15.0","","18.0","","21.3","","21.3","a"
".."," Tuvalu","5.2","","5.2","","25.0","","30.0","","35.0","","37.0","","39.2","","42.7","","46.0","","49.3","","49.3","a"
"159"," Uganda","0.2","","1.7","","12.5","","13.0","","14.1","","15.5","","16.9","","17.8","","21.9","","23.7","","23.7","a"
"74"," Ukraine","0.7","","3.8","","23.3","","28.7","","35.3","","41.0","","46.2","","48.9","","53.0","","58.9","","58.9","a"
"31"," United Arab Emirates","23.6","","40.0","","68.0","","78.0","","85.0","","88.0","","90.4","","90.5","","90.6","","94.8","","98.5","a"
"13"," United Kingdom","26.8","","70.0","","85.0","","85.4","","87.5","","89.8","","91.6","","92.0","","94.8","","94.6","","94.9","a"
"17"," United States","43.1","","68.0","","71.7","","69.7","","74.7","","71.4","","73.0","","74.6","","85.5","","87.3","","87.3","a"
"55"," Uruguay","10.5","","20.1","","46.4","","51.4","","54.5","","57.7","","61.5","","64.6","","66.4","","68.3","","68.3","a"
"106"," Uzbekistan","0.5","","3.3","","15.9","","18.6","","23.6","","26.8","","35.5","","42.8","","46.8","","52.3","","52.3","a"
"140"," Vanuatu","2.1","","5.1","","8.0","","9.2","","10.6","","11.3","","18.8","","22.4","","24.0","","25.7","","25.7","a"
"113"," Venezuela (Bolivarian Republic of)","3.4","","12.6","","37.4","","40.2","","49.0","","54.9","","57.0","","64.0","","60.0","","72.0","","72.0","a"
"117"," Viet Nam","0.3","","12.7","","30.6","","35.1","","36.8","","38.5","","41.0","","45.0","","53.0","","58.1","","70.3","a"
"179"," Yemen","0.1","","1.0","","12.3","","14.9","","17.4","","20.0","","22.6","","24.1","","24.6","","26.7","","26.7","a"
"146"," Zambia","0.2","","2.9","","10.0","","11.5","","13.5","","15.4","","19.0","","21.0","","25.5","","27.9","","14.3","a"
"150"," Zimbabwe","0.4","","2.4","","6.4","","8.4","","12.0","","15.5","","16.4","","22.7","","23.1","","27.1","","27.1","a"
"","Human Development","","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Very high human development","24.3","","48.8","","65.1","","66.8","","70.8","","72.5","","74.6","","76.2","","80.5","","81.9","","84.1",""
" ","High human development","1.9","","9.6","","29.7","","33.6","","37.4","","41.0","","43.7","","46.7","","50.7","","54.2","","55.9",""
" ","Medium human development","0.4","","2.7","","7.9","","9.8","","12.1","","14.4","","19.5","","18.4","","21.7","","30.9","","30.9",""
