Pillar,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Sub-Pillar
Infrastructure,Monaco,2021,ISP internet download speed average ,256.7,5.99,True,Connectivity Technology
Infrastructure,Singapore,2021,ISP internet download speed average ,256.03,5.976737673053274,True,Connectivity Technology
Infrastructure,Hong Kong (SAR),2021,ISP internet download speed average ,248.59,5.829466460391131,True,Connectivity Technology
Infrastructure,Thailand,2021,ISP internet download speed average ,216.16,5.18753024713396,True,Connectivity Technology
Infrastructure,Romania,2021,ISP internet download speed average ,215.3,5.170506961799358,True,Connectivity Technology
Infrastructure,Switzerland,2021,ISP internet download speed average ,214.82,5.1610055932405094,True,Connectivity Technology
Infrastructure,South Korea,2021,ISP internet download speed average ,212.83,5.121614502756953,True,Connectivity Technology
Infrastructure,Chile,2021,ISP internet download speed average ,209.45,5.054709032488397,True,Connectivity Technology
Infrastructure,Denmark,2021,ISP internet download speed average ,208.5,5.03590424054901,True,Connectivity Technology
Infrastructure,Liechtenstein,2021,ISP internet download speed average ,207.44,5.014922051648221,True,Connectivity Technology
Infrastructure,France,2021,ISP internet download speed average ,199.68,4.861316593280178,True,Connectivity Technology
Infrastructure,Hungary,2021,ISP internet download speed average ,199.47,4.857159744535682,True,Connectivity Technology
Infrastructure,Moldova,2021,ISP internet download speed average ,196.46,4.797578245864573,True,Connectivity Technology
Infrastructure,United States,2021,ISP internet download speed average ,195.55,4.779565234638423,True,Connectivity Technology
Infrastructure,United Arab Emirates,2021,ISP internet download speed average ,190.96,4.688708397794439,True,Connectivity Technology
Infrastructure,Spain,2021,ISP internet download speed average ,187.88,4.627741282875164,True,Connectivity Technology
Infrastructure,China,2021,ISP internet download speed average ,184.78,4.56637827759927,True,Connectivity Technology
Infrastructure,Japan,2021,ISP internet download speed average ,179.43,4.460477607203777,True,Connectivity Technology
Infrastructure,Canada,2021,ISP internet download speed average ,174.53,4.363484469832203,True,Connectivity Technology
Infrastructure,Luxembourg,2021,ISP internet download speed average ,168.89,4.251843389265739,True,Connectivity Technology
Infrastructure,Macau (SAR),2021,ISP internet download speed average ,168.82,4.2504577730175725,True,Connectivity Technology
