Pillar,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Sub-Pillar
Infrastructure,China,2019.0,International patent applications by origin (PCT System),4.22045982192364e-05,1.3752091855506283,True,Innovation Ecosystem
Infrastructure,United States of America (the),2019.0,International patent applications by origin (PCT System),0.00017616425023518948,2.5661432081529822,True,Innovation Ecosystem
Infrastructure,Japan,2019.0,International patent applications by origin (PCT System),0.00041705958719448396,4.70776158617711,True,Innovation Ecosystem
Infrastructure,Germany,2019.0,International patent applications by origin (PCT System),0.0002329078123367416,3.070607333383318,True,Innovation Ecosystem
Infrastructure,Republic of Korea (the),2019.0,International patent applications by origin (PCT System),0.0003690839859554309,4.281246774362074,True,Innovation Ecosystem
Infrastructure,France,2019.0,International patent applications by origin (PCT System),0.00011797957933186918,2.0488672737213727,True,Innovation Ecosystem
Infrastructure,United Kingdom of Great Britain and Northern Ireland (the),2019.0,International patent applications by origin (PCT System),8.65696883672258e-05,1.76962567199215,True,Innovation Ecosystem
Infrastructure,Switzerland,2019.0,International patent applications by origin (PCT System),0.0005375917754289073,5.779322176450899,True,Innovation Ecosystem
Infrastructure,Sweden,2019.0,International patent applications by origin (PCT System),0.0004071452483133631,4.61962069220308,True,Innovation Ecosystem
Infrastructure,Netherlands (the),2019.0,International patent applications by origin (PCT System),0.0002312498782060913,3.055867894054303,True,Innovation Ecosystem
Infrastructure,Italy,2019.0,International patent applications by origin (PCT System),5.672278801677863e-05,1.5042794385431666,True,Innovation Ecosystem
Infrastructure,Canada,2019.0,International patent applications by origin (PCT System),7.211375278160646e-05,1.6411088741475874,True,Innovation Ecosystem
Infrastructure,Turkey,2019.0,International patent applications by origin (PCT System),2.4667502029585254e-05,1.219300117442431,True,Innovation Ecosystem
Infrastructure,India,2019.0,International patent applications by origin (PCT System),1.5024687662211556e-06,1.0133573142708452,True,Innovation Ecosystem
Infrastructure,Israel,2019.0,International patent applications by origin (PCT System),0.0002215595316986967,2.969718346987043,True,Innovation Ecosystem
Infrastructure,Australia,2019.0,International patent applications by origin (PCT System),6.970029857195206e-05,1.6196526767999861,True,Innovation Ecosystem
