Pillar,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Sub-Pillar
Infrastructure,United Arab Emirates,2021,ISP Speeds - Mobile,190.03,5.99,True,Connectivity Technology
Infrastructure,South Korea,2021,ISP Speeds - Mobile,189.2,5.96740726598298,True,Connectivity Technology
Infrastructure,Qatar,2021,ISP Speeds - Mobile,170.77,5.4657396901592845,True,Connectivity Technology
Infrastructure,China,2021,ISP Speeds - Mobile,157.72,5.11051658302422,True,Connectivity Technology
Infrastructure,Cyprus,2021,ISP Speeds - Mobile,154.13,5.012796203360244,True,Connectivity Technology
Infrastructure,Norway,2021,ISP Speeds - Mobile,152.53,4.969243945014183,True,Connectivity Technology
Infrastructure,Saudi Arabia,2021,ISP Speeds - Mobile,151.13,4.931135718961379,True,Connectivity Technology
Infrastructure,Kuwait,2021,ISP Speeds - Mobile,140.16,4.632530547676195,True,Connectivity Technology
Infrastructure,Australia,2021,ISP Speeds - Mobile,122.27,4.145561859044294,True,Connectivity Technology
Infrastructure,Bulgaria,2021,ISP Speeds - Mobile,120.44,4.095748963560986,True,Connectivity Technology
Infrastructure,Luxembourg,2021,ISP Speeds - Mobile,110.72,3.831168994108663,True,Connectivity Technology
Infrastructure,Switzerland,2021,ISP Speeds - Mobile,109.65,3.802043421339734,True,Connectivity Technology
Infrastructure,Netherlands,2021,ISP Speeds - Mobile,100.65,3.557061968143138,True,Connectivity Technology
Infrastructure,United States,2021,ISP Speeds - Mobile,91.01,3.2946596116081177,True,Connectivity Technology
Infrastructure,Sweden,2021,ISP Speeds - Mobile,90.57,3.2826827405629504,True,Connectivity Technology
Infrastructure,Denmark,2021,ISP Speeds - Mobile,89.44,3.2519239581060444,True,Connectivity Technology
Infrastructure,Oman,2021,ISP Speeds - Mobile,85.96,3.1571977962033606,True,Connectivity Technology
Infrastructure,Singapore,2021,ISP Speeds - Mobile,85.93,3.156381191359372,True,Connectivity Technology
Infrastructure,Canada,2021,ISP Speeds - Mobile,85.91,3.155836788130046,True,Connectivity Technology
Infrastructure,New Zealand,2021,ISP Speeds - Mobile,84.22,3.1098347152520187,True,Connectivity Technology
