Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,HRAssociation
Albania,2019,Government Removal Requests,165,5.999015883874297,True,Expression
Algeria,2019,Government Removal Requests,10,5.999945993627248,True,Expression
Argentina,2019,Government Removal Requests,5725,5.9656519469297375,True,Expression
Australia,2019,Government Removal Requests,6649,5.960107292660534,True,Expression
Austria,2019,Government Removal Requests,482,5.997113659411811,True,Expression
Azerbaijan,2019,Government Removal Requests,87,5.999483939104815,True,Expression
Bangladesh,2019,Government Removal Requests,508,5.996957641001638,True,Expression
Belarus,2019,Government Removal Requests,39,5.999771973092825,True,Expression
Belgium,2019,Government Removal Requests,946,5.994329330861042,True,Expression
Bhutan,2019,Government Removal Requests,2,5.999993999291917,True,Expression
Bolivia,2019,Government Removal Requests,2,5.999993999291917,True,Expression
Bosnia & Herzegovina,2019,Government Removal Requests,21,5.999879985838329,True,Expression
Brazil,2019,Government Removal Requests,19627,5.882230103152172,True,Expression
Bulgaria,2019,Government Removal Requests,10,5.999945993627248,True,Expression
Cambodia,2019,Government Removal Requests,1,6.0,True,Expression
Canada,2019,Government Removal Requests,2383,5.985706313344974,True,Expression
Chile,2019,Government Removal Requests,27,5.9998439815898275,True,Expression
China,2019,Government Removal Requests,4897,5.97062053322292,True,Expression
Colombia,2019,Government Removal Requests,150,5.999105894495551,True,Expression
Costa Rica,2019,Government Removal Requests,13,5.9999279915029975,True,Expression
Croatia,2019,Government Removal Requests,113,5.9993279206946415,True,Expression
Curaçao,2019,Government Removal Requests,2,5.999993999291917,True,Expression
Cyprus,2019,Government Removal Requests,7,5.999963995751498,True,Expression
Czechia,2019,Government Removal Requests,62,5.999633956806903,True,Expression
Denmark,2019,Government Removal Requests,183,5.998907871128793,True,Expression
Dominican Republic,2019,Government Removal Requests,2,5.999993999291917,True,Expression
Ecuador,2019,Government Removal Requests,137,5.9991839037006365,True,Expression
Egypt,2019,Government Removal Requests,19,5.999891987254496,True,Expression
Estonia,2019,Government Removal Requests,1375,5.9917550270931965,True,Expression
Ethiopia,2019,Government Removal Requests,2,5.999993999291917,True,Expression
Europol,2019,Government Removal Requests,30,5.999825979465577,True,Expression
Finland,2019,Government Removal Requests,324,5.998061771289012,True,Expression
France,2019,Government Removal Requests,13085,5.921486735434781,True,Expression
Germany,2019,Government Removal Requests,6082,5.963509694143909,True,Expression
Greece,2019,Government Removal Requests,447,5.997323684194735,True,Expression
Guadeloupe,2019,Government Removal Requests,777,5.995343450527162,True,Expression
Hong Kong,2019,Government Removal Requests,220,5.998685844929701,True,Expression
Hungary,2019,Government Removal Requests,147,5.9991238966198015,True,Expression
India,2019,Government Removal Requests,37002,5.7779678002004236,True,Expression
Indonesia,2019,Government Removal Requests,254922,4.470293494632367,True,Expression
Iraq,2019,Government Removal Requests,31,5.999819978757493,True,Expression
Ireland,2019,Government Removal Requests,607,5.996363570901366,True,Expression
Isle of Man,2019,Government Removal Requests,158,5.999057888830882,True,Expression
Israel,2019,Government Removal Requests,2590,5.984464166771679,True,Expression
Italy,2019,Government Removal Requests,5461,5.967236133863796,True,Expression
Jamaica,2019,Government Removal Requests,2,5.999993999291917,True,Expression
Japan,2019,Government Removal Requests,2051,5.987698548428715,True,Expression
Jordan,2019,Government Removal Requests,72,5.999573949726067,True,Expression
Kazakhstan,2019,Government Removal Requests,100433,5.397336885752519,True,Expression
Kenya,2019,Government Removal Requests,109,5.9993519235269765,True,Expression
Kuwait,2019,Government Removal Requests,39,5.999771973092825,True,Expression
Latvia,2019,Government Removal Requests,15,5.99991599008683,True,Expression
Lebanon,2019,Government Removal Requests,51,5.999699964595822,True,Expression
Libya,2019,Government Removal Requests,1,6.0,True,Expression
Lithuania,2019,Government Removal Requests,60,5.99964595822307,True,Expression
