Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,HRAssociation
Luxembourg,2019,Government Removal Requests,27,5.9998439815898275,True,Expression
Macao,2019,Government Removal Requests,4,5.999981997875749,True,Expression
Malawi,2019,Government Removal Requests,1,6.0,True,Expression
Malaysia,2019,Government Removal Requests,320,5.998085774121346,True,Expression
Malta,2019,Government Removal Requests,3,5.999987998583833,True,Expression
Mauritius,2019,Government Removal Requests,7,5.999963995751498,True,Expression
Mexico,2019,Government Removal Requests,180,5.998925873253044,True,Expression
Monaco,2019,Government Removal Requests,3,5.999987998583833,True,Expression
Morocco,2019,Government Removal Requests,7,5.999963995751498,True,Expression
Nepal,2019,Government Removal Requests,75,5.9995559476018165,True,Expression
Netherlands,2019,Government Removal Requests,539,5.996771619051048,True,Expression
New Zealand,2019,Government Removal Requests,312,5.998133779786015,True,Expression
Nicaragua,2019,Government Removal Requests,1,6.0,True,Expression
Nigeria,2019,Government Removal Requests,102,5.999393928483562,True,Expression
North Macedonia,2019,Government Removal Requests,1,6.0,True,Expression
Norway,2019,Government Removal Requests,175,5.998955876793461,True,Expression
Oman,2019,Government Removal Requests,1,6.0,True,Expression
Pakistan,2019,Government Removal Requests,40092,5.759425612222242,True,Expression
Papua New Guinea,2019,Government Removal Requests,1,6.0,True,Expression
Peru,2019,Government Removal Requests,203,5.998787856967122,True,Expression
Philippines,2019,Government Removal Requests,188,5.998877867588376,True,Expression
Poland,2019,Government Removal Requests,630,5.996225554615444,True,Expression
Portugal,2019,Government Removal Requests,341,5.997959759251591,True,Expression
Puerto Rico,2019,Government Removal Requests,1,6.0,True,Expression
Qatar,2019,Government Removal Requests,2,5.999993999291917,True,Expression
Romania,2019,Government Removal Requests,325,5.998055770580929,True,Expression
Russia,2019,Government Removal Requests,833236,1.0,True,Expression
Réunion,2019,Government Removal Requests,6,5.9999699964595825,True,Expression
San Marino,2019,Government Removal Requests,1,6.0,True,Expression
Saudi Arabia,2019,Government Removal Requests,91,5.99945993627248,True,Expression
Senegal,2019,Government Removal Requests,76,5.999549946893733,True,Expression
Serbia,2019,Government Removal Requests,14,5.999921990794913,True,Expression
Singapore,2019,Government Removal Requests,105,5.999375926359311,True,Expression
Slovakia,2019,Government Removal Requests,4,5.999981997875749,True,Expression
Slovenia,2019,Government Removal Requests,4,5.999981997875749,True,Expression
Somalia,2019,Government Removal Requests,5,5.999975997167666,True,Expression
South Africa,2019,Government Removal Requests,13,5.9999279915029975,True,Expression
South Korea,2019,Government Removal Requests,85268,5.488337623839613,True,Expression
Spain,2019,Government Removal Requests,152082,5.087406313945046,True,Expression
Sri Lanka,2019,Government Removal Requests,331,5.998019766332427,True,Expression
St. Vincent & Grenadines,2019,Government Removal Requests,2,5.999993999291917,True,Expression
Sweden,2019,Government Removal Requests,34,5.999801976633242,True,Expression
Switzerland,2019,Government Removal Requests,767,5.995403457607997,True,Expression
Taiwan,2019,Government Removal Requests,282,5.998313801028521,True,Expression
Thailand,2019,Government Removal Requests,8803,5.9471817674485585,True,Expression
Tunisia,2019,Government Removal Requests,7,5.999963995751498,True,Expression
Turkey,2019,Government Removal Requests,19067,5.885590499678962,True,Expression
Ukraine,2019,Government Removal Requests,1748,5.989516762978031,True,Expression
United Arab Emirates,2019,Government Removal Requests,58,5.999657959639237,True,Expression
United Kingdom,2019,Government Removal Requests,3363,5.979825619423092,True,Expression
United States,2019,Government Removal Requests,133179,5.200837698848464,True,Expression
Uruguay,2019,Government Removal Requests,1,6.0,True,Expression
Uzbekistan,2019,Government Removal Requests,2,5.999993999291917,True,Expression
Vanuatu,2019,Government Removal Requests,1,6.0,True,Expression
Venezuela,2019,Government Removal Requests,32,5.99981397804941,True,Expression
Vietnam,2019,Government Removal Requests,30971,5.814158070652337,True,Expression
