Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,HRAssociation
Cabo Verde,2019.0,% of population using internet (male),62.92116582,4.146058291,True,Access
Côte d'Ivoire,2019.0,% of population using internet (male),39.8088708,2.9904435400000002,True,Access
Kenya,2019.0,% of population using internet (male),25.07166819,2.2535834095,True,Access
Lesotho,2019.0,% of population using internet (male),38.34998472,2.9174992360000003,True,Access
Mauritius,2019.0,% of population using internet (male),63.39309304,4.169654652,True,Access
Bahrain,2019.0,% of population using internet (male),99.91031436,5.995515718,True,Access
Egypt,2019.0,% of population using internet (male),61.54134657,4.0770673285,True,Access
Kuwait,2019.0,% of population using internet (male),99.52150649,5.976075324499999,True,Access
Morocco,2019.0,% of population using internet (male),78.63683328,4.931841664,True,Access
Oman,2019.0,% of population using internet (male),94.40484852,5.7202424259999995,True,Access
Palestine,2019.0,% of population using internet (male),72.26256321,4.6131281605,True,Access
Qatar,2019.0,% of population using internet (male),99.99971232,5.999985616,True,Access
Saudi Arabia,2019.0,% of population using internet (male),96.53120657,5.826560328499999,True,Access
Tunisia,2019.0,% of population using internet (male),72.46203289,4.6231016445,True,Access
United Arab Emirates,2019.0,% of population using internet (male),99.03001421,5.9515007105,True,Access
Brunei Darussalam,2019.0,% of population using internet (male),91.83318264,5.591659132,True,Access
Cambodia,2019.0,% of population using internet (male),78.78837064,4.9394185319999995,True,Access
China,2019.0,% of population using internet (male),65.56964503,4.2784822515,True,Access
"Hong Kong, China",2019.0,% of population using internet (male),93.15081776,5.657540888,True,Access
Indonesia,2019.0,% of population using internet (male),50.49711344,3.5248556719999997,True,Access
Iran (Islamic Republic of),2019.0,% of population using internet (male),83.78693025,5.1893465125,True,Access
Japan,2019.0,% of population using internet (male),94.64445824,5.732222912,True,Access
Korea (Rep. of),2019.0,% of population using internet (male),96.97363291,5.8486816455,True,Access
"Macao, China",2019.0,% of population using internet (male),87.28614559,5.3643072795,True,Access
Malaysia,2019.0,% of population using internet (male),85.85378926,5.292689462999999,True,Access
Mongolia,2019.0,% of population using internet (male),46.86097056,3.3430485279999997,True,Access
Pakistan,2019.0,% of population using internet (male),21.34217835,2.0671089174999997,True,Access
Singapore,2019.0,% of population using internet (male),90.15701416,5.507850708,True,Access
Thailand,2019.0,% of population using internet (male),67.79570691,4.3897853455,True,Access
Viet Nam,2019.0,% of population using internet (male),71.84789925,4.5923949625,True,Access
Armenia,2019.0,% of population using internet (male),65.78686376,4.289343188,True,Access
Azerbaijan,2019.0,% of population using internet (male),84.22680357,5.2113401785,True,Access
Belarus,2019.0,% of population using internet (male),82.47130676,5.123565338000001,True,Access
Kazakhstan,2019.0,% of population using internet (male),82.83816486,5.1419082430000005,True,Access
Russian Federation,2019.0,% of population using internet (male),83.38778535,5.1693892675,True,Access
Uzbekistan,2019.0,% of population using internet (male),74.90000359,4.7450001795,True,Access
Albania,2019.0,% of population using internet (male),71.1593949,4.557969744999999,True,Access
Austria,2019.0,% of population using internet (male),90.27679005,5.5138395025,True,Access
Belgium,2019.0,% of population using internet (male),91.34650963,5.5673254815,True,Access
Bosnia and Herzegovina,2019.0,% of population using internet (male),72.82014769,4.6410073845,True,Access
Bulgaria,2019.0,% of population using internet (male),69.22861566,4.461430783,True,Access
Croatia,2019.0,% of population using internet (male),82.16524377,5.1082621885,True,Access
Cyprus,2019.0,% of population using internet (male),86.29089082,5.314544541,True,Access
Czech Republic,2019.0,% of population using internet (male),83.59206539,5.1796032695,True,Access
Denmark,2019.0,% of population using internet (male),98.03487264,5.9017436320000005,True,Access
Estonia,2019.0,% of population using internet (male),89.57777452,5.478888726,True,Access
Finland,2019.0,% of population using internet (male),90.34867249,5.5174336245,True,Access
France,2019.0,% of population using internet (male),84.61802334,5.230901167,True,Access
Georgia,2019.0,% of population using internet (male),70.08479839,4.5042399195,True,Access
Germany,2019.0,% of population using internet (male),91.06423778,5.553211889,True,Access
Greece,2019.0,% of population using internet (male),77.47060538,4.873530269,True,Access
Hungary,2019.0,% of population using internet (male),81.13416272,5.056708136,True,Access
Ireland,2019.0,% of population using internet (male),86.00033447,5.3000167235,True,Access
Israel,2019.0,% of population using internet (male),87.54480219,5.3772401095,True,Access
Latvia,2019.0,% of population using internet (male),87.40104146,5.370052073,True,Access
Lithuania,2019.0,% of population using internet (male),80.74266099,5.0371330495,True,Access
Luxembourg,2019.0,% of population using internet (male),97.35199554,5.867599777000001,True,Access
Malta,2019.0,% of population using internet (male),85.74470371,5.2872351855,True,Access
Montenegro,2019.0,% of population using internet (male),75.30926591,4.7654632955,True,Access
Netherlands,2019.0,% of population using internet (male),94.59459459,5.7297297295,True,Access
North Macedonia,2019.0,% of population using internet (male),82.05136341,5.1025681705,True,Access
Norway,2019.0,% of population using internet (male),98.00000288,5.900000144,True,Access
Poland,2019.0,% of population using internet (male),80.91981478,5.0459907390000005,True,Access
Portugal,2019.0,% of population using internet (male),76.75698704,4.837849352,True,Access
Romania,2019.0,% of population using internet (male),75.2957356,4.76478678,True,Access
Serbia,2019.0,% of population using internet (male),81.2243024,5.06121512,True,Access
Slovakia,2019.0,% of population using internet (male),83.40166355,5.1700831775,True,Access
Slovenia,2019.0,% of population using internet (male),84.20519889,5.210259944500001,True,Access
Spain,2019.0,% of population using internet (male),90.69319108,5.534659554,True,Access
Sweden,2019.0,% of population using internet (male),94.9044586,5.74522293,True,Access
Switzerland,2019.0,% of population using internet (male),95.07423806,5.753711902999999,True,Access
Turkey,2019.0,% of population using internet (male),80.40202063,5.020101031499999,True,Access
Ukraine,2019.0,% of population using internet (male),72.38620178,4.619310088999999,True,Access
United Kingdom,2019.0,% of population using internet (male),93.67270047,5.6836350235,True,Access
Bolivia (Plurinational State of),2019.0,% of population using internet (male),50.66480672,3.533240336,True,Access
Brazil,2019.0,% of population using internet (male),74.3905486,4.719527429999999,True,Access
Colombia,2019.0,% of population using internet (male),64.08817987,4.2044089934999995,True,Access
Costa Rica,2019.0,% of population using internet (male),80.37777561,5.0188887805,True,Access
Cuba,2019.0,% of population using internet (male),60.73264352,4.0366321759999995,True,Access
El Salvador,2019.0,% of population using internet (male),52.3796127,3.6189806350000002,True,Access
Guatemala,2019.0,% of population using internet (male),47.28337686,3.364168843,True,Access
Mexico,2019.0,% of population using internet (male),71.74032396,4.587016198000001,True,Access
Panama,2019.0,% of population using internet (male),63.43383517,4.1716917585,True,Access
Paraguay,2019.0,% of population using internet (male),68.0062587,4.4003129350000005,True,Access
Peru,2019.0,% of population using internet (male),62.91570295,4.1457851475,True,Access
Uruguay,2019.0,% of population using internet (male),82.83156997,5.1415784985,True,Access
